tau	g_0_tau_up
0.5	(-0.34684302579999177-5.908901840045999e-18j)
1.0	(-0.1354044415959366+9.75781955236954e-18j)
1.5	(-0.04837071568181418+4.824699667560495e-18j)
2.0	(-0.013926983500935904-1.1384122811097797e-18j)
2.5	(-0.0007659132314747265-3.0357660829594124e-18j)
3.0	(0.003932760133125078+5.421010862427522e-20j)
3.5	(0.005335777285205458-2.8731357570865868e-18j)
4.0	(0.005502921777973043+2.1141942363467336e-18j)
4.5	(0.005243606506913667-7.589415207398531e-19j)
5.0	(0.0048678943913372345+1.3010426069826053e-18j)
5.5	(0.004488588300552706-1.734723475976807e-18j)
6.0	(0.00414203170159823-7.589415207398531e-19j)
6.5	(0.003835996495804792-2.222614453595284e-18j)
7.0	(0.003568383885665881+1.5178830414797062e-18j)
7.5	(0.003334325513213383+1.4094628242311558e-18j)
8.0	(0.003128731180583327-1.1384122811097797e-18j)
8.5	(0.0029470890395151142+2.0057740190981832e-18j)
9.0	(0.0027856239255070266+1.0299920638612292e-18j)
9.5	(0.002641241407735277-6.505213034913027e-19j)
10.0	(0.002511417116261629-1.0842021724855044e-18j)
10.5	(0.002394086675245845-2.222614453595284e-18j)
11.0	(0.002287552224248976+4.336808689942018e-19j)
11.5	(0.0021904075109405556+4.87890977618477e-19j)
12.0	(0.0021014791916458926-8.131516293641283e-19j)
12.5	(0.0020197811273577632-1.0842021724855044e-19j)
13.0	(0.0019444787528635438-3.2526065174565133e-19j)
13.5	(0.0018748611585347114+4.336808689942018e-19j)
14.0	(0.001810319066178587+1.0842021724855044e-19j)
14.5	(0.001750327324098875+7.047314121155779e-19j)
15.0	(0.001694430887758911+2.710505431213761e-19j)
15.5	(0.0016422335080197876-3.7947076036992655e-19j)
16.0	(0.0015933885385309259+8.673617379884035e-19j)
16.5	(0.001547591414343815-5.963111948670274e-19j)
17.0	(0.0015045734582787094+3.7947076036992655e-19j)
17.5	(0.001464096749678256-2.168404344971009e-19j)
18.0	(0.0014259498489856456-2.1141942363467336e-18j)
18.5	(0.0013899442161864066+1.0842021724855044e-19j)
19.0	(0.0013559111952355842+5.963111948670274e-19j)
19.5	(0.0013236994628122055-2.710505431213761e-19j)
20.0	(0.0012931728600911701-5.421010862427522e-19j)
20.5	(0.0012642085420918121-3.2526065174565133e-19j)
21.0	(0.001236695391628919+9.75781955236954e-19j)
21.5	(0.0012105326547666795-3.2526065174565133e-19j)
22.0	(0.001185628762503159-2.168404344971009e-19j)
22.5	(0.0011619003096974268-4.87890977618477e-19j)
23.0	(0.0011392711672988738+8.673617379884035e-19j)
23.5	(0.001117671707997008-2.168404344971009e-19j)
24.0	(0.001097038128754527-8.131516293641283e-19j)
24.5	(0.001077311856369637+2.168404344971009e-19j)
25.0	(0.0010584390244269765-5.421010862427522e-20j)
25.5	(0.0010403700118426775-8.131516293641283e-19j)
26.0	(0.0010230590347048002-1.3010426069826053e-18j)
26.5	(0.001006463784360603+1.463672932855431e-18j)
27.0	(0.000990545105755635-2.168404344971009e-19j)
27.5	(0.0009752667109033479+1.0842021724855044e-18j)
28.0	(0.000960594923079127-6.505213034913027e-19j)
28.5	(0.0009464984479761746-3.2526065174565133e-19j)
29.0	(0.000932948168561496-7.047314121155779e-19j)
29.5	(0.0009199169608225124-1.0299920638612292e-18j)
30.0	(0.0009073795279524808+7.589415207398531e-19j)
30.5	(0.0008953122508832106-5.421010862427522e-19j)
31.0	(0.0008836930532954814+4.87890977618477e-19j)
31.5	(0.0008725012795081266+6.505213034913027e-19j)
32.0	(0.0008617175838369696+2.168404344971009e-19j)
32.5	(0.0008513238301839888+2.710505431213761e-19j)
33.0	(0.0008413030007775909-1.3552527156068805e-18j)
33.5	(0.0008316391131040367+3.2526065174565133e-19j)
34.0	(0.0008223171441827119+9.215718466126788e-19j)
34.5	(0.0008133229614527516+8.131516293641283e-19j)
35.0	(0.0008046432595934592-5.421010862427522e-19j)
35.5	(0.0007962655027117429+1.0842021724855044e-19j)
36.0	(0.0007881778713567055-7.047314121155779e-19j)
36.5	(0.0007803692139184328+5.421010862427522e-19j)
37.0	(0.000772829001976217-8.673617379884035e-19j)
37.5	(0.0007655472892414391+5.421010862427522e-19j)
38.0	(0.0007585146737658244-1.0842021724855044e-19j)
38.5	(0.0007517222631082225-7.589415207398531e-19j)
39.0	(0.0007451616422046341-5.421010862427522e-19j)
39.5	(0.0007388248436938972-1.0842021724855044e-19j)
40.0	(0.0007327043204973776-1.0842021724855044e-19j)
40.5	(0.0007267929204423245+2.168404344971009e-19j)
41.0	(0.0007210838627699206+1.3010426069826053e-18j)
41.5	(0.000715570716358802-7.589415207398531e-19j)
42.0	(0.0007102473795348304-1.3010426069826053e-18j)
42.5	(0.0007051080613134501+1.0842021724855044e-19j)
43.0	(0.0007001472639944685+3.2526065174565133e-19j)
43.5	(0.0006953597669642662-2.168404344971009e-19j)
44.0	(0.0006907406116368837+9.75781955236954e-19j)
44.5	(0.0006862850874310113+1.3010426069826053e-18j)
