tau	g_0_tau_up
0.5	(-0.3772732440717613-5.117434254131581e-17j)
1.0	(-0.34549288083543556-1.8214596497756474e-17j)
1.5	(-0.31008608589863124-2.7755575615628914e-17j)
2.0	(-0.2785150717034719-3.209238430557093e-17j)
2.5	(-0.2510544810096029-1.734723475976807e-18j)
3.0	(-0.22720301969357481-1.214306433183765e-17j)
3.5	(-0.20642357222154367+0j)
4.0	(-0.18825028718577347+5.204170427930421e-18j)
4.5	(-0.1722942633798799-2.6020852139652106e-18j)
5.0	(-0.15823258796717696-2.6020852139652106e-18j)
5.5	(-0.14579642937361886-1.734723475976807e-18j)
6.0	(-0.13476093969144265+5.204170427930421e-18j)
6.5	(-0.1249371228765028-4.336808689942018e-18j)
7.0	(-0.11616535177947557+6.938893903907228e-18j)
7.5	(-0.10831019177669421-8.673617379884035e-19j)
8.0	(-0.10125624689877717+5.204170427930421e-18j)
8.5	(-0.0949048064833776+3.469446951953614e-18j)
9.0	(-0.08917112149654648-1.734723475976807e-18j)
9.5	(-0.08398217914592938+6.938893903907228e-18j)
10.0	(-0.07927487437329118+1.734723475976807e-18j)
10.5	(-0.07499449949325881+5.204170427930421e-18j)
11.0	(-0.07109349045654856+1.734723475976807e-18j)
11.5	(-0.06753038134307918-1.0408340855860843e-17j)
12.0	(-0.06426892876352544-1.5612511283791264e-17j)
12.5	(-0.06127737562866694-1.0408340855860843e-17j)
13.0	(-0.058527829796704414+0j)
13.5	(-0.055995737845897745-1.734723475976807e-18j)
14.0	(-0.053659437952993695-1.0408340855860843e-17j)
14.5	(-0.05149977881835344+1.734723475976807e-18j)
15.0	(-0.04949979394048745-1.734723475976807e-17j)
15.5	(-0.047644422437665424-5.204170427930421e-18j)
16.0	(-0.04592026914283574+1.734723475976807e-18j)
16.5	(-0.04431539793731583+1.734723475976807e-18j)
17.0	(-0.04281915329815409-5.204170427930421e-18j)
17.5	(-0.04142200585998994-6.938893903907228e-18j)
18.0	(-0.04011541847083387-1.734723475976807e-18j)
18.5	(-0.038891729780940396+0j)
19.0	(-0.03774405286736521-1.5612511283791264e-17j)
19.5	(-0.03666618678183156-1.734723475976807e-18j)
20.0	(-0.035652539230447075+0j)
20.5	(-0.0346980588621731+1.0408340855860843e-17j)
21.0	(-0.03379817586798624+1.5612511283791264e-17j)
21.5	(-0.03294874978192379+3.469446951953614e-18j)
22.0	(-0.032146023534793525+1.734723475976807e-18j)
22.5	(-0.031386582946229286+5.204170427930421e-18j)
23.0	(-0.03066732095508578-8.673617379884035e-18j)
23.5	(-0.02998540598528681+1.214306433183765e-17j)
24.0	(-0.02933825392685875+0j)
24.5	(-0.028723503282427332-6.938893903907228e-18j)
25.0	(-0.028138993089708353-1.214306433183765e-17j)
25.5	(-0.0275827432821506+3.469446951953614e-18j)
26.0	(-0.027052937194176764+1.5612511283791264e-17j)
26.5	(-0.026547905955567615+0j)
27.0	(-0.02606611455231672+0j)
27.5	(-0.02560614935956542-6.938893903907228e-18j)
28.0	(-0.025166706976703923-6.938893903907228e-18j)
28.5	(-0.024746584215848664+1.734723475976807e-18j)
29.0	(-0.024344669113262447-1.734723475976807e-18j)
29.5	(-0.023959932849206916-8.673617379884035e-18j)
30.0	(-0.023591422475568037-8.673617379884035e-18j)
30.5	(-0.02323825436260815-3.122502256758253e-17j)
31.0	(-0.022899608286765356+0j)
31.5	(-0.022574722090555062+0j)
32.0	(-0.0222628868536612-1.0408340855860843e-17j)
32.5	(-0.021963442521334964-1.0408340855860843e-17j)
33.0	(-0.0216757739423628-1.734723475976807e-18j)
33.5	(-0.02139930727427474-6.938893903907228e-18j)
34.0	(-0.021133506718216916-3.469446951953614e-18j)
34.5	(-0.02087787155006813-6.938893903907228e-18j)
35.0	(-0.02063193341809352+5.204170427930421e-18j)
35.5	(-0.020395253880630147-3.469446951953614e-18j)
36.0	(-0.020167422160209208-3.469446951953614e-18j)
36.5	(-0.019948053093006353+1.3877787807814457e-17j)
37.0	(-0.019736785254801024-6.938893903907228e-18j)
37.5	(-0.019533279246563374+6.938893903907228e-18j)
38.0	(-0.0193372161245749+1.5612511283791264e-17j)
38.5	(-0.019148295961547934+6.938893903907228e-18j)
39.0	(-0.018966236526594796+5.204170427930421e-18j)
39.5	(-0.018790772073132386+1.0408340855860843e-17j)
40.0	(-0.01862165222490432+1.214306433183765e-17j)
40.5	(-0.01845864095129763-1.734723475976807e-18j)
41.0	(-0.01830151562398829+0j)
41.5	(-0.018150066147745517-1.3877787807814457e-17j)
42.0	(-0.018004094158908187-1.0408340855860843e-17j)
42.5	(-0.017863412285707286-1.3877787807814457e-17j)
43.0	(-0.01772784346510288+2.0816681711721685e-17j)
43.5	(-0.01759722031139129+0j)
44.0	(-0.017471384532213925-3.469446951953614e-18j)
44.5	(-0.017350186388054075+3.469446951953614e-18j)
45.0	(-0.0172334841916361+0j)
45.5	(-0.0171211438440111+1.3877787807814457e-17j)
46.0	(-0.017013038404369313+1.734723475976807e-17j)
46.5	(-0.01690904769089511+1.3877787807814457e-17j)
47.0	(-0.01680905791025264-3.469446951953614e-18j)
47.5	(-0.016712961313459528-1.0408340855860843e-17j)
48.0	(-0.016620655876128182+3.469446951953614e-17j)
48.5	(-0.016532045001252625-3.469446951953614e-18j)
49.0	(-0.01644703724281072+3.469446951953614e-18j)
49.5	(-0.016365546048703643+1.3877787807814457e-17j)
50.0	(-0.01628748952157879+3.8163916471489756e-17j)
50.5	(-0.01621279019626408+1.0408340855860843e-17j)
51.0	(-0.016141374832654383+1.3877787807814457e-17j)
51.5	(-0.016073174222966915-4.5102810375396984e-17j)
52.0	(-0.016008123012362735+2.7755575615628914e-17j)
52.5	(-0.015946159532064724-3.469446951953614e-17j)
53.0	(-0.015887225644132343+0j)
53.5	(-0.0158312665971194+0j)
54.0	(-0.015778230891962695-6.938893903907228e-18j)
54.5	(-0.01572807015743251-2.0816681711721685e-17j)
55.0	(-0.015680739034583793+1.3877787807814457e-17j)
55.5	(-0.015636195069665335+4.163336342344337e-17j)
56.0	(-0.015594398615019201+0j)
56.5	(-0.015555312737499289-1.3877787807814457e-17j)
57.0	(-0.015518903134030095-4.163336342344337e-17j)
57.5	(-0.01548513805393209-1.3183898417423734e-16j)
58.0	(-0.015453988227654984+2.7755575615628914e-17j)
58.5	(-0.015425426801641488-2.7755575615628914e-17j)
59.0	(-0.01539942927904703+1.249000902703301e-16j)
59.5	(-0.015375973466031433-2.7755575615628914e-17j)
60.0	(-0.015355039423440547+1.3877787807814457e-17j)
60.5	(-0.01533660942365425-6.938893903907228e-17j)
61.0	(-0.015320667912437923-8.326672684688674e-17j)
61.5	(-0.015307201475623547+0j)
62.0	(-0.015296198810502828-8.326672684688674e-17j)
62.5	(-0.015287650701826291+1.942890293094024e-16j)
63.0	(-0.01528155000226742+8.326672684688674e-17j)
63.5	(-0.01527789161733023+8.326672684688674e-17j)
64.0	(-0.015276672494604408+1.3221230084048812e-19j)
64.5	(-0.015277891617330695+5.551115123125783e-17j)
65.0	(-0.015281550002267332+8.326672684688674e-17j)
65.5	(-0.01528765070182576-1.942890293094024e-16j)
