tau	g_0_tau_up
0.5	(-0.3840258125955126-1.1211778033759501e-13j)
1.0	(-0.3583624714559918-1.1107521152853295e-13j)
1.5	(-0.3280180776394767-1.0908288161637358e-13j)
2.0	(-0.30030389612989206-1.0629691571395483e-13j)
2.5	(-0.2755363247456626-1.0294629732010563e-13j)
3.0	(-0.2533558556950205-9.916546750421418e-14j)
3.5	(-0.23340215016169813-9.512789861387816e-14j)
4.0	(-0.2153846570257294-9.089604069423274e-14j)
4.5	(-0.19907133429169077-8.659739592076221e-14j)
5.0	(-0.18427192175721863-8.224410735779841e-14j)
5.5	(-0.17082595357775543-7.79593403721357e-14j)
6.0	(-0.1585950807409666-7.375437066636792e-14j)
6.5	(-0.14745818274972475-6.963266768744703e-14j)
7.0	(-0.1373081438844329-6.56332627135825e-14j)
7.5	(-0.1280496096787473-6.179431966124582e-14j)
8.0	(-0.11959733131144584-5.808374614613143e-14j)
8.5	(-0.11187487669544982-5.4560522766422537e-14j)
9.0	(-0.10481358287878953-5.1187352967385635e-14j)
9.5	(-0.09835167721627903-4.795729785511682e-14j)
10.0	(-0.09243352386596698-4.4901582452183675e-14j)
10.5	(-0.08700896831802382-4.200372688556442e-14j)
11.0	(-0.08203276179210893-3.9256792261355145e-14j)
11.5	(-0.07746405264568779-3.668246262300556e-14j)
12.0	(-0.07326593514692456-3.426078865054194e-14j)
12.5	(-0.0694050480121994-3.196401476834865e-14j)
13.0	(-0.06585121649267171-2.980081459380557e-14j)
13.5	(-0.06257713278978164-2.7776392297340635e-14j)
14.0	(-0.059558070336203014-2.5897686772857753e-14j)
14.5	(-0.056771628080278067-2.4121329933457503e-14j)
15.0	(-0.05419750140639973-2.2478546801707466e-14j)
15.5	(-0.051817276739771934-2.090168316204455e-14j)
16.0	(-0.04961424723938343-1.9447984889175984e-14j)
16.5	(-0.04757324728975458-1.809143113096212e-14j)
17.0	(-0.0456805037684899-1.6823348270023075e-14j)
17.5	(-0.04392350229920762-1.563679741245494e-14j)
18.0	(-0.042290866902958545-1.454392162258955e-14j)
18.5	(-0.04077225163983397-1.3508291707431397e-14j)
19.0	(-0.039358242989440406-1.2562867413024037e-14j)
19.5	(-0.038040271857152155-1.1678158440275865e-14j)
20.0	(-0.036810534214919574-1.0840287001379068e-14j)
20.5	(-0.03566191949304043-1.0064865607617435e-14j)
21.0	(-0.034587945934461434-9.365772046798782e-15j)
21.5	(-0.033582702207415355-8.696168785071734e-15j)
22.0	(-0.03264079464688931-8.080341951099967e-15j)
22.5	(-0.031757299561693667-7.49747486317176e-15j)
23.0	(-0.030927720102786792-6.963180032570904e-15j)
23.5	(-0.030147947240918942-6.482661629725328e-15j)
24.0	(-0.029414224448268675-6.031633525971358e-15j)
24.5	(-0.028723115720367003-5.591013763073249e-15j)
25.0	(-0.028071476611682147-5.22672183311812e-15j)
25.5	(-0.027456427991383016-4.850286838831153e-15j)
26.0	(-0.026875332255404286-4.505076867111768e-15j)
26.5	(-0.026325771757453903-4.191091917959966e-15j)
27.0	(-0.025805529245309128-3.8805764157601175e-15j)
27.5	(-0.02531257010999726-3.6186331708876196e-15j)
28.0	(-0.02484502627454009-3.370567713822936e-15j)
28.5	(-0.024401181566007-3.12944115066216e-15j)
29.0	(-0.023979458429987444-2.9264785039728736e-15j)
29.5	(-0.02357840586038186-2.7096380694757727e-15j)
30.0	(-0.023196688429811495-2.5292268279741847e-15j)
30.5	(-0.02283307631705315-2.357489203852481e-15j)
31.0	(-0.022486436237989054-2.203098814490545e-15j)
31.5	(-0.02215572319554822-2.0556473190325164e-15j)
32.0	(-0.021839972972255282-1.9133999940024182e-15j)
32.5	(-0.021538295296334758-1.779826286352204e-15j)
33.0	(-0.021249867618909023-1.672273430841642e-15j)
33.5	(-0.020973929445788776-1.5595164049031496e-15j)
34.0	(-0.02070977717272914-1.4641066137244252e-15j)
34.5	(-0.02045675937785153-1.3877787807814457e-15j)
35.0	(-0.020214272529339324-1.285430095698814e-15j)
35.5	(-0.01998175707042347-1.205632815803881e-15j)
36.0	(-0.019758693847288542-1.132774429812855e-15j)
36.5	(-0.019544600848708793-1.0633854907737827e-15j)
37.0	(-0.019339030229188522-9.992007221626409e-16j)
37.5	(-0.01914156558996879-9.43689570931383e-16j)
38.0	(-0.018951819494674275-8.81239525796218e-16j)
38.5	(-0.01876943119852703-8.066464163292153e-16j)
39.0	(-0.018594064572002383-7.788908407135864e-16j)
39.5	(-0.018425406201569017-7.424616477180734e-16j)
40.0	(-0.01826316365174991-6.886852199627924e-16j)
40.5	(-0.018107063874205367-6.158268339717665e-16j)
41.0	(-0.01795685175083206-5.93275428784068e-16j)
41.5	(-0.0178122887590768-5.516420653606247e-16j)
42.0	(-0.01767315174872436-5.585809592645319e-16j)
42.5	(-0.017539231820433304-4.996003610813204e-16j)
43.0	(-0.01741033329711085-4.440892098500626e-16j)
43.5	(-0.01728627278010976-4.2327252813834093e-16j)
44.0	(-0.017166878282880965-4.0245584642661925e-16j)
44.5	(-0.017051988435429613-3.7816971776294395e-16j)
45.0	(-0.016941451753484778-3.469446951953614e-16j)
45.5	(-0.016835125966881186-3.920475055707584e-16j)
46.0	(-0.01673287740210667-3.2959746043559335e-16j)
46.5	(-0.016634580414428494-2.983724378680108e-16j)
