n_up	n_dn	g_diff_up	g_diff_dn
-0.3539821535910058	-0.3539821535910058	110.41864644055207	110.41864644055207
1.37130919704262	1.37130919704262	111.1090774378069	111.1090774378069
-0.36477013792311275	-0.36477013792311275	110.77701752613893	110.77701752613893
1.366120760922808	1.366120760922808	110.8394170820544	110.8394170820544
-0.36574513098429196	-0.36574513098429196	110.82108858282155	110.82108858282155
1.3658343781222946	1.3658343781222946	110.82532657639351	110.82532657639351
-0.36581134963385376	-0.36581134963385376	110.82421663082219	110.82421663082219
1.365817035222743	1.365817035222743	110.82448853677417	110.82448853677417
-0.36581559816435316	-0.36581559816435316	110.82441952145238	110.82441952145238
1.3658159568583401	1.3658159568583401	110.82443670937087	110.82443670937087
-0.36581586672557964	-0.36581586672557964	110.8244323852025	110.8244323852025
1.3658158892932095	1.3658158892932095	110.82443346720417	110.82443346720417
-0.36581588363185547	-0.36581588363185547	110.82443319567844	110.82443319567844
1.3658158850506203	1.3658158850506203	110.82443326371175	110.82443326371175
-0.365815884694876	-0.365815884694876	110.82443324665127	110.82443324665127
1.36581588478405	1.36581588478405	110.82443325092758	110.82443325092758
-0.36581588476169347	-0.36581588476169347	110.82443324985543	110.82443324985543
1.3658158847672979	1.3658158847672979	110.8244332501242	110.8244332501242
-0.3658158847658929	-0.3658158847658929	110.82443325005681	110.82443325005681
1.3658158847662452	1.3658158847662452	110.82443325007372	110.82443325007372
-0.3658158847661569	-0.3658158847661569	110.82443325006948	110.82443325006948
1.365815884766179	1.365815884766179	110.82443325007056	110.82443325007056
-0.36581588476617344	-0.36581588476617344	110.82443325007029	110.82443325007029
1.3658158847661748	1.3658158847661748	110.82443325007034	110.82443325007034
-0.36581588476617444	-0.36581588476617444	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
1.3658158847661745	1.3658158847661745	110.82443325007033	110.82443325007033
-0.36581588476617455	-0.36581588476617455	110.82443325007033	110.82443325007033
