tau	g_0_tau_up
0.5	(-0.3468430258223002+2.222614453595284e-18j)
1.0	(-0.1354044416136693-4.445228907190568e-18j)
1.5	(-0.04837071569280457-4.336808689942018e-18j)
2.0	(-0.013926983507119064+2.0057740190981832e-18j)
2.5	(-0.0007659132347968304+9.75781955236954e-19j)
3.0	(0.003932760131380612+1.8973538018496328e-18j)
3.5	(0.005335777284299591-3.469446951953614e-18j)
4.0	(0.005502921777505302+3.686287386450715e-18j)
4.5	(0.005243606506673383-2.8189256484623115e-18j)
5.0	(0.004867894391214931+1.1926223897340549e-18j)
5.5	(0.004488588300491727-1.0842021724855044e-18j)
6.0	(0.004142031701569213+1.0842021724855044e-18j)
6.5	(0.003835996495792436-1.5178830414797062e-18j)
7.0	(0.0035683838856621977-4.2825985813177425e-18j)
7.5	(0.0033343255132141465-2.4936649967166602e-18j)
8.0	(0.0031287311805863523-1.4094628242311558e-18j)
8.5	(0.002947089039519203+6.505213034913027e-19j)
9.0	(0.002785623925511578+3.7947076036992655e-19j)
9.5	(0.00264124140773997-3.7947076036992655e-19j)
10.0	(0.002511417116266304-7.589415207398531e-19j)
10.5	(0.002394086675250417-1.0842021724855044e-18j)
11.0	(0.0022875522242534123-2.1141942363467336e-18j)
11.5	(0.0021904075109448503-2.222614453595284e-18j)
12.0	(0.002101479191650041-2.710505431213761e-19j)
12.5	(0.0020197811273617644-2.168404344971009e-19j)
13.0	(0.0019444787528674025-2.168404344971009e-19j)
13.5	(0.001874861158538445+9.75781955236954e-19j)
14.0	(0.0018103190661822046+1.0842021724855044e-19j)
14.5	(0.0017503273241023763+1.0842021724855044e-19j)
15.0	(0.0016944308877622951-1.0842021724855044e-19j)
15.5	(0.0016422335080230825-4.87890977618477e-19j)
16.0	(0.0015933885385341236+1.3010426069826053e-18j)
16.5	(0.0015475914143469214+7.589415207398531e-19j)
17.0	(0.0015045734582817371+5.421010862427522e-20j)
17.5	(0.0014640967496811995-5.421010862427522e-19j)
18.0	(0.001425949848988518+0j)
18.5	(0.0013899442161892069+3.2526065174565133e-19j)
19.0	(0.0013559111952383314-3.7947076036992655e-19j)
19.5	(0.0013236994628148756-5.421010862427522e-19j)
20.0	(0.0012931728600937787+9.75781955236954e-19j)
20.5	(0.0012642085420943626-3.7947076036992655e-19j)
21.0	(0.001236695391631422-2.710505431213761e-19j)
21.5	(0.0012105326547691268+9.75781955236954e-19j)
22.0	(0.0011856287625055648-2.1141942363467336e-18j)
22.5	(0.0011619003096997873+4.336808689942018e-19j)
23.0	(0.001139271167301188+1.0299920638612292e-18j)
23.5	(0.001117671707999282+5.421010862427522e-20j)
24.0	(0.0010970381287567492+7.047314121155779e-19j)
24.5	(0.0010773118563718303+5.421010862427522e-19j)
25.0	(0.0010584390244291267-3.7947076036992655e-19j)
25.5	(0.0010403700118447965+2.168404344971009e-19j)
26.0	(0.0010230590347068856-1.2468324983583301e-18j)
26.5	(0.001006463784362656+6.505213034913027e-19j)
27.0	(0.0009905451057576585+8.673617379884035e-19j)
27.5	(0.0009752667109053494+5.421010862427522e-19j)
28.0	(0.0009605949230810796-7.589415207398531e-19j)
28.5	(0.0009464984479781069-9.75781955236954e-19j)
29.0	(0.0009329481685634046-3.2526065174565133e-19j)
29.5	(0.0009199169608243936+1.1384122811097797e-18j)
30.0	(0.0009073795279543454+3.2526065174565133e-19j)
30.5	(0.0008953122508850431+8.131516293641283e-19j)
31.0	(0.0008836930532972892-7.047314121155779e-19j)
31.5	(0.0008725012795099052+1.0842021724855044e-19j)
32.0	(0.0008617175838387258+6.505213034913027e-19j)
