tau	g_0_tau_up
0.5	(-0.34684302606712814-9.215718466126788e-19j)
1.0	(-0.13540444180823516-9.75781955236954e-19j)
1.5	(-0.048370715813376305-4.2825985813177425e-18j)
2.0	(-0.013926983574943635-5.041540102057596e-18j)
2.5	(-0.0007659132712322875-3.74049749507499e-18j)
3.0	(0.003932760112251146-4.336808689942018e-19j)
3.5	(0.005335777274367716-1.2468324983583301e-18j)
4.0	(0.00550292177237831-1.5720931501039814e-18j)
4.5	(0.005243606504040119+3.7947076036992655e-19j)
5.0	(0.0048678943898750136+1.463672932855431e-18j)
5.5	(0.004488588299823973-9.215718466126788e-19j)
6.0	(0.0041420317012516175+5.963111948670274e-19j)
6.5	(0.003835996495657377-2.2768245622195593e-18j)
7.0	(0.003568383885622013+1.8431436932253575e-18j)
7.5	(0.0033343255132227646-8.131516293641283e-19j)
8.0	(0.0031287311806194864-6.505213034913027e-19j)
8.5	(0.002947089039564074-1.6263032587282567e-19j)
9.0	(0.0027856239255614865+1.5178830414797062e-18j)
9.5	(0.0026412414077914195+3.3610267347050637e-18j)
10.0	(0.0025114171163175365+1.951563910473908e-18j)
10.5	(0.002394086675300556+1.2468324983583301e-18j)
11.0	(0.002287552224302081-1.0299920638612292e-18j)
11.5	(0.0021904075109919026-1.6263032587282567e-19j)
12.0	(0.0021014791916954606-6.505213034913027e-19j)
12.5	(0.002019781127405601+1.3552527156068805e-18j)
13.0	(0.0019444787529097462-1.0299920638612292e-18j)
13.5	(0.0018748611585793634-1.0299920638612292e-18j)
14.0	(0.0018103190662217918+2.168404344971009e-19j)
14.5	(0.0017503273241407172+1.1926223897340549e-18j)
15.0	(0.0016944308877994653-1.0299920638612292e-18j)
15.5	(0.0016422335080591567-8.673617379884035e-19j)
16.0	(0.001593388538569166+1.5720931501039814e-18j)
16.5	(0.001547591414380994-5.421010862427522e-19j)
17.0	(0.0015045734583149042+8.673617379884035e-19j)
17.5	(0.001464096749713515+6.505213034913027e-19j)
18.0	(0.001425949849020018-5.421010862427522e-20j)
18.5	(0.0013899442162199414-1.3552527156068805e-18j)
19.0	(0.0013559111952683312+6.505213034913027e-19j)
19.5	(0.0013236994628441942+1.0842021724855044e-18j)
20.0	(0.0012931728601224448-2.710505431213761e-19j)
20.5	(0.0012642085421224092-4.87890977618477e-19j)
21.0	(0.0012366953916588676+0j)
21.5	(0.0012105326547960167+9.75781955236954e-19j)
22.0	(0.001185628762531912-8.131516293641283e-19j)
22.5	(0.001161900309725628-8.131516293641283e-19j)
23.0	(0.0011392711673265468-1.8973538018496328e-18j)
23.5	(0.0011176717080241773-5.421010862427522e-19j)
24.0	(0.0010970381287811963+5.421010862427522e-20j)
24.5	(0.0010773118563958454-7.047314121155779e-19j)
25.0	(0.0010584390244527252+2.710505431213761e-19j)
25.5	(0.001040370011868004-9.215718466126788e-19j)
26.0	(0.001023059034729712-5.421010862427522e-20j)
26.5	(0.0010064637843851306+0j)
27.0	(0.0009905451057797823+1.0842021724855044e-19j)
27.5	(0.0009752667109271336-7.047314121155779e-19j)
28.0	(0.0009605949231025713-1.6263032587282567e-19j)
28.5	(0.000946498447999277+0j)
29.0	(0.0009329481685842838-7.589415207398531e-19j)
29.5	(0.0009199169608449923+7.047314121155779e-19j)
30.0	(0.0009073795279746618+1.734723475976807e-18j)
30.5	(0.0008953122509051032+1.6263032587282567e-19j)
31.0	(0.0008836930533170915+1.0842021724855044e-19j)
31.5	(0.0008725012795294676-3.7947076036992655e-19j)
32.0	(0.0008617175838580534+1.0842021724855044e-19j)
32.5	(0.0008513238302048231+2.168404344971009e-19j)
33.0	(0.0008413030007981951+2.710505431213761e-19j)
33.5	(0.0008316391131244109+1.0299920638612292e-18j)
34.0	(0.00082231714420286-2.710505431213761e-19j)
34.5	(0.0008133229614726905-4.336808689942018e-19j)
35.0	(0.0008046432596131932+2.710505431213761e-19j)
35.5	(0.0007962655027312752-1.0842021724855044e-19j)
36.0	(0.0007881778713760262-5.421010862427522e-20j)
36.5	(0.0007803692139375751+6.505213034913027e-19j)
37.0	(0.0007728290019951851+2.168404344971009e-19j)
37.5	(0.0007655472892602348+7.589415207398531e-19j)
38.0	(0.0007585146737844528+1.0842021724855044e-19j)
38.5	(0.000751722263126683-8.673617379884035e-19j)
39.0	(0.0007451616422229418+4.336808689942018e-19j)
39.5	(0.0007388248437120551+0j)
40.0	(0.000732704320515392+1.0842021724855044e-19j)
40.5	(0.0007267929204602015+6.505213034913027e-19j)
41.0	(0.0007210838627876595-3.2526065174565133e-19j)
41.5	(0.0007155707163764063-1.4094628242311558e-18j)
42.0	(0.0007102473795523044+0j)
42.5	(0.0007051080613307958-6.505213034913027e-19j)
43.0	(0.0007001472640116926+8.673617379884035e-19j)
43.5	(0.0006953597669813794+2.168404344971009e-19j)
44.0	(0.0006907406116538888-1.5178830414797062e-18j)
44.5	(0.0006862850874479115-5.421010862427522e-19j)
45.0	(0.000681988718730985+3.2526065174565133e-19j)
45.5	(0.0006778472526451816+1.1926223897340549e-18j)
