tau	g_0_tau_up
0.5	(0.03711398048242273-6.559423143537302e-18j)
1.0	(0.019833708740717777-1.1384122811097797e-17j)
1.5	(0.014231254659208869-2.6020852139652106e-18j)
2.0	(0.011292761837461463-9.215718466126788e-19j)
2.5	(0.009375354246637647+3.469446951953614e-18j)
3.0	(0.007992968997105911+1.3010426069826053e-18j)
3.5	(0.0069450950194121066+8.131516293641283e-19j)
4.0	(0.006126350313277825-1.8973538018496328e-18j)
4.5	(0.005472334862598507-2.8731357570865868e-18j)
5.0	(0.004940292118633893-3.469446951953614e-18j)
5.5	(0.00450052488975451+1.6263032587282567e-18j)
6.0	(0.004131834749773544-5.963111948670274e-19j)
6.5	(0.0038187887815680135+7.589415207398531e-19j)
7.0	(0.0035499638423353175-4.336808689942018e-19j)
7.5	(0.0033167750279818184-2.1141942363467336e-18j)
8.0	(0.0031126763014777082+7.047314121155779e-19j)
8.5	(0.0029326065612505477-1.3552527156068805e-18j)
9.0	(0.002772600813060101+2.7647155398380363e-18j)
9.5	(0.0026295138958133315+4.336808689942018e-19j)
10.0	(0.0025008217877593893+2.168404344971009e-19j)
10.5	(0.0023844769532219857+3.2526065174565133e-19j)
11.0	(0.0022788017391078084-9.215718466126788e-19j)
11.5	(0.002182408860884086-5.421010862427522e-19j)
12.0	(0.0020941413949896338+4.336808689942018e-19j)
12.5	(0.0020130269788777395-4.87890977618477e-19j)
13.0	(0.0019382424772923963+0j)
13.5	(0.0018690864446034186+8.673617379884035e-19j)
14.0	(0.0018049574568144728+8.673617379884035e-19j)
14.5	(0.0017453369084405221+6.505213034913027e-19j)
15.0	(0.0016897752389876655+9.75781955236954e-19j)
15.5	(0.0016378808182734026+9.215718466126788e-19j)
16.0	(0.0015893109110882882+2.710505431213761e-19j)
16.5	(0.00154376428141599-1.1926223897340549e-18j)
17.0	(0.0015009750994768888-1.0842021724855044e-19j)
17.5	(0.0014607078915650855+5.421010862427522e-19j)
18.0	(0.0014227533302883417+3.7947076036992655e-19j)
18.5	(0.0013869247064783124-5.421010862427522e-20j)
19.0	(0.0013530549573969458+1.5178830414797062e-18j)
19.5	(0.0013209941515316377+1.0842021724855044e-18j)
20.0	(0.001290607350190327-1.6263032587282567e-19j)
20.5	(0.0012617727816484486-1.463672932855431e-18j)
21.0	(0.0012343802758201094-5.963111948670274e-19j)
21.5	(0.0012083299170999357-1.6263032587282567e-19j)
22.0	(0.0011835308807040567+4.87890977618477e-19j)
22.5	(0.0011599004240006577+1.1926223897340549e-18j)
23.0	(0.0011373630092753597-2.710505431213761e-19j)
23.5	(0.001115849538366832-7.047314121155779e-19j)
24.0	(0.0010952966828924652-1.1926223897340549e-18j)
24.5	(0.0010756462964080073+1.463672932855431e-18j)
25.0	(0.0010568448970527907+1.6263032587282567e-19j)
25.5	(0.0010388432110056754+1.6263032587282567e-19j)
26.0	(0.001021595768588277+1.6263032587282567e-19j)
26.5	(0.0010050605460572445+1.0299920638612292e-18j)
27.0	(0.0009891986471674218-5.421010862427522e-20j)
27.5	(0.0009739740194658537-2.710505431213761e-19j)
28.0	(0.000959353200957328-2.168404344971009e-19j)
28.5	(0.0009453050934293253+0j)
29.0	(0.0009318007592220887-3.7947076036992655e-19j)
29.5	(0.0009188132386610508-6.505213034913027e-19j)
30.0	(0.0009063173857324124+4.87890977618477e-19j)
30.5	(0.0008942897199398501-3.2526065174565133e-19j)
31.0	(0.0008827082924887525+1.0842021724855044e-19j)
31.5	(0.0008715525652177531-7.589415207398531e-19j)
32.0	(0.0008608033008926205+6.505213034913027e-19j)
32.5	(0.0008504424636257633-3.7947076036992655e-19j)
33.0	(0.0008404531283594364-1.0842021724855044e-19j)
33.5	(0.0008308193984655221+3.7947076036992655e-19j)
34.0	(0.0008215263306224211-1.6263032587282567e-19j)
34.5	(0.0008125598662365409+4.336808689942018e-19j)
35.0	(0.0008039067687515883+2.168404344971009e-19j)
35.5	(0.0007955545662710684-2.710505431213761e-19j)
36.0	(0.0007874914989706559-1.0842021724855044e-19j)
36.5	(0.0007797064708548127-9.215718466126788e-19j)
37.0	(0.0007721890054288809-1.0842021724855044e-19j)
37.5	(0.0007649292049376846+3.2526065174565133e-19j)
38.0	(0.0007579177128391137-9.75781955236954e-19j)
38.5	(0.000751145679218243+9.75781955236954e-19j)
39.0	(0.0007446047288742462+4.336808689942018e-19j)
39.5	(0.0007382869318538693+1.3010426069826053e-18j)
40.0	(0.000732184776211278-1.0842021724855044e-18j)
40.5	(0.0007262911428037107+4.336808689942018e-19j)
