tau	g_0_tau_up
0.5	(-0.383950271107747-1.2885525979555723e-14j)
1.0	(-0.358216136487383-1.275715644233344e-14j)
1.5	(-0.3278092107802018-1.2524703496552547e-14j)
2.0	(-0.30004261931051723-1.2209851185662757e-14j)
2.5	(-0.2752332633753112-1.1859437043515442e-14j)
3.0	(-0.25302124217580724-1.1390194343263715e-14j)
3.5	(-0.23304531163059433-1.0925288451701931e-14j)
4.0	(-0.2150137746228421-1.044216796364239e-14j)
4.5	(-0.1986933779181138-9.948639134726989e-15j)
5.0	(-0.18389268963855807-9.449906135383657e-15j)
5.5	(-0.17045016830772963-8.938162709970499e-15j)
6.0	(-0.15822651056470521-8.460246392338888e-15j)
6.5	(-0.14709976900064467-7.997942585991069e-15j)
7.0	(-0.136962123702269-7.526097800525378e-15j)
7.5	(-0.12771762843905105-7.086345399365257e-15j)
8.0	(-0.11928054246361638-6.663072871226916e-15j)
8.5	(-0.11157402861195143-6.2406677048265635e-15j)
9.0	(-0.1045290933504888-5.865100072277585e-15j)
9.5	(-0.09808369672336095-5.505144951012397e-15j)
10.0	(-0.09218198893203719-5.152128723651117e-15j)
10.5	(-0.08677364625739711-4.812122922359663e-15j)
11.0	(-0.08181328807305958-4.505076867111768e-15j)
11.5	(-0.07725996196631293-4.210173876195711e-15j)
12.0	(-0.0730766871837275-3.939557013943329e-15j)
12.5	(-0.06923004866951091-3.66200125778704e-15j)
13.0	(-0.06568983536061929-3.4017927363905187e-15j)
13.5	(-0.06242871741226386-3.1866870253693946e-15j)
14.0	(-0.059421957798397124-2.96637714392034e-15j)
14.5	(-0.05664715434662348-2.7651492207070305e-15j)
15.0	(-0.054084008773278264-2.570860191397628e-15j)
15.5	(-0.05171411971068049-2.3939183968479938e-15j)
16.0	(-0.04952079708274397-2.2273849431542203e-15j)
16.5	(-0.047488895499287254-2.05911676598447e-15j)
17.0	(-0.045604664612105536-1.932481952238163e-15j)
17.5	(-0.04385561461366059-1.7780915628762273e-15j)
18.0	(-0.042230395267192924-1.6583956430338276e-15j)
18.5	(-0.040718687039358284-1.5508427875232655e-15j)
19.0	(-0.039311103066586875-1.429412144204889e-15j)
