tau	g_0_tau_up
0.5	(-0.34684302580000353-3.63207727782644e-18j)
1.0	(-0.13540444159594606+2.6020852139652106e-18j)
1.5	(-0.04837071568182005-6.938893903907228e-18j)
2.0	(-0.013926983500939181-1.5178830414797062e-18j)
2.5	(-0.0007659132314765051-1.6263032587282567e-19j)
3.0	(0.003932760133124147-5.583641188300348e-18j)
3.5	(0.005335777285204983-2.168404344971009e-18j)
4.0	(0.005502921777972803-3.0357660829594124e-18j)
4.5	(0.005243606506913546+5.583641188300348e-18j)
5.0	(0.00486789439133716+6.396792817664476e-18j)
5.5	(0.0044885883005526764+2.5478751053409354e-18j)
6.0	(0.004142031701598219-1.4094628242311558e-18j)
6.5	(0.003835996495804778-2.5478751053409354e-18j)
7.0	(0.003568383885665878-5.421010862427522e-20j)
7.5	(0.00333432551321337-1.0842021724855044e-19j)
8.0	(0.0031287311805833266-1.0842021724855044e-18j)
8.5	(0.002947089039515116+2.3852447794681098e-18j)
9.0	(0.002785623925507033+5.421010862427522e-19j)
9.5	(0.002641241407735278+1.0299920638612292e-18j)
10.0	(0.0025114171162616324-5.963111948670274e-19j)
10.5	(0.002394086675245843-4.87890977618477e-19j)
11.0	(0.0022875522242489753-1.2468324983583301e-18j)
11.5	(0.002190407510940567+6.505213034913027e-19j)
12.0	(0.002101479191645891+0j)
12.5	(0.0020197811273577663+4.87890977618477e-19j)
13.0	(0.0019444787528635425-1.0842021724855044e-19j)
13.5	(0.0018748611585347203+1.7889335846010823e-18j)
14.0	(0.0018103190661785899-1.0842021724855044e-19j)
14.5	(0.0017503273240988752+1.0842021724855044e-19j)
15.0	(0.0016944308877589042+8.131516293641283e-19j)
15.5	(0.001642233508019793+9.215718466126788e-19j)
16.0	(0.0015933885385309267+0j)
16.5	(0.001547591414343815-9.215718466126788e-19j)
17.0	(0.0015045734582787179-2.0599841277224584e-18j)
17.5	(0.0014640967496782637+8.673617379884035e-19j)
18.0	(0.0014259498489856454+1.4094628242311558e-18j)
18.5	(0.001389944216186408-1.0842021724855044e-19j)
19.0	(0.0013559111952355892-1.0842021724855044e-19j)
19.5	(0.0013236994628122029+5.421010862427522e-20j)
20.0	(0.0012931728600911784-3.7947076036992655e-19j)
20.5	(0.0012642085420918065+4.336808689942018e-19j)
21.0	(0.0012366953916289184-1.0842021724855044e-19j)
21.5	(0.0012105326547666826-1.0842021724855044e-19j)
22.0	(0.0011856287625031544+1.0299920638612292e-18j)
22.5	(0.0011619003096974307+4.336808689942018e-19j)
23.0	(0.0011392711672988725-3.7947076036992655e-19j)
23.5	(0.0011176717079970184+6.505213034913027e-19j)
24.0	(0.0010970381287545342+5.421010862427522e-20j)
24.5	(0.0010773118563696402-4.336808689942018e-19j)
25.0	(0.0010584390244269771+2.168404344971009e-19j)
25.5	(0.0010403700118426771-7.047314121155779e-19j)
26.0	(0.0010230590347047926+4.336808689942018e-19j)
26.5	(0.001006463784360603+1.0299920638612292e-18j)
27.0	(0.0009905451057556315+5.421010862427522e-19j)
27.5	(0.000975266710903354-5.421010862427522e-19j)
28.0	(0.0009605949230791278+2.168404344971009e-19j)
28.5	(0.0009464984479761751-4.336808689942018e-19j)
29.0	(0.0009329481685615015-1.0842021724855044e-19j)
29.5	(0.0009199169608225155-1.0842021724855044e-18j)
30.0	(0.0009073795279524935-6.505213034913027e-19j)
30.5	(0.000895312250883216-7.589415207398531e-19j)
31.0	(0.0008836930532954861-1.6263032587282567e-19j)
31.5	(0.0008725012795081254-2.168404344971009e-19j)
32.0	(0.0008617175838369782-1.6263032587282567e-19j)
32.5	(0.0008513238301839951-5.421010862427522e-20j)
33.0	(0.0008413030007776042+5.421010862427522e-19j)
33.5	(0.0008316391131040412+5.421010862427522e-19j)
34.0	(0.0008223171441827143-2.710505431213761e-19j)
34.5	(0.0008133229614527608-5.421010862427522e-19j)
35.0	(0.0008046432595934705-2.168404344971009e-19j)
35.5	(0.0007962655027117443-8.673617379884035e-19j)
36.0	(0.0007881778713566957+6.505213034913027e-19j)
36.5	(0.0007803692139184232-9.215718466126788e-19j)
37.0	(0.0007728290019762155+3.2526065174565133e-19j)
37.5	(0.0007655472892414435-1.3010426069826053e-18j)
38.0	(0.0007585146737658323-8.673617379884035e-19j)
38.5	(0.000751722263108218+3.2526065174565133e-19j)
39.0	(0.0007451616422046251+1.8431436932253575e-18j)
39.5	(0.0007388248436938963+0j)
40.0	(0.00073270432049738-2.168404344971009e-19j)
40.5	(0.0007267929204423248+1.0842021724855044e-19j)
41.0	(0.0007210838627699203-8.673617379884035e-19j)
41.5	(0.0007155707163588047-1.951563910473908e-18j)
42.0	(0.0007102473795348283-9.75781955236954e-19j)
42.5	(0.0007051080613134418-1.0842021724855044e-19j)
43.0	(0.0007001472639944628+6.505213034913027e-19j)
43.5	(0.0006953597669642566+5.421010862427522e-19j)
44.0	(0.0006907406116368756-1.4094628242311558e-18j)
44.5	(0.0006862850874310059-1.3010426069826053e-18j)
