tau	g_0_tau_up
0.5	(0.03711398048231748-8.673617379884035e-19j)
1.0	(0.01983370874063922-8.131516293641283e-19j)
1.5	(0.014231254659156839+3.577867169202165e-18j)
2.0	(0.011292761837429152-3.415236843329339e-18j)
2.5	(0.009375354246618364-4.4994390158148434e-18j)
3.0	(0.007992968997094658+1.463672932855431e-18j)
3.5	(0.006945095019405614-2.7647155398380363e-18j)
4.0	(0.006126350313274074-1.8973538018496328e-18j)
4.5	(0.005472334862596312-3.0899761915836876e-18j)
5.0	(0.004940292118632577+1.951563910473908e-18j)
5.5	(0.0045005248897537+1.6263032587282567e-19j)
6.0	(0.004131834749773017-1.0842021724855044e-19j)
6.5	(0.0038187887815676344+2.168404344971009e-19j)
7.0	(0.003549963842335035+1.4094628242311558e-18j)
7.5	(0.003316775027981599-1.6263032587282567e-19j)
8.0	(0.0031126763014775053+4.87890977618477e-19j)
8.5	(0.002932606561250375-3.7947076036992655e-19j)
9.0	(0.002772600813059948+2.927345865710862e-18j)
9.5	(0.0026295138958131853+7.047314121155779e-19j)
10.0	(0.0025008217877592496-1.734723475976807e-18j)
10.5	(0.0023844769532218478-2.2768245622195593e-18j)
11.0	(0.0022788017391076835+1.734723475976807e-18j)
11.5	(0.002182408860883968+1.6263032587282567e-19j)
12.0	(0.002094141394989525-7.047314121155779e-19j)
12.5	(0.0020130269788776237-1.1384122811097797e-18j)
13.0	(0.00193824247729229-2.1141942363467336e-18j)
13.5	(0.0018690864446033195+5.421010862427522e-20j)
14.0	(0.0018049574568143774+1.7889335846010823e-18j)
14.5	(0.0017453369084404337-5.963111948670274e-19j)
15.0	(0.0016897752389875799+7.589415207398531e-19j)
15.5	(0.0016378808182733106+5.421010862427522e-19j)
16.0	(0.0015893109110882058+7.047314121155779e-19j)
16.5	(0.0015437642814159066-8.131516293641283e-19j)
17.0	(0.0015009750994768084+3.7947076036992655e-19j)
17.5	(0.0014607078915650148-1.0842021724855044e-18j)
18.0	(0.0014227533302882686-1.0842021724855044e-19j)
18.5	(0.0013869247064782443+5.421010862427522e-20j)
19.0	(0.0013530549573968717-1.2468324983583301e-18j)
19.5	(0.0013209941515315592+5.421010862427522e-19j)
20.0	(0.0012906073501902564-1.5178830414797062e-18j)
20.5	(0.0012617727816483814+5.421010862427522e-20j)
21.0	(0.0012343802758200454+1.5178830414797062e-18j)
21.5	(0.0012083299170998732-1.0299920638612292e-18j)
22.0	(0.001183530880703997+5.421010862427522e-19j)
22.5	(0.0011599004240006045+6.505213034913027e-19j)
23.0	(0.0011373630092753016+9.215718466126788e-19j)
23.5	(0.0011158495383667849+5.963111948670274e-19j)
24.0	(0.0010952966828924088-1.1384122811097797e-18j)
24.5	(0.0010756462964079615-3.7947076036992655e-19j)
25.0	(0.0010568448970527462+1.463672932855431e-18j)
25.5	(0.0010388432110056312+8.673617379884035e-19j)
26.0	(0.001021595768588231+3.2526065174565133e-19j)
26.5	(0.0010050605460571926-1.1384122811097797e-18j)
27.0	(0.000989198647167366+0j)
27.5	(0.0009739740194658027+5.421010862427522e-20j)
28.0	(0.0009593532009572846-8.131516293641283e-19j)
28.5	(0.00094530509342928-4.87890977618477e-19j)
29.0	(0.0009318007592220372+5.421010862427522e-20j)
29.5	(0.0009188132386610061+1.1926223897340549e-18j)
30.0	(0.0009063173857323634-5.421010862427522e-19j)
30.5	(0.0008942897199398019-1.2468324983583301e-18j)
31.0	(0.0008827082924887035+4.87890977618477e-19j)
31.5	(0.0008715525652177108+1.6263032587282567e-19j)
32.0	(0.0008608033008925796+5.963111948670274e-19j)
32.5	(0.0008504424636257167+1.6263032587282567e-18j)
33.0	(0.0008404531283593935+1.6263032587282567e-19j)
33.5	(0.0008308193984654793-5.421010862427522e-20j)
34.0	(0.0008215263306223747-3.2526065174565133e-19j)
34.5	(0.0008125598662364979-7.589415207398531e-19j)
35.0	(0.0008039067687515456+1.0842021724855044e-19j)
35.5	(0.0007955545662710176-3.2526065174565133e-19j)
36.0	(0.0007874914989706082-5.421010862427522e-19j)
36.5	(0.0007797064708547691+5.421010862427522e-19j)
37.0	(0.0007721890054288394-6.505213034913027e-19j)
37.5	(0.0007649292049376436-7.589415207398531e-19j)
38.0	(0.0007579177128390761+0j)
38.5	(0.0007511456792182007+2.168404344971009e-19j)
39.0	(0.0007446047288742149+3.2526065174565133e-19j)
39.5	(0.0007382869318538299+4.336808689942018e-19j)
40.0	(0.0007321847762112334-1.3010426069826053e-18j)
40.5	(0.000726291142803666+6.505213034913027e-19j)
41.0	(0.0007205992819525342-6.505213034913027e-19j)
41.5	(0.0007151027918103251+1.0842021724855044e-19j)
42.0	(0.0007097955982982736-9.75781955236954e-19j)
42.5	(0.000704671936471085-1.0842021724855044e-19j)
43.0	(0.0006997263332191228+7.589415207398531e-19j)
43.5	(0.0006949535911747696+5.421010862427522e-19j)
44.0	(0.000690348773744506+0j)
44.5	(0.0006859071911726644-1.5178830414797062e-18j)
45.0	(0.0006816243875665199+0j)
45.5	(0.0006774961287929469+0j)
46.0	(0.000673518391197653-7.589415207398531e-19j)
46.5	(0.0006696873510813383+5.421010862427522e-19j)
47.0	(0.0006659993748746656-3.2526065174565133e-19j)
47.5	(0.0006624510099589924+7.589415207398531e-19j)
48.0	(0.0006590389761025372+3.2526065174565133e-19j)
48.5	(0.0006557601574463808+2.168404344971009e-19j)
49.0	(0.0006526115950284243+1.951563910473908e-18j)
49.5	(0.0006495904797797682-2.168404344971009e-19j)
50.0	(0.0006466941459815653+8.673617379884035e-19j)
50.5	(0.0006439200651566622-2.168404344971009e-19j)
51.0	(0.000641265840349381+9.75781955236954e-19j)
51.5	(0.000638729200774676+3.2526065174565133e-18j)
52.0	(0.0006363079968290622+6.505213034913027e-19j)
52.5	(0.0006340001954195213+8.673617379884035e-19j)
53.0	(0.0006318038755992149-4.336808689942018e-19j)
53.5	(0.0006297172245054992+8.673617379884035e-19j)
54.0	(0.0006277385335582415+8.673617379884035e-19j)
54.5	(0.0006258661949225756+2.168404344971009e-19j)
55.0	(0.0006240986982132323-2.168404344971009e-19j)
55.5	(0.0006224346274360522-8.673617379884035e-19j)
56.0	(0.0006208726581363698+8.673617379884035e-19j)
56.5	(0.0006194115547687611+2.168404344971009e-19j)
57.0	(0.0006180501682620515-2.168404344971009e-19j)
57.5	(0.0006167874337614011-1.951563910473908e-18j)
58.0	(0.0006156223685692427-3.469446951953614e-18j)
58.5	(0.0006145540702549854+4.336808689942018e-18j)
59.0	(0.0006135817149118631-1.3010426069826053e-18j)
59.5	(0.0006127045556045395+0j)
60.0	(0.0006119219209499712-3.469446951953614e-18j)
60.5	(0.0006112332138551123+4.336808689942018e-19j)
61.0	(0.0006106379103953886+1.3010426069826053e-18j)
61.5	(0.0006101355588424033-3.903127820947816e-18j)
62.0	(0.0006097257788267173-2.6020852139652106e-18j)
62.5	(0.0006094082606185893-3.122502256758253e-17j)
63.0	(0.000609182764573182+1.3877787807814457e-17j)
63.5	(0.0006090491206789275+1.1102230246251565e-16j)
64.0	(0.0006090072282464789+0j)
64.5	(0.000609057055724647+9.71445146547012e-17j)
65.0	(0.0006091986406415416-6.938893903907228e-18j)
65.5	(0.0006094320896744414-1.3877787807814457e-17j)
66.0	(0.0006097575788434888+0j)
66.5	(0.0006101753538369635+9.540979117872439e-18j)
67.0	(0.0006106857304723884+6.938893903907228e-18j)
67.5	(0.0006112890952606554-6.938893903907228e-18j)
68.0	(0.000611985906140481-1.3010426069826053e-18j)
68.5	(0.0006127766933267132+1.734723475976807e-18j)
69.0	(0.0006136620602919713-5.204170427930421e-18j)
69.5	(0.0006146426849033333+4.336808689942018e-18j)
70.0	(0.0006157193206968655+4.336808689942018e-19j)
70.5	(0.0006168927983052232-1.734723475976807e-18j)
71.0	(0.0006181640270348571-1.5178830414797062e-18j)
71.5	(0.0006195339966142617-2.168404344971009e-19j)
72.0	(0.0006210037790939757-2.168404344971009e-19j)
72.5	(0.0006225745309381736+8.673617379884035e-19j)
73.0	(0.0006242474952848819+3.469446951953614e-18j)
73.5	(0.0006260240043980251-2.6020852139652106e-18j)
74.0	(0.0006279054823227992+1.3010426069826053e-18j)
74.5	(0.0006298934477515959+4.336808689942018e-19j)
75.0	(0.0006319895170957983-4.336808689942018e-19j)
75.5	(0.0006341954078179969+1.734723475976807e-18j)
76.0	(0.0006365129419761142+2.168404344971009e-18j)
76.5	(0.0006389440500505538+1.0842021724855044e-18j)
77.0	(0.0006414907750382998-4.336808689942018e-19j)
77.5	(0.000644155276837433-1.1926223897340549e-18j)
78.0	(0.0006469398369425657-7.589415207398531e-19j)
78.5	(0.0006498468634716014+5.421010862427522e-19j)
79.0	(0.0006528788965445515+2.168404344971009e-19j)
79.5	(0.0006560386140287389+4.336808689942018e-19j)
80.0	(0.0006593288376938948-1.1926223897340549e-18j)
80.5	(0.000662752539792951+2.168404344971009e-19j)
81.0	(0.0006663128501048438-6.505213034913027e-19j)
81.5	(0.0006700130634462601+1.3010426069826053e-18j)
82.0	(0.0006738566477397137-1.951563910473908e-18j)
82.5	(0.0006778472526281674+2.168404344971009e-19j)
83.0	(0.0006819887187147174-4.336808689942018e-19j)
83.5	(0.0006862850874317244-1.0842021724855044e-18j)
