tau	g_0_tau_up
0.5	(-0.346843025800146+5.854691731421724e-18j)
1.0	(-0.13540444159605922-4.7704895589362195e-18j)
1.5	(-0.04837071568189021+5.421010862427522e-18j)
2.0	(-0.013926983500978657+3.198396408832238e-18j)
2.5	(-0.000765913231497709+1.0842021724855044e-19j)
3.0	(0.003932760133113017-3.7947076036992655e-19j)
3.5	(0.005335777285199201+3.2526065174565133e-18j)
4.0	(0.005502921777969799+9.215718466126788e-19j)
4.5	(0.005243606506912014-6.505213034913027e-19j)
5.0	(0.0048678943913363915+3.957337929572091e-18j)
5.5	(0.004488588300552291-1.734723475976807e-18j)
6.0	(0.004142031701598034+8.131516293641283e-19j)
6.5	(0.0038359964958046915-3.2526065174565133e-19j)
7.0	(0.0035683838856658654-1.8431436932253575e-18j)
7.5	(0.003334325513213391+5.421010862427522e-19j)
8.0	(0.0031287311805833474+7.589415207398531e-19j)
8.5	(0.0029470890395151437+2.168404344971009e-19j)
9.0	(0.0027856239255070565+0j)
9.5	(0.002641241407735307-5.421010862427522e-19j)
10.0	(0.0025114171162616723-1.0842021724855044e-18j)
10.5	(0.002394086675245883-1.4094628242311558e-18j)
11.0	(0.00228755222424901+5.963111948670274e-19j)
11.5	(0.0021904075109405886-3.0357660829594124e-18j)
12.0	(0.0021014791916459156-4.336808689942018e-19j)
12.5	(0.0020197811273577867+2.710505431213761e-19j)
13.0	(0.00194447875286358+8.131516293641283e-19j)
13.5	(0.0018748611585347422+5.421010862427522e-19j)
14.0	(0.0018103190661786185+6.505213034913027e-19j)
14.5	(0.0017503273240989097-5.421010862427522e-19j)
15.0	(0.0016944308877589374+2.710505431213761e-19j)
15.5	(0.0016422335080198123-1.3010426069826053e-18j)
16.0	(0.0015933885385309436+5.421010862427522e-20j)
16.5	(0.0015475914143438297+3.2526065174565133e-19j)
17.0	(0.0015045734582787328-7.589415207398531e-19j)
17.5	(0.0014640967496782828-1.3010426069826053e-18j)
18.0	(0.0014259498489856727-8.131516293641283e-19j)
18.5	(0.0013899442161864253-4.87890977618477e-19j)
19.0	(0.0013559111952356063+1.2468324983583301e-18j)
19.5	(0.0013236994628122284-5.963111948670274e-19j)
20.0	(0.001293172860091191-1.1384122811097797e-18j)
20.5	(0.0012642085420918234+2.710505431213761e-19j)
21.0	(0.001236695391628937+8.673617379884035e-19j)
21.5	(0.0012105326547666938+1.6263032587282567e-19j)
22.0	(0.0011856287625031715-4.336808689942018e-19j)
22.5	(0.0011619003096974435-9.215718466126788e-19j)
23.0	(0.0011392711672989+8.131516293641283e-19j)
23.5	(0.0011176717079970388+2.710505431213761e-19j)
24.0	(0.0010970381287545453-9.215718466126788e-19j)
24.5	(0.0010773118563696608+5.421010862427522e-19j)
25.0	(0.0010584390244269951+7.589415207398531e-19j)
25.5	(0.0010403700118426992-9.215718466126788e-19j)
