n_up	n_dn	g_diff_up	g_diff_dn
0.5	0.5	1.1425509458804244e-13	1.1425509458804244e-13
0.5000000000000018	0.5000000000000018	1.0025104567023822e-13	1.0025104567023822e-13
0.5000000000000033	0.5000000000000033	2.9207156817827964e-13	2.9207156817827964e-13
0.5000000000000079	0.5000000000000079	8.404389214344704e-13	8.404389214344704e-13
0.500000000000021	0.500000000000021	2.4461874507862354e-12	2.4461874507862354e-12
0.5000000000000592	0.5000000000000592	7.211965549992749e-12	7.211965549992749e-12
0.5000000000001719	0.5000000000001719	2.104459270266275e-11	2.104459270266275e-11
0.5000000000005005	0.5000000000005005	6.230288153196491e-11	6.230288153196491e-11
0.5000000000014734	0.5000000000014734	1.8321987729050965e-10	1.8321987729050965e-10
0.5000000000043343	0.5000000000043343	5.423356566710481e-10	5.423356566710481e-10
0.5000000000128031	0.5000000000128031	1.599205527779743e-09	1.599205527779743e-09
0.500000000037775	0.500000000037775	4.7305486353410505e-09	4.7305486353410505e-09
