tau	g_0_tau_up
0.5	(0.03711398030236207+5.7462715141731735e-18j)
1.0	(0.01983370860606493-5.7462715141731735e-18j)
1.5	(0.01423125456999763-2.0057740190981832e-18j)
2.0	(0.01129276178214866-3.577867169202165e-18j)
2.5	(0.00937535421361875-3.469446951953614e-18j)
3.0	(0.0079929689778182+2.168404344971009e-18j)
3.5	(0.006945095008261034-4.87890977618477e-19j)
4.0	(0.006126350306832855-2.3852447794681098e-18j)
4.5	(0.005472334858834242-1.3552527156068805e-18j)
5.0	(0.004940292116383239+1.6805133673525319e-18j)
5.5	(0.004500524888355731-7.047314121155779e-19j)
6.0	(0.004131834748855393+8.131516293641283e-19j)
6.5	(0.0038187887809235264+1.4094628242311558e-18j)
7.0	(0.003549963841849443+8.673617379884035e-19j)
7.5	(0.003316775027590523-7.589415207398531e-19j)
8.0	(0.0031126763011451574-3.0899761915836876e-18j)
8.5	(0.0029326065609564826+2.0599841277224584e-18j)
9.0	(0.002772600812792841-1.2468324983583301e-18j)
9.5	(0.002629513895565955+9.75781955236954e-19j)
10.0	(0.0025008217875276445-1.7889335846010823e-18j)
10.5	(0.0023844769530031173+9.75781955236954e-19j)
11.0	(0.0022788017388999503-1.3010426069826053e-18j)
11.5	(0.0021824088606858735-6.505213034913027e-19j)
12.0	(0.002094141394800048+3.2526065174565133e-19j)
12.5	(0.0020130269786959383+9.75781955236954e-19j)
13.0	(0.0019382424771177118+1.5178830414797062e-18j)
13.5	(0.001869086444435253-5.421010862427522e-19j)
14.0	(0.0018049574566523152+1.6263032587282567e-19j)
14.5	(0.0017453369082839412+4.336808689942018e-19j)
15.0	(0.0016897752388362582+1.0842021724855044e-19j)
15.5	(0.0016378808181268109-1.463672932855431e-18j)
16.0	(0.0015893109109462056+2.710505431213761e-19j)
16.5	(0.001543764281278119+0j)
17.0	(0.0015009750993429675+2.8189256484623115e-18j)
17.5	(0.0014607078914348863+5.421010862427522e-20j)
18.0	(0.0014227533301616408-4.87890977618477e-19j)
18.5	(0.001386924706354902+4.87890977618477e-19j)
19.0	(0.0013530549572766321+2.710505431213761e-19j)
19.5	(0.001320994151414259+1.0842021724855044e-19j)
20.0	(0.0012906073500757308-5.421010862427522e-20j)
20.5	(0.0012617727815364959+7.589415207398531e-19j)
21.0	(0.0012343802757106663+4.336808689942018e-19j)
21.5	(0.0012083299169928677-2.168404344971009e-19j)
22.0	(0.0011835308805992427+1.3010426069826053e-18j)
22.5	(0.0011599004238980106+1.0299920638612292e-18j)
23.0	(0.001137363009174761-1.6263032587282567e-19j)
23.5	(0.0011158495382681914-5.421010862427522e-20j)
24.0	(0.0010952966827956928-1.6263032587282567e-19j)
24.5	(0.0010756462963130162-4.87890977618477e-19j)
25.0	(0.0010568448969595153+9.215718466126788e-19j)
25.5	(0.0010388432109140165+3.2526065174565133e-19j)
26.0	(0.001021595768498184+1.1926223897340549e-18j)
26.5	(0.00100506054596865+6.505213034913027e-19j)
27.0	(0.0009891986470802567+1.0842021724855044e-18j)
27.5	(0.0009739740193800717-5.421010862427522e-20j)
28.0	(0.0009593532008728673+1.5178830414797062e-18j)
28.5	(0.0009453050933461309-1.0842021724855044e-19j)
29.0	(0.0009318007591401145+2.168404344971009e-19j)
29.5	(0.0009188132385802531-2.168404344971009e-19j)
30.0	(0.0009063173856527381+1.6263032587282567e-19j)
30.5	(0.000894289719861264+0j)
