tau	g_0_tau_up
0.5	(-0.3840397416086462-3.3110233305100323e-13j)
1.0	(-0.3583894471954703-3.2799631066726675e-13j)
1.5	(-0.32805656367730196-3.2215549672365285e-13j)
2.0	(-0.3003520076618382-3.140196436213216e-13j)
2.5	(-0.2755920798062408-3.040970253387343e-13j)
3.0	(-0.25341734147607353-2.929592332612252e-13j)
3.5	(-0.23346761845173386-2.8098010029786735e-13j)
4.0	(-0.21545256951263525-2.6851871420818796e-13j)
4.5	(-0.19914037539683915-2.5580405849101595e-13j)
5.0	(-0.1843409920093569-2.430399631547786e-13j)
5.5	(-0.17089415243176664-2.3039035956795573e-13j)
6.0	(-0.15866168461125119-2.1794371862782214e-13j)
6.5	(-0.14752262179522876-2.0582060361595822e-13j)
7.0	(-0.13736997957061697-1.9402968814974386e-13j)
7.5	(-0.12810851416325109-1.8267158619078572e-13j)
8.0	(-0.11965306909528703-1.717384914834419e-13j)
8.5	(-0.11192728862711257-1.6128504781720565e-13j)
9.0	(-0.10486257240524048-1.5131472463902895e-13j)
9.5	(-0.0983971986812037-1.4182318514022185e-13j)
10.0	(-0.09247557262063236-1.3278961263907263e-13j)
10.5	(-0.0870475724081464-1.2425564049900473e-13j)
11.0	(-0.08206797499899766-1.1616055339835896e-13j)
11.5	(-0.0774959486822901-1.085503215092487e-13j)
12.0	(-0.07329460283390653-1.0136162742480082e-13j)
12.5	(-0.06943058728301751-9.458406280415943e-14j)
13.0	(-0.06587373509840434-8.82141582003726e-14j)
13.5	(-0.06259674359377386-8.225711778386824e-14j)
14.0	(-0.05957488910528883-7.664008316865534e-14j)
14.5	(-0.05678577169364281-7.141856550596515e-14j)
15.0	(-0.05420908641529185-6.649368555766699e-14j)
15.5	(-0.05182641822155541-6.190013779328041e-14j)
16.0	(-0.04962105789810592-5.760669719023781e-14j)
16.5	(-0.047577836762741715-5.360642485463529e-14j)
17.0	(-0.045682978104676336-4.986289159347734e-14j)
17.5	(-0.043923963580158404-4.636048489548017e-14j)
18.0	(-0.042289412981977484-4.311655199540354e-14j)
18.5	(-0.040768975978323574-4.0110276211535734e-14j)
19.0	(-0.03935323457287923-3.7279207498741584e-14j)
19.5	(-0.03803361517577772-3.46528361561127e-14j)
20.0	(-0.03680230929652198-3.2210345501937354e-14j)
20.5	(-0.035652201977246084-2.992918413102785e-14j)
21.0	(-0.03457680717956943-2.782322983119201e-14j)
21.5	(-0.03357020942228414-2.585605340943431e-14j)
22.0	(-0.03262701104159462-2.4027654865754755e-14j)
22.5	(-0.031742284511722424-2.234670781753323e-14j)
23.0	(-0.03091152932242014-2.076984417787031e-14j)
23.5	(-0.030130632962214597-1.930400284066991e-14j)
24.0	(-0.02939583560269749-1.7952653252883977e-14j)
24.5	(-0.028703698120704058-1.67019176267047e-14j)
25.0	(-0.028051073132218197-1.5520570939564493e-14j)
25.5	(-0.027435078744913476-1.4445042384458873e-14j)
26.0	(-0.026853074765785287-1.3433698597964394e-14j)
26.5	(-0.026302641126793265-1.2496947920936918e-14j)
27.0	(-0.02578155831509548-1.1629586182948515e-14j)
27.5	(-0.02528778961566509-1.0840287001379068e-14j)
28.0	(-0.02481946499313247-1.0080478118901226e-14j)
28.5	(-0.024374866456732164-9.39352762241441e-15j)
29.0	(-0.023952414767576216-8.765557724110806e-15j)
29.5	(-0.023550657361243416-8.161873954470877e-15j)
30.0	(-0.023168257371058456-7.61717078301416e-15j)
30.5	(-0.02280398364852476-7.0915495697931874e-15j)
31.0	(-0.02245670168744733-6.6231742312794495e-15j)
31.5	(-0.02212536536725749-6.17214612752548e-15j)
32.0	(-0.02180900943918178-5.788772239334605e-15j)
32.5	(-0.021506742686222113-5.393255286811893e-15j)
33.0	(-0.021217741694498547-5.039371697712625e-15j)
33.5	(-0.020941245179460763-4.718447854656915e-15j)
34.0	(-0.0206765488158456-4.397524011601206e-15j)
34.5	(-0.02042300052508071-4.1407849371566385e-15j)
35.0	(-0.02017999617823891-3.8632291810003494e-15j)
35.5	(-0.0199469756765558-3.625572064791527e-15j)
36.0	(-0.01972341937513339-3.408731630294426e-15j)
36.5	(-0.019508844818631643-3.174543961037557e-15j)
37.0	(-0.019302803760713343-2.975050761300224e-15j)
37.5	(-0.0191048794415941-2.8085173076064507e-15j)
38.0	(-0.01891468410046144-2.6506574712925612e-15j)
38.5	(-0.018731856701678602-2.473715676742927e-15j)
39.0	(-0.01855606085563815-2.327998904760875e-15j)
39.5	(-0.018386982916895875-2.204833537966522e-15j)
40.0	(-0.018224330243811936-2.05911676598447e-15j)
40.5	(-0.018067829605388844-1.9550333574258616e-15j)
41.0	(-0.01791722572229093-1.8648277366750676e-15j)
41.5	(-0.017772279930233472-1.7104373473131318e-15j)
42.0	(-0.017632768954991586-1.6306400674181987e-15j)
42.5	(-0.017498483789292772-1.5439038936193583e-15j)
43.0	(-0.017369228662676806-1.4606371667724716e-15j)
43.5	(-0.01724482009629552-1.3981871216373065e-15j)
44.0	(-0.01712508603528005-1.3114509478384662e-15j)
44.5	(-0.0170098650520143-1.1969591984239969e-15j)
45.0	(-0.016899005614218-1.1310397063368782e-15j)
45.5	(-0.0167923654123312-1.1032841307212493e-15j)
46.0	(-0.01668981074114715-1.0581813203458523e-15j)
46.5	(-0.016591215931100488-9.679756995950584e-16j)
47.0	(-0.01649646282505906-9.506284648352903e-16j)
47.5	(-0.016405440296790155-8.881784197001252e-16j)
48.0	(-0.01631804380763755-8.222589276130066e-16j)
48.5	(-0.01623417499827215-7.840950111415168e-16j)
49.0	(-0.01615374131259048-7.320533068622126e-16j)
49.5	(-0.016076655651195523-7.112366251504909e-16j)
50.0	(-0.01600283605201723-6.869504964868156e-16j)
50.5	(-0.015932205395903246-6.522560269672795e-16j)
51.0	(-0.015864691135204927-5.204170427930421e-16j)
51.5	(-0.0158002250435354-6.106226635438361e-16j)
52.0	(-0.015738742985025332-5.065392549852277e-16j)
52.5	(-0.015680184701598758-4.718447854656915e-16j)
53.0	(-0.015624493616876605-3.7470027081099033e-16j)
53.5	(-0.015571616655435673-5.204170427930421e-16j)
54.0	(-0.015521504076317662-3.885780586188048e-16j)
54.5	(-0.015474109319711254-3.3306690738754696e-16j)
55.0	(-0.015429388865875557-3.885780586188048e-16j)
55.5	(-0.015387302105428928-3.400058012914542e-16j)
56.0	(-0.015347811220233876-3.0531133177191805e-16j)
56.5	(-0.015310881074135457-3.3306690738754696e-16j)
57.0	(-0.015276479112930194-2.3592239273284576e-16j)
57.5	(-0.0152445752729717-3.191891195797325e-16j)
58.0	(-0.015215141897858052-3.3306690738754696e-16j)
58.5	(-0.01518815366274584-3.0531133177191805e-16j)
59.0	(-0.015163587505860577-2.0816681711721685e-16j)
59.5	(-0.015141422566777503-1.1102230246251565e-16j)
60.0	(-0.01512164013116766-2.220446049250313e-16j)
60.5	(-0.015104223581675652-9.71445146547012e-17j)
61.0	(-0.015089158354670104-1.3877787807814457e-16j)
61.5	(-0.015076431902609442+5.551115123125783e-17j)
62.0	(-0.015066033661833872+1.3877787807814457e-16j)
62.5	(-0.015057955025616746-1.6653345369377348e-16j)
63.0	(-0.015052189322283208-1.3877787807814457e-16j)
63.5	(-0.015048731798335626+0j)
