tau	g_0_tau_up
0.5	(-0.34684302579999066+3.0357660829594124e-18j)
1.0	(-0.1354044415959358-2.168404344971009e-18j)
1.5	(-0.04837071568181364+6.884683795282953e-18j)
2.0	(-0.013926983500935627+1.6263032587282567e-19j)
2.5	(-0.0007659132314745856+2.710505431213761e-18j)
3.0	(0.003932760133125157-3.7947076036992655e-19j)
3.5	(0.0053357772852055015+4.174178364069192e-18j)
4.0	(0.005502921777973051+4.607859233063394e-18j)
4.5	(0.0052436065069136825+5.421010862427522e-19j)
5.0	(0.004867894391337243-4.553649124439119e-18j)
5.5	(0.004488588300552704-1.1926223897340549e-18j)
6.0	(0.004142031701598229+3.7947076036992655e-19j)
6.5	(0.0038359964958047813-3.7947076036992655e-19j)
7.0	(0.0035683838856658853+9.75781955236954e-19j)
7.5	(0.0033343255132133823-2.168404344971009e-18j)
8.0	(0.0031287311805833313-1.8973538018496328e-18j)
8.5	(0.0029470890395151125-1.5720931501039814e-18j)
9.0	(0.0027856239255070227-7.047314121155779e-19j)
9.5	(0.0026412414077352743-1.2468324983583301e-18j)
10.0	(0.0025114171162616303-1.1926223897340549e-18j)
10.5	(0.0023940866752458463-1.5720931501039814e-18j)
11.0	(0.0022875522242489827-1.3010426069826053e-18j)
11.5	(0.002190407510940558-1.3010426069826053e-18j)
12.0	(0.002101479191645895-4.87890977618477e-19j)
12.5	(0.0020197811273577554-1.0842021724855044e-19j)
13.0	(0.0019444787528635358-5.421010862427522e-20j)
13.5	(0.0018748611585347177-6.505213034913027e-19j)
14.0	(0.0018103190661785972+8.131516293641283e-19j)
14.5	(0.00175032732409888+3.2526065174565133e-19j)
15.0	(0.001694430887758908-4.336808689942018e-19j)
15.5	(0.0016422335080197898+1.8973538018496328e-18j)
16.0	(0.0015933885385309293+7.589415207398531e-19j)
16.5	(0.0015475914143438215+9.215718466126788e-19j)
17.0	(0.0015045734582787163-1.5720931501039814e-18j)
17.5	(0.001464096749678266+1.6263032587282567e-19j)
18.0	(0.0014259498489856528+5.421010862427522e-20j)
18.5	(0.0013899442161864096-1.0842021724855044e-19j)
19.0	(0.0013559111952355862-8.673617379884035e-19j)
19.5	(0.0013236994628122072-1.6263032587282567e-19j)
20.0	(0.0012931728600911766+1.8431436932253575e-18j)
20.5	(0.00126420854209181-1.2468324983583301e-18j)
21.0	(0.0012366953916289189+1.8973538018496328e-18j)
21.5	(0.0012105326547666767-9.75781955236954e-19j)
22.0	(0.0011856287625031498+2.168404344971009e-19j)
22.5	(0.0011619003096974257+3.2526065174565133e-19j)
23.0	(0.0011392711672988795+3.2526065174565133e-19j)
23.5	(0.0011176717079970189-7.047314121155779e-19j)
24.0	(0.0010970381287545357-4.336808689942018e-19j)
24.5	(0.001077311856369645+9.75781955236954e-19j)
25.0	(0.0010584390244269817+1.4094628242311558e-18j)
25.5	(0.0010403700118426806-1.0842021724855044e-19j)
26.0	(0.0010230590347047972-2.168404344971009e-19j)
26.5	(0.001006463784360602+8.131516293641283e-19j)
27.0	(0.0009905451057556347-9.75781955236954e-19j)
27.5	(0.0009752667109033516-5.963111948670274e-19j)
28.0	(0.0009605949230791273-7.589415207398531e-19j)
28.5	(0.0009464984479761697+4.336808689942018e-19j)
29.0	(0.000932948168561503-1.6263032587282567e-19j)
29.5	(0.0009199169608225136-9.75781955236954e-19j)
30.0	(0.0009073795279524846-9.215718466126788e-19j)
30.5	(0.0008953122508832121-5.421010862427522e-19j)
31.0	(0.0008836930532954827-5.421010862427522e-19j)
31.5	(0.0008725012795081175-7.047314121155779e-19j)
32.0	(0.0008617175838369659+4.87890977618477e-19j)
32.5	(0.0008513238301839874+2.168404344971009e-19j)
33.0	(0.0008413030007775924-2.168404344971009e-19j)
33.5	(0.0008316391131040412-1.0842021724855044e-19j)
34.0	(0.0008223171441827142-6.505213034913027e-19j)
34.5	(0.0008133229614527555+8.131516293641283e-19j)
35.0	(0.0008046432595934689-2.710505431213761e-19j)
35.5	(0.0007962655027117535-4.87890977618477e-19j)
36.0	(0.0007881778713566951+8.673617379884035e-19j)
36.5	(0.0007803692139184265-3.7947076036992655e-19j)
37.0	(0.0007728290019762152+5.421010862427522e-19j)
37.5	(0.0007655472892414375-2.168404344971009e-19j)
38.0	(0.0007585146737658237+4.336808689942018e-19j)
38.5	(0.0007517222631082235+3.2526065174565133e-19j)
39.0	(0.000745161642204635+2.168404344971009e-19j)
39.5	(0.0007388248436938998-2.168404344971009e-19j)
40.0	(0.0007327043204973815-7.589415207398531e-19j)
40.5	(0.0007267929204423235-3.2526065174565133e-19j)
41.0	(0.0007210838627699195+1.0842021724855044e-19j)
41.5	(0.0007155707163588008-3.2526065174565133e-19j)
42.0	(0.0007102473795348278-2.168404344971009e-19j)
42.5	(0.0007051080613134433-2.168404344971009e-19j)
43.0	(0.000700147263994469-6.505213034913027e-19j)
43.5	(0.0006953597669642666-9.75781955236954e-19j)
44.0	(0.0006907406116368863-7.589415207398531e-19j)
44.5	(0.0006862850874310095-6.505213034913027e-19j)
45.0	(0.0006819887187141753+0j)
45.5	(0.000677847252628482-7.589415207398531e-19j)
46.0	(0.0006738566477377413+5.421010862427522e-19j)
46.5	(0.0006700130634463824+3.2526065174565133e-19j)
47.0	(0.0006663128501070501-1.6263032587282567e-18j)
47.5	(0.0006627525397949333-2.168404344971009e-18j)
48.0	(0.000659328837694448+9.75781955236954e-19j)
48.5	(0.0006560386140263862-2.3852447794681098e-18j)
49.0	(0.0006528788965437095-7.589415207398531e-19j)
49.5	(0.0006498468634727203-8.673617379884035e-19j)
50.0	(0.0006469398369426796-4.336808689942018e-19j)
50.5	(0.0006441552768367638-8.673617379884035e-19j)
51.0	(0.0006414907750387609+9.75781955236954e-19j)
51.5	(0.0006389440500501424-1.3010426069826053e-18j)
52.0	(0.0006365129419755714-1.3010426069826053e-18j)
52.5	(0.0006341954078192181-6.505213034913027e-19j)
53.0	(0.0006319895170965948+6.505213034913027e-19j)
53.5	(0.0006298934477507043+1.0842021724855044e-18j)
54.0	(0.000627905482323287+2.168404344971009e-18j)
54.5	(0.0006260240043981921+4.336808689942018e-19j)
55.0	(0.0006242474952851359+1.5178830414797062e-18j)
55.5	(0.0006225745309395136+1.0842021724855044e-18j)
