tau	g_0_tau_up
0.5	(-0.3836803062791524-1.5014031684579265e-15j)
1.0	(-0.35769350775880926-1.4927295510780425e-15j)
1.5	(-0.32706396783067515-1.4389531233227615e-15j)
2.0	(-0.29911148219019457-1.4051260155412137e-15j)
2.5	(-0.27415465362184477-1.375635716449608e-15j)
3.0	(-0.2518320220300596-1.3027773304585821e-15j)
3.5	(-0.2317789437577742-1.294103713078698e-15j)
4.0	(-0.21369948019989005-1.2125717097077882e-15j)
4.5	(-0.19735593438100324-1.1527237497865883e-15j)
5.0	(-0.1825526053737962-1.0850695342234928e-15j)
5.5	(-0.16912405606082848-1.029558382992235e-15j)
6.0	(-0.15692754558660066-9.809861256648844e-16j)
6.5	(-0.14583816330060959-9.315465065995454e-16j)
7.0	(-0.13574557810467064-8.76902717106276e-16j)
7.5	(-0.12655174347353776-8.248610128269718e-16j)
8.0	(-0.1181691808442509-7.754213937616328e-16j)
8.5	(-0.1105196287656603-7.190428807923865e-16j)
9.0	(-0.10353293698424162-6.817463260588852e-16j)
9.5	(-0.09714613502467906-6.401129626354418e-16j)
10.0	(-0.09130263249285708-5.950101522600448e-16j)
10.5	(-0.08595152370629999-5.568462357885551e-16j)
11.0	(-0.0810469780021559-5.2562121322097255e-16j)
11.5	(-0.07654770222374482-4.85722573273506e-16j)
12.0	(-0.0724164650678239-4.701100619897147e-16j)
12.5	(-0.06861967505523857-4.3194614551822497e-16j)
13.0	(-0.06512700533472265-3.95516952522712e-16j)
13.5	(-0.06191105959681105-3.7470027081099033e-16j)
14.0	(-0.058947074201978616-3.469446951953614e-16j)
14.5	(-0.05621265229319668-3.365363543395006e-16j)
15.0	(-0.05368752621433667-2.931682674400804e-16j)
15.5	(-0.05135334502066776-2.688821387764051e-16j)
16.0	(-0.04919348426453753-2.5673907444456745e-16j)
16.5	(-0.04719287558093982-2.3765711620882257e-16j)
17.0	(-0.04533785389340564-2.203098814490545e-16j)
17.5	(-0.043616020317692794-1.960237527853792e-16j)
18.0	(-0.042016119064813666-1.9255430583342559e-16j)
18.5	(-0.04052792684073895-1.8388068845354155e-16j)
19.0	(-0.039142153411550494-1.6653345369377348e-16j)
19.5	(-0.03785035215322244-1.5265566588595902e-16j)
20.0	(-0.03664483953734558-1.4051260155412137e-16j)
20.5	(-0.03551862262042228-1.4051260155412137e-16j)
21.0	(-0.03446533370687713-1.214306433183765e-16j)
21.5	(-0.03347917144640862-1.0408340855860843e-16j)
22.0	(-0.03255484770630941-1.1102230246251565e-16j)
22.5	(-0.03168753963017362-9.367506770274758e-17j)
23.0	(-0.030872846357148688-7.979727989493313e-17j)
23.5	(-0.030106749931583292-7.806255641895632e-17j)
24.0	(-0.02938557998233956-6.938893903907228e-17j)
24.5	(-0.0287059817950513-7.28583859910259e-17j)
25.0	(-0.028064887439739068-5.898059818321144e-17j)
