tau	g_0_tau_up
0.5	(-0.34684302580185256-4.87890977618477e-19j)
1.0	(-0.13540444159741588-5.637851296924623e-18j)
1.5	(-0.04837071568273106-2.0057740190981832e-18j)
2.0	(-0.01392698350145178-3.686287386450715e-18j)
2.5	(-0.0007659132317519245+1.1926223897340549e-18j)
3.0	(0.003932760132979513+3.63207727782644e-18j)
3.5	(0.005335777285129881+2.2768245622195593e-18j)
4.0	(0.005502921777934001+2.168404344971009e-19j)
4.5	(0.005243606506893622+9.75781955236954e-19j)
5.0	(0.004867894391327013-1.0842021724855044e-18j)
5.5	(0.0044885883005476145-5.421010862427522e-19j)
6.0	(0.004142031701595813+2.0599841277224584e-18j)
6.5	(0.0038359964958037526+4.065758146820642e-18j)
7.0	(0.003568383885665573+9.75781955236954e-19j)
7.5	(0.0033343255132134344+2.710505431213761e-19j)
8.0	(0.0031287311805835777-6.505213034913027e-19j)
8.5	(0.0029470890395154456-5.421010862427522e-19j)
9.0	(0.0027856239255074026-2.8731357570865868e-18j)
9.5	(0.0026412414077356706-5.421010862427522e-20j)
10.0	(0.0025114171162620236+7.047314121155779e-19j)
10.5	(0.0023940866752462315-1.6805133673525319e-18j)
11.0	(0.00228755222424935-7.589415207398531e-19j)
11.5	(0.0021904075109409203-1.5178830414797062e-18j)
12.0	(0.0021014791916462356+1.1926223897340549e-18j)
12.5	(0.002019781127358092-4.336808689942018e-19j)
13.0	(0.0019444787528638575-3.2526065174565133e-19j)
13.5	(0.0018748611585350222-8.673617379884035e-19j)
14.0	(0.0018103190661788986-1.0842021724855044e-19j)
14.5	(0.0017503273240991719-2.168404344971009e-19j)
15.0	(0.0016944308877591924-4.87890977618477e-19j)
15.5	(0.0016422335080200638-3.2526065174565133e-19j)
16.0	(0.00159338853853119-5.421010862427522e-20j)
16.5	(0.0015475914143440782-1.0842021724855044e-18j)
17.0	(0.0015045734582789668+0j)
17.5	(0.0014640967496785077+7.589415207398531e-19j)
18.0	(0.001425949848985888+4.87890977618477e-19j)
18.5	(0.001389944216186639+2.710505431213761e-19j)
19.0	(0.0013559111952358123-1.0299920638612292e-18j)
19.5	(0.0013236994628124253+1.0842021724855044e-19j)
20.0	(0.0012931728600913922-3.7947076036992655e-19j)
20.5	(0.0012642085420920247+2.710505431213761e-19j)
21.0	(0.0012366953916291294+4.336808689942018e-19j)
21.5	(0.001210532654766879-4.336808689942018e-19j)
22.0	(0.0011856287625033547+8.131516293641283e-19j)
22.5	(0.0011619003096976243-2.3852447794681098e-18j)
23.0	(0.0011392711672990688-8.673617379884035e-19j)
23.5	(0.00111767170799721-6.505213034913027e-19j)
24.0	(0.0010970381287547248+5.421010862427522e-19j)
24.5	(0.0010773118563698286-2.710505431213761e-19j)
25.0	(0.0010584390244271543-2.710505431213761e-19j)
25.5	(0.001040370011842857+5.421010862427522e-19j)
26.0	(0.0010230590347049756+6.505213034913027e-19j)
26.5	(0.0010064637843607747+1.6263032587282567e-19j)
27.0	(0.0009905451057558058-6.505213034913027e-19j)
27.5	(0.0009752667109035249-9.75781955236954e-19j)
28.0	(0.0009605949230792983-1.0842021724855044e-19j)
28.5	(0.0009464984479763365-1.4094628242311558e-18j)
29.0	(0.0009329481685616545-9.215718466126788e-19j)
29.5	(0.0009199169608226765-4.336808689942018e-19j)
30.0	(0.0009073795279526454+0j)
30.5	(0.0008953122508833645-9.75781955236954e-19j)
31.0	(0.0008836930532956312-1.6263032587282567e-19j)
31.5	(0.0008725012795082756-3.2526065174565133e-19j)
32.0	(0.0008617175838371156-5.963111948670274e-19j)
32.5	(0.0008513238301841306+9.215718466126788e-19j)
33.0	(0.0008413030007777273-2.710505431213761e-19j)
33.5	(0.0008316391131041757+3.7947076036992655e-19j)
34.0	(0.0008223171441828457-2.168404344971009e-19j)
34.5	(0.0008133229614528934-4.336808689942018e-19j)
35.0	(0.0008046432595936099-5.421010862427522e-19j)
35.5	(0.0007962655027118908+1.0842021724855044e-19j)
36.0	(0.0007881778713568345-4.87890977618477e-19j)
36.5	(0.0007803692139185538+1.0842021724855044e-19j)
37.0	(0.0007728290019763408+6.505213034913027e-19j)
37.5	(0.0007655472892415643-1.0842021724855044e-19j)
38.0	(0.0007585146737659487+0j)
38.5	(0.0007517222631083416-9.75781955236954e-19j)
39.0	(0.0007451616422047593-3.2526065174565133e-19j)
39.5	(0.0007388248436940247-1.0842021724855044e-19j)
40.0	(0.000732704320497499+4.336808689942018e-19j)
40.5	(0.0007267929204424488-1.0842021724855044e-19j)
41.0	(0.0007210838627700486-2.168404344971009e-19j)
41.5	(0.0007155707163589312+0j)
42.0	(0.0007102473795349497+0j)
42.5	(0.0007051080613135628+7.589415207398531e-19j)
43.0	(0.000700147263994586+1.0842021724855044e-18j)
43.5	(0.00069535976696438+7.589415207398531e-19j)
44.0	(0.000690740611636995+1.0842021724855044e-18j)
44.5	(0.000686285087431121-3.2526065174565133e-19j)
45.0	(0.0006819887187142894+7.589415207398531e-19j)
45.5	(0.0006778472526285865-6.505213034913027e-19j)
46.0	(0.000673856647737851-8.673617379884035e-19j)
46.5	(0.0006700130634465021+6.505213034913027e-19j)
47.0	(0.0006663128501071733+1.3010426069826053e-18j)
47.5	(0.0006627525397950601-3.2526065174565133e-19j)
48.0	(0.0006593288376945678+2.2768245622195593e-18j)
48.5	(0.000656038614026499-4.336808689942018e-19j)
49.0	(0.000652878896543817-1.3010426069826053e-18j)
49.5	(0.0006498468634728316-1.0842021724855044e-18j)
50.0	(0.0006469398369427981+1.0842021724855044e-19j)
50.5	(0.0006441552768368727+1.0842021724855044e-19j)
51.0	(0.000641490775038877+3.2526065174565133e-19j)
51.5	(0.000638944050050254-2.168404344971009e-19j)
52.0	(0.0006365129419756716-8.673617379884035e-19j)
52.5	(0.0006341954078193249-1.0842021724855044e-18j)
53.0	(0.0006319895170967061+8.673617379884035e-19j)
53.5	(0.0006298934477508261-6.505213034913027e-19j)
54.0	(0.0006279054823233904+2.168404344971009e-19j)
54.5	(0.000626024004398297+0j)
55.0	(0.0006242474952852383+3.2526065174565133e-18j)
55.5	(0.0006225745309396234+3.0357660829594124e-18j)
56.0	(0.0006210037790939671-1.734723475976807e-18j)
56.5	(0.0006195339966132813+1.0842021724855044e-18j)
57.0	(0.0006181640270354513-4.336808689942018e-19j)
57.5	(0.0006168927983050155+1.951563910473908e-18j)
58.0	(0.0006157193206960552+4.336808689942018e-19j)
58.5	(0.0006146426849032046+4.336808689942018e-18j)
59.0	(0.0006136620602920069+8.673617379884035e-19j)
59.5	(0.0006127766933269943-8.673617379884035e-19j)
60.0	(0.0006119859061400996+6.5052130349130266e-18j)
60.5	(0.000611289095259883-6.5052130349130266e-18j)
61.0	(0.000610685730471508-8.673617379884035e-19j)
61.5	(0.0006101753538375033-5.204170427930421e-18j)
62.0	(0.00060975757884364-5.204170427930421e-18j)
62.5	(0.0006094320896747591+6.938893903907228e-18j)
63.0	(0.000609198640642261+6.938893903907228e-18j)
63.5	(0.0006090570557252527-6.938893903907228e-17j)
64.0	(0.0006090072282457275-1.6653345369377348e-16j)
64.5	(0.0006090491206791617+1.3877787807814457e-16j)
65.0	(0.0006091827645739276-4.163336342344337e-17j)
65.5	(0.0006094082606193836+2.42861286636753e-17j)
66.0	(0.0006097257788275762+2.6020852139652106e-18j)
66.5	(0.0006101355588424277+4.336808689942018e-18j)
67.0	(0.0006106379103959026+8.673617379884035e-19j)
67.5	(0.0006112332138559145-6.071532165918825e-18j)
68.0	(0.0006119219209503015+3.0357660829594124e-18j)
68.5	(0.0006127045556038866+0j)
69.0	(0.0006135817149112941+1.734723475976807e-18j)
69.5	(0.0006145540702551069+2.168404344971009e-18j)
70.0	(0.0006156223685699336-8.673617379884035e-19j)
70.5	(0.000616787433761457-4.119968255444917e-18j)
71.0	(0.0006180501682615943-1.5178830414797062e-18j)
71.5	(0.0006194115547703309-1.951563910473908e-18j)
72.0	(0.0006208726581361412+6.505213034913027e-19j)
72.5	(0.000622434627435732+2.168404344971009e-19j)
73.0	(0.0006240986982130646-2.8189256484623115e-18j)
73.5	(0.0006258661949221958+2.168404344971009e-18j)
74.0	(0.0006277385335585317+2.8189256484623115e-18j)
74.5	(0.0006297172245055884-2.168404344971009e-19j)
75.0	(0.0006318038755982466+4.336808689942018e-19j)
75.5	(0.0006340001954188562+2.168404344971009e-19j)
76.0	(0.0006363079968294705+4.336808689942018e-19j)
76.5	(0.0006387292007750277+0j)
77.0	(0.0006412658403498506+8.673617379884035e-19j)
77.5	(0.0006439200651569523-1.5178830414797062e-18j)
78.0	(0.0006466941459816031-2.168404344971009e-19j)
78.5	(0.0006495904797800315+2.168404344971009e-19j)
79.0	(0.0006526115950312996+1.5178830414797062e-18j)
79.5	(0.0006557601574480185-5.421010862427522e-19j)
80.0	(0.0006590389761021083+3.2526065174565133e-19j)
80.5	(0.0006624510099557859-4.336808689942018e-19j)
81.0	(0.0006659993748747267+4.336808689942018e-19j)
81.5	(0.0006696873510824582-1.4094628242311558e-18j)
82.0	(0.0006735183911980925+1.6263032587282567e-18j)
82.5	(0.000677496128792559-3.2526065174565133e-19j)
83.0	(0.0006816243875669098-8.673617379884035e-19j)
83.5	(0.000685907191173436-5.421010862427522e-19j)
84.0	(0.0006903487737439941+6.505213034913027e-19j)
84.5	(0.000694953591175005-4.336808689942018e-19j)
85.0	(0.0006997263332201471+9.75781955236954e-19j)
85.5	(0.0007046719364709976+1.0842021724855044e-19j)
86.0	(0.0007097955982982649+1.5178830414797062e-18j)
86.5	(0.000715102791810704+1.5178830414797062e-18j)
87.0	(0.0007205992819525513+8.673617379884035e-19j)
87.5	(0.0007262911428043248-1.1926223897340549e-18j)
88.0	(0.0007321847762125292+0j)
88.5	(0.0007382869318560757-1.3010426069826053e-18j)
89.0	(0.0007446047288740868+6.505213034913027e-19j)
89.5	(0.0007511456792186909-5.421010862427522e-19j)
90.0	(0.0007579177128407495+0j)
90.5	(0.0007649292049377729+9.75781955236954e-19j)
91.0	(0.0007721890054296463+6.505213034913027e-19j)
91.5	(0.0007797064708586067+4.336808689942018e-19j)
92.0	(0.0007874914989724697+7.047314121155779e-19j)
92.5	(0.0007955545662691332-2.168404344971009e-19j)
93.0	(0.0008039067687511614-3.7947076036992655e-19j)
93.5	(0.000812559866236702-1.6805133673525319e-18j)
94.0	(0.0008215263306233932+1.6263032587282567e-19j)
