tau	g_0_tau_up
0.5	(0.03711398048242269-1.8431436932253575e-18j)
1.0	(0.019833708740717784-3.415236843329339e-18j)
1.5	(0.014231254659208872-2.927345865710862e-18j)
2.0	(0.011292761837461448-7.589415207398531e-19j)
2.5	(0.009375354246637647-5.421010862427522e-19j)
3.0	(0.007992968997105911+9.215718466126788e-19j)
3.5	(0.0069450950194121005-4.336808689942018e-19j)
4.0	(0.0061263503132778264-2.0599841277224584e-18j)
4.5	(0.005472334862598509+2.1141942363467336e-18j)
5.0	(0.004940292118633893-3.198396408832238e-18j)
5.5	(0.004500524889754507+1.1926223897340549e-18j)
6.0	(0.0041318347497735445-1.951563910473908e-18j)
6.5	(0.0038187887815680074+1.7889335846010823e-18j)
7.0	(0.0035499638423353154-3.7947076036992655e-19j)
7.5	(0.0033167750279818223+3.7947076036992655e-19j)
8.0	(0.0031126763014777048+2.222614453595284e-18j)
8.5	(0.00293260656125054-8.131516293641283e-19j)
9.0	(0.002772600813060096+3.198396408832238e-18j)
9.5	(0.0026295138958133246-1.6263032587282567e-18j)
10.0	(0.0025008217877593836+2.710505431213761e-19j)
10.5	(0.0023844769532219805+2.0057740190981832e-18j)
11.0	(0.0022788017391078105-6.505213034913027e-19j)
11.5	(0.0021824088608840882-2.2768245622195593e-18j)
12.0	(0.002094141394989638-4.336808689942018e-19j)
12.5	(0.0020130269788777404+8.673617379884035e-19j)
13.0	(0.0019382424772923955-1.6263032587282567e-19j)
13.5	(0.0018690864446034156-3.7947076036992655e-19j)
14.0	(0.001804957456814474+7.047314121155779e-19j)
14.5	(0.0017453369084405247+2.168404344971009e-19j)
15.0	(0.0016897752389876618+1.3010426069826053e-18j)
15.5	(0.0016378808182733978+2.3852447794681098e-18j)
16.0	(0.001589310911088286-1.6263032587282567e-18j)
16.5	(0.0015437642814159886-1.5720931501039814e-18j)
17.0	(0.001500975099476893-7.047314121155779e-19j)
17.5	(0.001460707891565092+1.6263032587282567e-19j)
18.0	(0.0014227533302883437-2.168404344971009e-19j)
18.5	(0.001386924706478314-1.1926223897340549e-18j)
19.0	(0.0013530549573969363+8.673617379884035e-19j)
19.5	(0.0013209941515316282-6.505213034913027e-19j)
20.0	(0.0012906073501903208-7.589415207398531e-19j)
20.5	(0.001261772781648447-3.2526065174565133e-19j)
21.0	(0.0012343802758201107+1.6263032587282567e-19j)
21.5	(0.0012083299170999387+8.131516293641283e-19j)
22.0	(0.00118353088070406+4.336808689942018e-19j)
22.5	(0.0011599004240006616+3.2526065174565133e-19j)
23.0	(0.0011373630092753602+1.1384122811097797e-18j)
23.5	(0.001115849538366834-6.505213034913027e-19j)
24.0	(0.0010952966828924712-5.963111948670274e-19j)
24.5	(0.0010756462964080097+1.3552527156068805e-18j)
25.0	(0.0010568448970527998-5.421010862427522e-19j)
25.5	(0.0010388432110056793-4.336808689942018e-19j)
26.0	(0.0010215957685882771+4.336808689942018e-19j)
26.5	(0.0010050605460572436+3.2526065174565133e-19j)
27.0	(0.0009891986471674214+4.336808689942018e-19j)
27.5	(0.0009739740194658569+5.421010862427522e-20j)
28.0	(0.000959353200957332-4.87890977618477e-19j)
28.5	(0.0009453050934293309-2.168404344971009e-19j)
29.0	(0.0009318007592220972+4.336808689942018e-19j)
29.5	(0.000918813238661053+5.421010862427522e-20j)
30.0	(0.0009063173857324124+5.963111948670274e-19j)
30.5	(0.0008942897199398464-4.336808689942018e-19j)
31.0	(0.0008827082924887488+0j)
31.5	(0.0008715525652177526-1.0842021724855044e-19j)
32.0	(0.0008608033008926208+5.421010862427522e-20j)
32.5	(0.0008504424636257632-5.421010862427522e-20j)
33.0	(0.0008404531283594378-1.0842021724855044e-19j)
33.5	(0.0008308193984655232+3.7947076036992655e-19j)
34.0	(0.0008215263306224198-5.963111948670274e-19j)
34.5	(0.0008125598662365357+5.963111948670274e-19j)
35.0	(0.0008039067687515814-5.421010862427522e-20j)
35.5	(0.0007955545662710669-7.589415207398531e-19j)
36.0	(0.0007874914989706575-2.168404344971009e-19j)
36.5	(0.0007797064708548167-9.75781955236954e-19j)
37.0	(0.000772189005428883+3.2526065174565133e-19j)
37.5	(0.0007649292049376735-2.168404344971009e-19j)
38.0	(0.0007579177128390997+4.336808689942018e-19j)
38.5	(0.0007511456792182373+1.734723475976807e-18j)
39.0	(0.00074460472887425+1.3010426069826053e-18j)
39.5	(0.0007382869318538702+2.168404344971009e-19j)
40.0	(0.0007321847762112733-1.4094628242311558e-18j)
40.5	(0.0007262911428037045-5.421010862427522e-19j)
41.0	(0.0007205992819525697-1.0842021724855044e-18j)
41.5	(0.0007151027918103639-1.0842021724855044e-19j)
42.0	(0.0007097955982983178-4.336808689942018e-19j)
42.5	(0.0007046719364711298-6.505213034913027e-19j)
43.0	(0.0006997263332191654+5.421010862427522e-19j)
43.5	(0.0006949535911748056+1.0842021724855044e-19j)
44.0	(0.0006903487737445419-1.3010426069826053e-18j)
44.5	(0.0006859071911727054-3.2526065174565133e-19j)
45.0	(0.0006816243875665464-3.2526065174565133e-19j)
45.5	(0.0006774961287929764+1.1926223897340549e-18j)
46.0	(0.0006735183911976839-4.336808689942018e-19j)
46.5	(0.0006696873510813682-1.0842021724855044e-18j)
47.0	(0.0006659993748746907-4.336808689942018e-19j)
47.5	(0.0006624510099590248+1.0842021724855044e-19j)
48.0	(0.0006590389761025653-5.421010862427522e-19j)
48.5	(0.0006557601574464075-5.421010862427522e-19j)
49.0	(0.0006526115950284522+9.75781955236954e-19j)
49.5	(0.0006495904797797997+2.168404344971009e-19j)
50.0	(0.0006466941459815941+2.168404344971009e-19j)
50.5	(0.0006439200651566919+5.421010862427522e-19j)
51.0	(0.0006412658403494073+3.2526065174565133e-19j)
51.5	(0.000638729200774705+4.336808689942018e-19j)
52.0	(0.0006363079968290991+1.0842021724855044e-18j)
52.5	(0.000634000195419561+1.0842021724855044e-18j)
53.0	(0.0006318038755992521-1.5178830414797062e-18j)
53.5	(0.0006297172245055313+2.168404344971009e-18j)
54.0	(0.0006277385335582764+1.734723475976807e-18j)
54.5	(0.0006258661949226092+1.3010426069826053e-18j)
55.0	(0.0006240986982132697+6.505213034913027e-19j)
55.5	(0.0006224346274360888-2.168404344971009e-18j)
56.0	(0.0006208726581363997+8.673617379884035e-19j)
56.5	(0.0006194115547687945-3.0357660829594124e-18j)
57.0	(0.0006180501682620691-1.3010426069826053e-18j)
57.5	(0.0006167874337614265-3.686287386450715e-18j)
58.0	(0.0006156223685692738+3.469446951953614e-18j)
58.5	(0.0006145540702550052-5.637851296924623e-18j)
59.0	(0.0006135817149119002-1.734723475976807e-18j)
59.5	(0.000612704555604575-1.734723475976807e-18j)
60.0	(0.000611921920950004-3.903127820947816e-18j)
60.5	(0.0006112332138551488-6.938893903907228e-18j)
61.0	(0.0006106379103954124-4.336808689942018e-18j)
61.5	(0.0006101355588424396-2.168404344971009e-18j)
62.0	(0.0006097257788267524-5.204170427930421e-18j)
62.5	(0.0006094082606186346+1.0408340855860843e-17j)
63.0	(0.0006091827645732077-2.7755575615628914e-17j)
63.5	(0.0006090491206790151-5.551115123125783e-17j)
64.0	(0.0006090072282464121-2.220446049250313e-16j)
64.5	(0.0006090570557247426-1.6653345369377348e-16j)
65.0	(0.0006091986406415689-6.938893903907228e-18j)
65.5	(0.0006094320896745048-2.2551405187698492e-17j)
66.0	(0.0006097575788434994-2.6020852139652106e-18j)
66.5	(0.0006101753538369835-8.673617379884035e-19j)
67.0	(0.000610685730472417+3.469446951953614e-18j)
67.5	(0.0006112890952606894+1.734723475976807e-18j)
68.0	(0.0006119859061405016-3.903127820947816e-18j)
68.5	(0.000612776693326752-5.204170427930421e-18j)
69.0	(0.0006136620602920151+4.336808689942018e-19j)
69.5	(0.0006146426849033711+4.7704895589362195e-18j)
70.0	(0.0006157193206968955-4.336808689942018e-19j)
70.5	(0.0006168927983052511+6.505213034913027e-19j)
71.0	(0.00061816402703489-1.0842021724855044e-18j)
71.5	(0.0006195339966142994+3.469446951953614e-18j)
72.0	(0.0006210037790940068-6.505213034913027e-19j)
72.5	(0.0006225745309382078+6.505213034913027e-19j)
73.0	(0.00062424749528491-2.8189256484623115e-18j)
73.5	(0.0006260240043980524+0j)
74.0	(0.0006279054823228303+1.5178830414797062e-18j)
74.5	(0.0006298934477516211-2.3852447794681098e-18j)
75.0	(0.0006319895170958266+6.505213034913027e-19j)
75.5	(0.0006341954078180358+2.6020852139652106e-18j)
76.0	(0.0006365129419761534-1.3010426069826053e-18j)
76.5	(0.0006389440500505924+0j)
77.0	(0.0006414907750383334+5.421010862427522e-19j)
77.5	(0.0006441552768374662-1.5178830414797062e-18j)
78.0	(0.0006469398369426001-2.168404344971009e-19j)
78.5	(0.0006498468634716353-1.0842021724855044e-18j)
79.0	(0.0006528788965445837+9.75781955236954e-19j)
79.5	(0.0006560386140287721+8.673617379884035e-19j)
80.0	(0.0006593288376939393-7.589415207398531e-19j)
80.5	(0.0006627525397929932-1.0842021724855044e-19j)
81.0	(0.000666312850104876+7.589415207398531e-19j)
81.5	(0.0006700130634462825+1.4094628242311558e-18j)
82.0	(0.0006738566477397406-4.336808689942018e-19j)
82.5	(0.0006778472526282053-2.168404344971009e-19j)
83.0	(0.0006819887187147539-1.1926223897340549e-18j)
83.5	(0.000686285087431763-2.168404344971009e-19j)
84.0	(0.0006907406116358164-1.6263032587282567e-18j)
84.5	(0.0006953597669639912+1.734723475976807e-18j)
85.0	(0.0007001472639950939+8.673617379884035e-19j)
85.5	(0.00070510806131363+7.589415207398531e-19j)
86.0	(0.0007102473795346425-1.5178830414797062e-18j)
86.5	(0.0007155707163590598-1.3010426069826053e-18j)
87.0	(0.0007210838627684243+8.673617379884035e-19j)
87.5	(0.0007267929204428673+0j)
88.0	(0.0007327043204982098-6.505213034913027e-19j)
88.5	(0.0007388248436959947-1.0842021724855044e-19j)
89.0	(0.0007451616422042083+6.505213034913027e-19j)
89.5	(0.0007517222631085643+0j)
90.0	(0.0007585146737670592-3.2526065174565133e-19j)
90.5	(0.000765547289241394+4.336808689942018e-19j)
91.0	(0.000772829001977008-7.589415207398531e-19j)
91.5	(0.000780369213921695-1.0299920638612292e-18j)
92.0	(0.0007881778713576505+3.2526065174565133e-19j)
92.5	(0.0007962655027094415-1.0842021724855044e-18j)
93.0	(0.0008046432595927608+2.168404344971009e-19j)
93.5	(0.0008133229614518782+1.1926223897340549e-18j)
94.0	(0.0008223171441838072+9.215718466126788e-19j)
94.5	(0.0008316391131052271+2.710505431213761e-19j)
95.0	(0.0008413030007794734-3.2526065174565133e-19j)
