tau	g_0_tau_up
0.5	(0.03711398048116368-2.3798237686056822e-17j)
1.0	(0.01983370873977641+1.7889335846010823e-18j)
1.5	(0.014231254658585159-1.5720931501039814e-18j)
2.0	(0.011292761837074675+9.75781955236954e-19j)
2.5	(0.009375354246406727-2.4936649967166602e-18j)
3.0	(0.00799296899697103+4.336808689942018e-18j)
3.5	(0.006945095019334138-5.963111948670274e-19j)
4.0	(0.00612635031323276-2.222614453595284e-18j)
4.5	(0.00547233486257219-9.75781955236954e-19j)
5.0	(0.004940292118618158+4.174178364069192e-18j)
5.5	(0.004500524889744735-1.6263032587282567e-19j)
6.0	(0.004131834749767139+2.6020852139652106e-18j)
6.5	(0.003818788781563518-3.7947076036992655e-19j)
7.0	(0.003549963842331942+3.903127820947816e-18j)
7.5	(0.0033167750279791026-3.198396408832238e-18j)
8.0	(0.003112676301475396-1.6263032587282567e-19j)
8.5	(0.0029326065612485077-1.3010426069826053e-18j)
9.0	(0.002772600813058246+1.8431436932253575e-18j)
9.5	(0.0026295138958116154-5.963111948670274e-19j)
10.0	(0.002500821787757785-4.87890977618477e-19j)
10.5	(0.002384476953220464+1.2468324983583301e-18j)
11.0	(0.0022788017391063746+2.0599841277224584e-18j)
11.5	(0.002182408860882713+4.336808689942018e-19j)
12.0	(0.002094141394988319+9.215718466126788e-19j)
12.5	(0.0020130269788764784-5.421010862427522e-19j)
13.0	(0.0019382424772911868-4.87890977618477e-19j)
13.5	(0.0018690864446022472+4.336808689942018e-19j)
14.0	(0.0018049574568133483+4.336808689942018e-19j)
14.5	(0.0017453369084394336+0j)
15.0	(0.001689775238986614+2.3852447794681098e-18j)
15.5	(0.001637880818272385+1.2468324983583301e-18j)
16.0	(0.0015893109110873107+3.2526065174565133e-19j)
16.5	(0.001543764281415038+8.131516293641283e-19j)
17.0	(0.0015009750994759686-1.3010426069826053e-18j)
17.5	(0.0014607078915641913-1.1384122811097797e-18j)
18.0	(0.0014227533302874694-4.87890977618477e-19j)
18.5	(0.0013869247064774602+7.047314121155779e-19j)
19.0	(0.0013530549573960993-3.7947076036992655e-19j)
19.5	(0.0013209941515308133-5.421010862427522e-20j)
20.0	(0.0012906073501895276+1.1926223897340549e-18j)
20.5	(0.001261772781647672+1.0842021724855044e-18j)
21.0	(0.0012343802758193465+2.710505431213761e-19j)
21.5	(0.0012083299170991923-6.505213034913027e-19j)
22.0	(0.0011835308807033296+1.1384122811097797e-18j)
22.5	(0.0011599004239999534+6.505213034913027e-19j)
23.0	(0.0011373630092746615+7.047314121155779e-19j)
23.5	(0.0011158495383661485+4.87890977618477e-19j)
24.0	(0.001095296682891791+2.1141942363467336e-18j)
24.5	(0.00107564629640735+0j)
25.0	(0.0010568448970521577+2.168404344971009e-19j)
25.5	(0.0010388432110050435+1.6263032587282567e-19j)
26.0	(0.0010215957685876548-5.421010862427522e-19j)
26.5	(0.001005060546056627-2.168404344971009e-19j)
27.0	(0.0009891986471668186+7.589415207398531e-19j)
27.5	(0.0009739740194652624-6.505213034913027e-19j)
28.0	(0.0009593532009567477+1.3552527156068805e-18j)
28.5	(0.0009453050934287546-6.505213034913027e-19j)
29.0	(0.0009318007592215248-3.7947076036992655e-19j)
29.5	(0.0009188132386604964+3.2526065174565133e-19j)
30.0	(0.0009063173857318532-2.168404344971009e-19j)
30.5	(0.000894289719939303-6.505213034913027e-19j)
31.0	(0.0008827082924882078+6.505213034913027e-19j)
31.5	(0.0008715525652172254+4.336808689942018e-19j)
32.0	(0.000860803300892099+5.963111948670274e-19j)
32.5	(0.0008504424636252449+0j)
33.0	(0.0008404531283589289+5.421010862427522e-20j)
33.5	(0.0008308193984650197-4.87890977618477e-19j)
34.0	(0.0008215263306219205-3.2526065174565133e-19j)
34.5	(0.0008125598662360445-2.710505431213761e-19j)
35.0	(0.0008039067687511048+1.0842021724855044e-19j)
35.5	(0.000795554566270588+1.0842021724855044e-19j)
36.0	(0.0007874914989701749-5.963111948670274e-19j)
36.5	(0.0007797064708543384+3.2526065174565133e-19j)
37.0	(0.000772189005428407-8.673617379884035e-19j)
37.5	(0.0007649292049372186+3.2526065174565133e-19j)
38.0	(0.0007579177128386515-1.5178830414797062e-18j)
38.5	(0.0007511456792177858+2.168404344971009e-18j)
39.0	(0.0007446047288738034-1.0842021724855044e-19j)
39.5	(0.0007382869318534209-1.0842021724855044e-19j)
40.0	(0.0007321847762108287+6.505213034913027e-19j)
40.5	(0.0007262911428032638-2.168404344971009e-19j)
41.0	(0.0007205992819521285+0j)
41.5	(0.0007151027918099269+6.505213034913027e-19j)
42.0	(0.0007097955982978762+1.0842021724855044e-19j)
42.5	(0.0007046719364706933-1.1926223897340549e-18j)
43.0	(0.0006997263332187357+8.673617379884035e-19j)
43.5	(0.0006949535911743865-1.0842021724855044e-18j)
44.0	(0.0006903487737441254-2.168404344971009e-19j)
44.5	(0.0006859071911722838+4.336808689942018e-19j)
45.0	(0.000681624387566138+6.505213034913027e-19j)
45.5	(0.0006774961287925601+7.589415207398531e-19j)
46.0	(0.0006735183911972801+0j)
46.5	(0.0006696873510809737+6.505213034913027e-19j)
47.0	(0.0006659993748743021-1.1926223897340549e-18j)
47.5	(0.0006624510099586224+2.168404344971009e-19j)
48.0	(0.0006590389761021677+6.505213034913027e-19j)
48.5	(0.0006557601574460157+7.589415207398531e-19j)
49.0	(0.0006526115950280558+1.0842021724855044e-18j)
49.5	(0.0006495904797794039+4.336808689942018e-19j)
50.0	(0.0006466941459812084-3.2526065174565133e-19j)
50.5	(0.0006439200651563006-6.505213034913027e-19j)
51.0	(0.0006412658403490223+2.168404344971009e-18j)
51.5	(0.000638729200774321+1.3010426069826053e-18j)
52.0	(0.0006363079968287175-4.336808689942018e-19j)
52.5	(0.0006340001954191852+1.0842021724855044e-18j)
53.0	(0.0006318038755988781+4.336808689942018e-19j)
53.5	(0.0006297172245051503+4.336808689942018e-19j)
54.0	(0.0006277385335578897-8.673617379884035e-19j)
54.5	(0.0006258661949222189+1.951563910473908e-18j)
55.0	(0.0006240986982128838+2.168404344971009e-18j)
55.5	(0.0006224346274357127+1.734723475976807e-18j)
56.0	(0.0006208726581360272+1.734723475976807e-18j)
56.5	(0.0006194115547684255+4.336808689942018e-18j)
