tau	g_0_tau_up
0.5	(0.037113980482413794-5.9631119486702744e-18j)
1.0	(0.01983370874071125+6.396792817664476e-18j)
1.5	(0.014231254659204566-5.5294310796760726e-18j)
2.0	(0.011292761837458743+3.144186300207963e-18j)
2.5	(0.00937535424663603+7.589415207398531e-19j)
3.0	(0.007992968997104971-1.734723475976807e-18j)
3.5	(0.006945095019411568-8.673617379884035e-19j)
4.0	(0.006126350313277528+2.3852447794681098e-18j)
4.5	(0.005472334862598325+4.228388472693467e-18j)
5.0	(0.004940292118633772+2.927345865710862e-18j)
5.5	(0.004500524889754441+5.963111948670274e-19j)
6.0	(0.004131834749773501-5.963111948670274e-19j)
6.5	(0.0038187887815679844+6.505213034913027e-19j)
7.0	(0.0035499638423353+1.7889335846010823e-18j)
7.5	(0.0033167750279818027+1.951563910473908e-18j)
8.0	(0.003112676301477685-2.3310346708438345e-18j)
8.5	(0.002932606561250529+2.3310346708438345e-18j)
9.0	(0.0027726008130600807-1.1926223897340549e-18j)
9.5	(0.002629513895813316+1.1384122811097797e-18j)
10.0	(0.0025008217877593754-1.0842021724855044e-19j)
10.5	(0.002384476953221976+1.6263032587282567e-19j)
11.0	(0.0022788017391078023+3.7947076036992655e-19j)
11.5	(0.0021824088608840683-9.75781955236954e-19j)
12.0	(0.00209414139498962-2.168404344971009e-19j)
12.5	(0.00201302697887773+8.131516293641283e-19j)
13.0	(0.001938242477292389-2.710505431213761e-19j)
13.5	(0.0018690864446034108+1.1384122811097797e-18j)
14.0	(0.0018049574568144724-2.168404344971009e-19j)
14.5	(0.0017453369084405202+1.3552527156068805e-18j)
15.0	(0.0016897752389876575-9.75781955236954e-19j)
15.5	(0.001637880818273387+7.589415207398531e-19j)
16.0	(0.001589310911088282+3.2526065174565133e-19j)
16.5	(0.0015437642814159764-1.3010426069826053e-18j)
17.0	(0.001500975099476882-8.131516293641283e-19j)
17.5	(0.0014607078915650825+1.0842021724855044e-19j)
18.0	(0.0014227533302883458-4.87890977618477e-19j)
18.5	(0.001386924706478312-1.3552527156068805e-18j)
19.0	(0.0013530549573969324-1.4094628242311558e-18j)
19.5	(0.001320994151531625-1.6805133673525319e-18j)
20.0	(0.0012906073501903186+1.6263032587282567e-18j)
