wn	g_0_wn_up
-12.541826921753001	(-0+0.07960687804662882j)
-12.492739536540661	(-0+0.07991867982466849j)
-12.44365215132832	(-0+0.08023292977843463j)
-12.39456476611598	(-0+0.08054965680814936j)
-12.34547738090364	(-0+0.08086889026996458j)
-12.2963899956913	(-0+0.08119065998497342j)
-12.24730261047896	(-0+0.08151499624843613j)
-12.198215225266619	(-0+0.08184192983922589j)
-12.149127840054279	(-0+0.0821714920295012j)
-12.100040454841938	(-0+0.08250371459461071j)
-12.050953069629598	(-0+0.08283862982323736j)
-12.001865684417256	(-0+0.08317627052778857j)
-11.952778299204915	(-0+0.08351667005503918j)
-11.903690913992575	(-0+0.08385986229703471j)
-11.854603528780235	(-0+0.08420588170226201j)
-11.805516143567894	(-0+0.08455476328709532j)
-11.756428758355554	(-0+0.0849065426475255j)
-11.707341373143214	(-0+0.0852612559711804j)
-11.658253987930873	(-0+0.08561894004964547j)
-11.609166602718533	(-0+0.0859796322910926j)
-11.560079217506193	(-0+0.08634337073322668j)
-11.51099183229385	(-0+0.08671019405655926j)
-11.46190444708151	(-0+0.08708014159801863j)
-11.41281706186917	(-0+0.0874532533649066j)
-11.36372967665683	(-0+0.08782957004921221j)
-11.314642291444489	(-0+0.088209133042293j)
-11.265554906232149	(-0+0.08859198444993484j)
-11.216467521019808	(-0+0.08897816710780199j)
-11.167380135807468	(-0+0.08936772459728884j)
-11.118292750595128	(-0+0.0897607012617858j)
-11.069205365382787	(-0+0.09015714222337204j)
-11.020117980170447	(-0+0.09055709339994772j)
-10.971030594958105	(-0+0.09096060152282005j)
-10.921943209745764	(-0+0.0913677141547564j)
-10.872855824533424	(-0+0.09177847970851945j)
-10.823768439321084	(-0+0.0921929474658993j)
-10.774681054108743	(-0+0.09261116759725826j)
-10.725593668896403	(-0+0.09303319118160412j)
-10.676506283684063	(-0+0.09345907022720894j)
-10.627418898471722	(-0+0.09388885769279068j)
-10.578331513259382	(-0+0.09432260750927528j)
-10.529244128047042	(-0+0.09476037460215843j)
-10.480156742834701	(-0+0.09520221491448554j)
-10.43106935762236	(-0+0.09564818543047073j)
-10.381981972410019	(-0+0.09609834419977485j)
-10.332894587197679	(-0+0.09655275036246477j)
-10.283807201985338	(-0+0.09701146417467559j)
-10.234719816772998	(-0+0.09747454703499944j)
-10.185632431560657	(-0+0.0979420615116247j)
-10.136545046348317	(-0+0.09841407137025053j)
-10.087457661135977	(-0+0.09889064160280293j)
-10.038370275923636	(-0+0.09937183845697867j)
-9.989282890711296	(-0+0.09985772946664573j)
-9.940195505498954	(-0+0.10034838348312863j)
-9.891108120286614	(-0+0.10084387070740904j)
-9.842020735074273	(-0+0.10134426272327314j)
-9.792933349861933	(-0+0.10184963253143807j)
-9.743845964649593	(-0+0.10236005458469113j)
-9.694758579437252	(-0+0.10287560482407733j)
-9.645671194224912	(-0+0.10339636071617142j)
-9.596583809012571	(-0+0.10392240129147265j)
-9.547496423800231	(-0+0.10445380718396179j)
-9.49840903858789	(-0+0.1049906606718613j)
-9.44932165337555	(-0+0.1055330457196419j)
-9.400234268163208	(-0+0.10608104802131953j)
-9.351146882950868	(-0+0.10663475504508954j)
-9.302059497738528	(-0+0.10719425607934627j)
-9.252972112526187	(-0+0.10775964228013794j)
-9.203884727313847	(-0+0.10833100672010976j)
-9.154797342101507	(-0+0.10890844443898942j)
-9.105709956889166	(-0+0.10949205249567193j)
-9.056622571676826	(-0+0.1100819300219631j)
-9.007535186464485	(-0+0.1106781782780432j)
-8.958447801252145	(-0+0.11128090070971544j)
-8.909360416039805	(-0+0.11189020300750632j)
-8.860273030827463	(-0+0.11250619316768774j)
-8.811185645615122	(-0+0.11312898155529413j)
-8.762098260402782	(-0+0.11375868096921071j)
-8.713010875190442	(-0+0.11439540670941276j)
-8.663923489978101	(-0+0.11503927664643832j)
-8.614836104765761	(-0+0.11569041129318186j)
-8.56574871955342	(-0+0.11634893387909916j)
