tau	g_0_tau_up
0.5	(0.03711398048242266-4.933119884809045e-18j)
1.0	(0.01983370874071777+1.5720931501039814e-18j)
1.5	(0.014231254659208875-7.047314121155779e-19j)
2.0	(0.011292761837461423+1.8431436932253575e-18j)
2.5	(0.009375354246637624+1.6263032587282567e-18j)
3.0	(0.0079929689971059+3.2526065174565133e-19j)
3.5	(0.006945095019412106-2.168404344971009e-19j)
4.0	(0.00612635031327783-9.75781955236954e-19j)
4.5	(0.005472334862598507-1.6263032587282567e-19j)
5.0	(0.004940292118633885-1.1926223897340549e-18j)
5.5	(0.004500524889754515+2.168404344971009e-19j)
6.0	(0.00413183474977355+5.7462715141731735e-18j)
6.5	(0.0038187887815680226-1.6263032587282567e-19j)
7.0	(0.0035499638423353197-1.0842021724855044e-18j)
7.5	(0.0033167750279818175+3.2526065174565133e-19j)
8.0	(0.003112676301477707-2.3852447794681098e-18j)
8.5	(0.0029326065612505425+8.673617379884035e-19j)
9.0	(0.002772600813060101-5.963111948670274e-19j)
9.5	(0.0026295138958133193+7.589415207398531e-19j)
10.0	(0.002500821787759389-2.222614453595284e-18j)
10.5	(0.002384476953221978-3.7947076036992655e-19j)
11.0	(0.0022788017391078058+3.2526065174565133e-19j)
11.5	(0.0021824088608840726-5.421010862427522e-19j)
12.0	(0.0020941413949896355+9.215718466126788e-19j)
12.5	(0.0020130269788777347+3.7947076036992655e-19j)
13.0	(0.001938242477292388-6.505213034913027e-19j)
13.5	(0.0018690864446034134-2.168404344971009e-19j)
14.0	(0.0018049574568144717+8.131516293641283e-19j)
14.5	(0.0017453369084405224+1.6263032587282567e-19j)
15.0	(0.0016897752389876653-1.8973538018496328e-18j)
15.5	(0.001637880818273407+8.131516293641283e-19j)
16.0	(0.00158931091108829-3.7947076036992655e-19j)
16.5	(0.0015437642814159853-2.0599841277224584e-18j)
17.0	(0.001500975099476894-3.2526065174565133e-19j)
17.5	(0.001460707891565092-2.710505431213761e-19j)
18.0	(0.0014227533302883476+7.589415207398531e-19j)
18.5	(0.0013869247064783167-9.75781955236954e-19j)
19.0	(0.0013530549573969363+6.505213034913027e-19j)
19.5	(0.0013209941515316232-4.87890977618477e-19j)
20.0	(0.0012906073501903178+1.0842021724855044e-19j)
20.5	(0.0012617727816484534+3.2526065174565133e-19j)
21.0	(0.0012343802758201096+4.87890977618477e-19j)
21.5	(0.0012083299170999417-7.589415207398531e-19j)
22.0	(0.0011835308807040612+1.3010426069826053e-18j)
22.5	(0.0011599004240006592+8.673617379884035e-19j)
23.0	(0.0011373630092753567+6.505213034913027e-19j)
23.5	(0.0011158495383668345-5.963111948670274e-19j)
24.0	(0.0010952966828924652+4.336808689942018e-19j)
24.5	(0.0010756462964080088-2.168404344971009e-19j)
25.0	(0.0010568448970527979+2.168404344971009e-19j)
25.5	(0.0010388432110056793+9.215718466126788e-19j)
26.0	(0.0010215957685882789-2.710505431213761e-19j)
26.5	(0.0010050605460572436+8.131516293641283e-19j)
27.0	(0.0009891986471674177-4.336808689942018e-19j)
27.5	(0.0009739740194658569+3.7947076036992655e-19j)
28.0	(0.0009593532009573265-5.421010862427522e-19j)
28.5	(0.0009453050934293298-1.6263032587282567e-19j)
29.0	(0.000931800759222092-5.963111948670274e-19j)
29.5	(0.0009188132386610568+9.75781955236954e-19j)
30.0	(0.0009063173857324074-1.0842021724855044e-19j)
30.5	(0.000894289719939844-7.589415207398531e-19j)
31.0	(0.0008827082924887531-1.6263032587282567e-19j)
31.5	(0.0008715525652177567-8.131516293641283e-19j)
32.0	(0.0008608033008926268-2.710505431213761e-19j)
32.5	(0.0008504424636257636-9.215718466126788e-19j)
33.0	(0.0008404531283594354+2.168404344971009e-19j)
33.5	(0.0008308193984655253-5.421010862427522e-19j)
34.0	(0.0008215263306224236+0j)
34.5	(0.0008125598662365402-3.2526065174565133e-19j)
35.0	(0.0008039067687515768-2.168404344971009e-19j)
35.5	(0.0007955545662710583-5.963111948670274e-19j)
36.0	(0.0007874914989706512+1.0842021724855044e-19j)
36.5	(0.0007797064708548108+2.168404344971009e-19j)
37.0	(0.0007721890054288891-5.421010862427522e-19j)
37.5	(0.0007649292049376852+0j)
38.0	(0.0007579177128391196+1.4094628242311558e-18j)
38.5	(0.0007511456792182454+1.8431436932253575e-18j)
39.0	(0.0007446047288742551+1.3010426069826053e-18j)
39.5	(0.0007382869318538729+1.3010426069826053e-18j)
40.0	(0.0007321847762112704+2.168404344971009e-19j)
40.5	(0.0007262911428037033+1.0842021724855044e-19j)
41.0	(0.000720599281952563+3.2526065174565133e-19j)
41.5	(0.0007151027918103555-6.505213034913027e-19j)
42.0	(0.0007097955982983147+1.1926223897340549e-18j)
42.5	(0.0007046719364711219+5.421010862427522e-19j)
43.0	(0.00069972633321916-1.734723475976807e-18j)
43.5	(0.0006949535911748032-1.8431436932253575e-18j)
44.0	(0.0006903487737445429+5.421010862427522e-19j)
44.5	(0.0006859071911727013-1.4094628242311558e-18j)
45.0	(0.0006816243875665429+1.6263032587282567e-18j)
45.5	(0.0006774961287929636-8.673617379884035e-19j)
46.0	(0.0006735183911976794-4.336808689942018e-19j)
46.5	(0.0006696873510813724+1.3010426069826053e-18j)
47.0	(0.0006659993748747013-3.2526065174565133e-19j)
47.5	(0.0006624510099590359+2.168404344971009e-19j)
48.0	(0.000659038976102569+5.421010862427522e-19j)
48.5	(0.0006557601574464142-2.168404344971009e-19j)
49.0	(0.0006526115950284543+1.6263032587282567e-18j)
49.5	(0.0006495904797798041-2.2768245622195593e-18j)
50.0	(0.0006466941459816015-1.4094628242311558e-18j)
50.5	(0.0006439200651566978+5.421010862427522e-19j)
51.0	(0.0006412658403494101+3.2526065174565133e-19j)
51.5	(0.0006387292007747098-1.951563910473908e-18j)
52.0	(0.0006363079968290978-1.734723475976807e-18j)
52.5	(0.0006340001954195556+4.336808689942018e-19j)
53.0	(0.0006318038755992535-2.168404344971009e-19j)
53.5	(0.0006297172245055274+2.168404344971009e-18j)
54.0	(0.0006277385335582629-1.3010426069826053e-18j)
54.5	(0.0006258661949226007-1.0842021724855044e-18j)
55.0	(0.00062409869821326+2.168404344971009e-19j)
55.5	(0.0006224346274360914+2.168404344971009e-19j)
56.0	(0.0006208726581364004+4.119968255444917e-18j)
56.5	(0.0006194115547687926+1.3010426069826053e-18j)
57.0	(0.0006180501682620718-2.6020852139652106e-18j)
57.5	(0.0006167874337614275-4.119968255444917e-18j)
58.0	(0.0006156223685692748+0j)
58.5	(0.0006145540702550128-2.168404344971009e-18j)
59.0	(0.0006135817149118992+4.336808689942018e-19j)
59.5	(0.0006127045556045777+0j)
60.0	(0.0006119219209500034+1.3010426069826053e-18j)
60.5	(0.0006112332138551446-4.336808689942018e-18j)
61.0	(0.0006106379103954226-2.6020852139652106e-18j)
61.5	(0.0006101355588424226+0j)
62.0	(0.0006097257788267691+5.204170427930421e-18j)
62.5	(0.0006094082606186687+0j)
63.0	(0.0006091827645732105-4.163336342344337e-17j)
63.5	(0.0006090491206790394-8.326672684688674e-17j)
64.0	(0.0006090072282463991-2.498001805406602e-16j)
64.5	(0.0006090570557246988-1.6653345369377348e-16j)
65.0	(0.0006091986406416003+6.938893903907228e-18j)
65.5	(0.0006094320896744792+1.734723475976807e-18j)
66.0	(0.0006097575788435062+0j)
66.5	(0.0006101753538369814-8.673617379884035e-18j)
67.0	(0.0006106857304724243-3.469446951953614e-18j)
67.5	(0.000611289095260681+4.336808689942018e-19j)
68.0	(0.0006119859061405177+8.673617379884035e-19j)
68.5	(0.0006127766933267532-1.3010426069826053e-18j)
69.0	(0.0006136620602920081-4.336808689942018e-19j)
69.5	(0.0006146426849033707+3.903127820947816e-18j)
70.0	(0.000615719320696899-4.336808689942018e-19j)
70.5	(0.0006168927983052602+6.505213034913027e-19j)
71.0	(0.0006181640270348967-2.6020852139652106e-18j)
71.5	(0.0006195339966142977+3.0357660829594124e-18j)
72.0	(0.0006210037790940054+2.3852447794681098e-18j)
72.5	(0.0006225745309382132-2.168404344971009e-19j)
73.0	(0.0006242474952849129+6.505213034913027e-19j)
73.5	(0.000626024004398062+1.734723475976807e-18j)
74.0	(0.0006279054823228291+2.168404344971009e-19j)
74.5	(0.0006298934477516193+1.3010426069826053e-18j)
75.0	(0.0006319895170958261+2.168404344971009e-18j)
75.5	(0.0006341954078180315-6.505213034913027e-19j)
76.0	(0.0006365129419761463-1.951563910473908e-18j)
76.5	(0.0006389440500505846-4.336808689942018e-19j)
77.0	(0.0006414907750383193-4.336808689942018e-19j)
77.5	(0.0006441552768374585+1.5178830414797062e-18j)
78.0	(0.000646939836942605+1.4094628242311558e-18j)
78.5	(0.0006498468634716418-3.2526065174565133e-19j)
79.0	(0.0006528788965445825-8.673617379884035e-19j)
79.5	(0.0006560386140287706-1.0842021724855044e-18j)
80.0	(0.0006593288376939288+8.673617379884035e-19j)
80.5	(0.0006627525397929877-1.0842021724855044e-18j)
81.0	(0.0006663128501048771+1.734723475976807e-18j)
81.5	(0.0006700130634462959+4.336808689942018e-19j)
82.0	(0.0006738566477397594-5.421010862427522e-19j)
82.5	(0.0006778472526282108-1.0842021724855044e-19j)
83.0	(0.0006819887187147544-8.673617379884035e-19j)
83.5	(0.0006862850874317597+1.0842021724855044e-19j)
84.0	(0.0006907406116358141-9.75781955236954e-19j)
84.5	(0.0006953597669639949-9.75781955236954e-19j)
85.0	(0.0007001472639951022+6.505213034913027e-19j)
85.5	(0.0007051080613136355+3.2526065174565133e-19j)
86.0	(0.000710247379534641-2.4936649967166602e-18j)
86.5	(0.0007155707163590583+1.0842021724855044e-19j)
87.0	(0.0007210838627684246+2.168404344971009e-19j)
87.5	(0.0007267929204428645+8.673617379884035e-19j)
88.0	(0.0007327043204982069+0j)
88.5	(0.0007388248436959954-1.0842021724855044e-19j)
89.0	(0.0007451616422042072+4.336808689942018e-19j)
89.5	(0.000751722263108563-8.673617379884035e-19j)
90.0	(0.0007585146737670639-8.673617379884035e-19j)
90.5	(0.0007655472892413979-5.421010862427522e-19j)
91.0	(0.0007728290019770143-3.2526065174565133e-19j)
91.5	(0.0007803692139217-6.505213034913027e-19j)
92.0	(0.0007881778713576522-4.87890977618477e-19j)
92.5	(0.0007962655027094344+3.7947076036992655e-19j)
93.0	(0.0008046432595927536-3.7947076036992655e-19j)
93.5	(0.0008133229614518758+0j)
94.0	(0.000822317144183799+8.131516293641283e-19j)
94.5	(0.0008316391131052217+5.421010862427522e-19j)
95.0	(0.0008413030007794716+2.710505431213761e-19j)
95.5	(0.0008513238301831504-8.131516293641283e-19j)
96.0	(0.0008617175838372749-4.336808689942018e-19j)
96.5	(0.00087250127950896-2.168404344971009e-19j)
97.0	(0.0008836930532940778+3.7947076036992655e-19j)
