wn	g_wn_up	g_wn_dn
-100.33461537402401	(1.615283055265811e-18+0.009965529781870671j)	(1.615283055265811e-18+0.009965529781870671j)
-99.94191629232529	(1.250170650610826e-19+0.010004681638548977j)	(1.250170650610826e-19+0.010004681638548977j)
-99.54921721062657	(4.2001733163500503e-20+0.010044142301502395j)	(4.2001733163500503e-20+0.010044142301502395j)
-99.15651812892784	(1.241827592174018e-19+0.010083915438480421j)	(1.241827592174018e-19+0.010083915438480421j)
-98.76381904722912	(-1.4224104214472912e-20+0.010124004775975113j)	(-1.4224104214472912e-20+0.010124004775975113j)
-98.3711199655304	(2.294060807633233e-20+0.010164414099406952j)	(2.294060807633233e-20+0.010164414099406952j)
-97.97842088383167	(-4.3359079033932495e-20+0.010205147254997582j)	(-4.3359079033932495e-20+0.010205147254997582j)
-97.58572180213295	(1.6026521724705475e-20+0.010246208151306333j)	(1.6026521724705475e-20+0.010246208151306333j)
-97.19302272043423	(-2.056252683952978e-20+0.010287600759433082j)	(-2.056252683952978e-20+0.010287600759433082j)
-96.8003236387355	(2.3691057996548323e-20+0.010329329114965204j)	(2.3691057996548323e-20+0.010329329114965204j)
-96.40762455703678	(-3.433385928739072e-20+0.010371397319564374j)	(-3.433385928739072e-20+0.010371397319564374j)
-96.01492547533805	(-9.707317146958565e-20+0.01041380954185844j)	(-9.707317146958565e-20+0.01041380954185844j)
-95.62222639363932	(-7.586976641293917e-22+0.010456570018831214j)	(-7.586976641293917e-22+0.010456570018831214j)
-95.2295273119406	(4.1308210965688626e-20+0.01049968305729533j)	(4.1308210965688626e-20+0.01049968305729533j)
-94.83682823024188	(1.6737515870495776e-19+0.010543153035322345j)	(1.6737515870495776e-19+0.010543153035322345j)
-94.44412914854315	(-2.0998997310210375e-20+0.010586984403931432j)	(-2.0998997310210375e-20+0.010586984403931432j)
-94.05143006684443	(-2.1958939350860374e-19+0.010631181688275626j)	(-2.1958939350860374e-19+0.010631181688275626j)
-93.65873098514571	(-2.3725110869221558e-21+0.010675749489752305j)	(-2.3725110869221558e-21+0.010675749489752305j)
-93.26603190344699	(-4.147049970537501e-20+0.010720692486818196j)	(-4.147049970537501e-20+0.010720692486818196j)
-92.87333282174826	(-4.825601934158519e-20+0.010766015436861717j)	(-4.825601934158519e-20+0.010766015436861717j)
-92.48063374004954	(-1.2166659147559337e-20+0.010811723178431045j)	(-1.2166659147559337e-20+0.010811723178431045j)
-92.0879346583508	(9.24387398845036e-20+0.01085782063236064j)	(9.24387398845036e-20+0.01085782063236064j)
-91.69523557665208	(1.3366012541170222e-19+0.010904312804027868j)	(1.3366012541170222e-19+0.010904312804027868j)
-91.30253649495336	(6.282912322587188e-20+0.010951204784389603j)	(6.282912322587188e-20+0.010951204784389603j)
-90.90983741325464	(-5.288078010776292e-20+0.010998501752820578j)	(-5.288078010776292e-20+0.010998501752820578j)
-90.51713833155591	(3.0056963960479803e-20+0.011046208978335685j)	(3.0056963960479803e-20+0.011046208978335685j)
-90.12443924985719	(1.1658030863385997e-19+0.011094331821669318j)	(1.1658030863385997e-19+0.011094331821669318j)
-89.73174016815847	(2.4985199404245873e-20+0.011142875737370083j)	(2.4985199404245873e-20+0.011142875737370083j)
-89.33904108645974	(1.8817053535641754e-19+0.011191846275900731j)	(1.8817053535641754e-19+0.011191846275900731j)
-88.94634200476102	(-1.552003354862136e-19+0.011241249085658954j)	(-1.552003354862136e-19+0.011241249085658954j)
-88.5536429230623	(-1.725029753552819e-19+0.011291089915134282j)	(-1.725029753552819e-19+0.011291089915134282j)
-88.16094384136358	(-3.882494915960108e-20+0.011341374615312774j)	(-3.882494915960108e-20+0.011341374615312774j)
-87.76824475966484	(5.087998435307748e-20+0.01139210914169495j)	(5.087998435307748e-20+0.01139210914169495j)
-87.37554567796612	(-4.40691343180467e-20+0.011443299557135576j)	(-4.40691343180467e-20+0.011443299557135576j)
-86.9828465962674	(-3.621609906886412e-20+0.011494952033181516j)	(-3.621609906886412e-20+0.011494952033181516j)
-86.59014751456867	(-2.3499995310064825e-19+0.011547072853836167j)	(-2.3499995310064825e-19+0.011547072853836167j)
-86.19744843286995	(1.3911298365048698e-19+0.011599668417669901j)	(1.3911298365048698e-19+0.011599668417669901j)
-85.80474935117122	(5.323474749185152e-20+0.011652745239967737j)	(5.323474749185152e-20+0.011652745239967737j)
-85.4120502694725	(1.9493245226812896e-20+0.01170630995591469j)	(1.9493245226812896e-20+0.01170630995591469j)
-85.01935118777378	(3.982724493745173e-20+0.011760369323255726j)	(3.982724493745173e-20+0.011760369323255726j)
-84.62665210607506	(-5.569553937929001e-20+0.011814930224918712j)	(-5.569553937929001e-20+0.011814930224918712j)
-84.23395302437633	(-1.0461053875877914e-19+0.01186999967243977j)	(-1.0461053875877914e-19+0.01186999967243977j)
