tau	g_0_tau_up
0.01171875	(-0.49918540157870022744+2.4230893797146089261e-06j)
0.03515625	(-0.4970540133575960806+2.428675161435222187e-06j)
0.05859375	(-0.49498970182818574637+2.4341544339674870763e-06j)
0.08203125	(-0.49298735290565354195+2.4395271705487924206e-06j)
0.10546875	(-0.49104599429714396175+2.4447935183316403647e-06j)
0.12890625	(-0.489162830934261883+2.4499537835270781126e-06j)
0.15234375	(-0.48733626612489416852+2.455008417718124419e-06j)
0.17578125	(-0.48556404587063062284+2.4599580048968252217e-06j)
0.19921875	(-0.483844512756539058+2.4648032494194040511e-06j)
0.22265625	(-0.48217569162008716566+2.469544964751279556e-06j)
0.24609375	(-0.48055597824888934833+2.4741840631278175483e-06j)
0.26953125	(-0.47898359323843930913+2.4787215457002283695e-06j)
0.29296875	(-0.47745701753020364233+2.483158493560642103e-06j)
0.31640625	(-0.47597462873950480144+2.487496059238279372e-06j)
0.33984375	(-0.47453500137789061952+2.49173545896602825e-06j)
0.36328125	(-0.47313664702469032664+2.495877965198753008e-06j)
0.38671875	(-0.4717782337312858565+2.499924900120692555e-06j)
0.41015625	(-0.47045839097299335663+2.5038776291107211031e-06j)
0.43359375	(-0.46917587693332135634+2.507737555051794906e-06j)
0.45703125	(-0.4679294266133322+2.5115061128792068048e-06j)
0.48046875	(-0.46671788355165133577+2.5151847646560467875e-06j)
0.50390625	(-0.46554007814554326794+2.51877499485777423e-06j)
0.52734375	(-0.4643949340287223948+2.5222783061994727125e-06j)
0.55078125	(-0.46328136837615097043+2.5256962155400120373e-06j)
0.57421875	(-0.46219837959224258084+2.5290302503418083822e-06j)
0.59765625	(-0.46114496411750294236+2.532281945436492518e-06j)
0.62109375	(-0.46012018994271408623+2.535452839655545305e-06j)
0.64453125	(-0.45912312612298938896+2.5385444732958319665e-06j)
0.66796875	(-0.45815290529033303457+2.5415583852761700833e-06j)
0.69140625	(-0.45720866316441277633+2.5444961109433965222e-06j)
0.71484375	(-0.45628959235713828502+2.5473591797476351141e-06j)
0.73828125	(-0.4553948898915026744+2.5501491133912937656e-06j)
0.76171875	(-0.45452380399729785942+2.5528674239028945961e-06j)
0.78515625	(-0.453675588145617259+2.5555156121270217163e-06j)
0.80859375	(-0.45284954212094741255+2.5580951660815906118e-06j)
0.83203125	(-0.4520449714291786547+2.5606075597914579412e-06j)
0.85546875	(-0.4512612236360113993+2.5630542519163602977e-06j)
0.87890625	(-0.45049765225930937795+2.565436684742787878e-06j)
0.90234375	(-0.44975364914850629594+2.5677562832519382256e-06j)
0.92578125	(-0.4490286121585932988+2.5700144542286392653e-06j)
0.94921875	(-0.44832197418533126232+2.5722125854783668686e-06j)
0.97265625	(-0.44763317405806557492+2.5743520451953853813e-06j)
0.99609375	(-0.4469616827247955282+2.5764341813843058582e-06j)
1.01953125	(-0.4463069769076579152+2.5784603213047704168e-06j)
1.04296875	(-0.44566856283934458416+2.580431771193838882e-06j)
1.06640625	(-0.44504595230755822355+2.582349815744677277e-06j)
1.08984375	(-0.44443868427236032925+2.5842157179497195088e-06j)
1.11328125	(-0.4438463029904906043+2.5860307187087464939e-06j)
1.13671875	(-0.44326837778668459755+2.58779603683044004e-06j)
1.16015625	(-0.44270448299992559704+2.589512868813660305e-06j)
1.18359375	(-0.44215421613682748259+2.5911823887723965592e-06j)
1.20703125	(-0.4416171794228594405+2.592805748392376653e-06j)
