tau	g_0_tau_up
0.01171875	(-0.49826424104734368115-3.982252530541351764e-15j)
0.03515625	(-0.4948394661777440473-3.9531636852952981035e-15j)
0.05859375	(-0.49148235299618636684-3.9373460925967288287e-15j)
0.08203125	(-0.48818814128103810157-4.0083064891536111046e-15j)
0.10546875	(-0.4849561914333467283-3.93146822851197038e-15j)
0.12890625	(-0.48178402067533315778-3.9465631982533595955e-15j)
0.15234375	(-0.47867032546870569298-3.960223612978369225e-15j)
0.17578125	(-0.47561312671180328016-3.9966292872257392453e-15j)
0.19921875	(-0.47261102467722521103-3.938764190859129642e-15j)
0.22265625	(-0.46966228552287558884-3.9576616069786029842e-15j)
0.24609375	(-0.46676553090233230403-4.0000404591699835586e-15j)
0.26953125	(-0.46391919260006170278-3.958064166055929279e-15j)
0.29296875	(-0.4611219488777434372-3.990174512885769832e-15j)
0.31640625	(-0.45837236151124671757-3.9335277419954657203e-15j)
0.33984375	(-0.4556691767338635901-3.93754676115480406e-15j)
0.36328125	(-0.45301106605115265547-3.9946934159266871428e-15j)
0.38671875	(-0.45039684629042864294-3.9672411680965330057e-15j)
0.41015625	(-0.4478252851346534169-3.9722960381193802556e-15j)
0.43359375	(-0.44529526898534904644-3.933416597389937483e-15j)
0.45703125	(-0.44280565159770907124-3.928640604598385948e-15j)
0.48046875	(-0.44035538632018839111-3.9403299849642455467e-15j)
0.50390625	(-0.43794340489004845995-3.9588902501070254277e-15j)
0.52734375	(-0.43556872427805493064-3.9190723188267764558e-15j)
0.55078125	(-0.43323034742118615714-3.9363074096951383258e-15j)
0.57421875	(-0.4309273513305763026-3.965561217573888528e-15j)
0.59765625	(-0.42865880428388947188-3.9229583303852288384e-15j)
0.62109375	(-0.4264238397169759498-3.925211058934943453e-15j)
0.64453125	(-0.4242215860855073073-3.927353183579524621e-15j)
0.66796875	(-0.42205122971705721913-3.9291445122138905623e-15j)
0.69140625	(-0.4199119546349711074-3.9457544286434478304e-15j)
0.71484375	(-0.41780299666836318018-3.9415243311639100403e-15j)
0.73828125	(-0.41572359125290153647-3.9264906242109114253e-15j)
0.76171875	(-0.41367302050127252588-3.9244754739444735887e-15j)
0.78515625	(-0.41165056749149903093-3.9233176926434015423e-15j)
0.80859375	(-0.40965555758618110715-3.929916167604042932e-15j)
0.83203125	(-0.40768731806892732905-3.917586756454632309e-15j)
0.85546875	(-0.40574521470506458298-3.9176381499098732646e-15j)
0.87890625	(-0.40382861583949603013-3.910370305387672696e-15j)
0.90234375	(-0.40193692497602739877-3.8909538637637775965e-15j)
0.92578125	(-0.40006954863618271467-3.925077049971610485e-15j)
0.94921875	(-0.398225925574175188-3.9020874895226546713e-15j)
