wn	g_0_wn_up
-133.97583670621472152	(-1.4295609370754583029e-14+0.0074625439679575859137j)
-133.84493701231514251	(1.4281667822380556599e-15+0.0074698407375786701756j)
-133.7140373184155635	(1.7174721824201122547e-14+0.0074771517870549112847j)
-133.58313762451601292	(3.2955923027772543484e-14+0.007484477158345118064j)
-133.45223793061640549	(4.8782572704448218325e-14+0.0074918168935726057664j)
-133.32133823671685491	(6.4653311300924937405e-14+0.007499171035026027006j)
-133.1904385428172759	(8.057861095345993277e-14+0.0075065396251602131j)
-133.0595388489176969	(9.655361511716191371e-14+0.007513922706596964235j)
-132.92863915501811789	(1.1258344675086788373e-13+0.007521320322125884736j)
-132.79773946111853888	(1.2866832187565588965e-13+0.0075287325147051957844j)
-132.6668397672189883	(1.4480915541889149986e-13+0.007536159327462546402j)
-132.53594007331938087	(1.6101240513408883737e-13+0.00754360080369589122j)
-132.40504037941983029	(1.7727148271669425281e-13+0.007551056986874262432j)
-132.27414068552025128	(1.9359080033186075051e-13+0.0075585279206386805223j)
-132.14324099162067228	(2.0997073453115791443e-13+0.0075660136488029470364j)
-132.01234129772109327	(2.2641814481619910275e-13+0.0075735142153545362276j)
-131.88144160382151426	(2.4292956761719882922e-13+0.007581029664455445072j)
-131.75054190992196368	(2.5949637069337782716e-13+0.0075885600404430320065j)
-131.61964221602235625	(2.7613202712438465987e-13+0.0075961053878309493445j)
-131.48874252212280567	(2.928329731652707156e-13+0.0076036657513099429814j)
-131.35784282822322666	(3.0959768548523858667e-13+0.0076112411757487960853j)
-131.22694313432364766	(3.2642772610092251874e-13+0.007618831706195183448j)
-131.09604344042406865	(3.4333123800574841446e-13+0.0076264373878765640002j)
-130.96514374652448964	(3.6029769089731318839e-13+0.007634058266201092409j)
-130.83424405262493906	(3.7733336075248067954e-13+0.007641694386758515062j)
-130.70334435872536005	(3.9443879728934377136e-13+0.007649345795321072991j)
-130.57244466482578105	(4.1161431632632836125e-13+0.0076570125378444308176j)
-130.44154497092620204	(4.2885728282871115354e-13+0.0076646946604685692664j)
-130.31064527702662303	(4.461731822283704119e-13+0.007672392209518745336j)
-130.17974558312704403	(4.635613282831486685e-13+0.0076801052315063865483j)
-130.04884588922746502	(4.8102236103995266395e-13+0.007687833773130062394j)
-129.91794619532791444	(4.985539129826685388e-13+0.0076955778812763976637j)
-129.78704650142833543	(5.161580235673687838e-13+0.007703337603021023078j)
-129.65614680752875643	(5.3383947531103321377e-13+0.0077111129856295562712j)
-129.52524711362917742	(5.515928448234938359e-13+0.0077189040765585359427j)
-129.39434741972959841	(5.6942180459523542713e-13+0.007726710923456374218j)
-129.26344772583004783	(5.8732787922944724173e-13+0.0077345335741643662583j)
-129.1325480319304404	(6.053030674068808386e-13+0.0077423720767176391552j)
-129.00164833803088982	(6.2336751621288436803e-13+0.007750226479346126844j)
-128.87074864413131081	(6.4149253207567637276e-13+0.0077580968304755857853j)
-128.7398489502317318	(6.5971889457226135935e-13+0.0077659831787286028384j)
-128.6089492563321528	(6.7801250332666595366e-13+0.0077738855729255137983j)
-128.4780495624325738	(6.9638671282459351285e-13+0.0077818040620855032097j)
-128.34714986853302321	(7.1484020563624211254e-13+0.007789738695427562802j)
-128.21625017463341578	(7.333728553846371738e-13+0.007797689522371563549j)
-128.0853504807338652	(7.5198686283371973347e-13+0.0078056565925391967545j)
-127.95445078683428619	(7.706847006543495345e-13+0.007813639955755085145j)
-127.823551092934721396	(7.894652346927569521e-13+0.007821639662047781202j)
-127.69265139903512818	(8.0832849596850899384e-13+0.007829655761650827078j)
-127.561751705135563384	(8.272707863278400559e-13+0.007837688305003793696j)
-127.43085201123598438	(8.4630748912545637124e-13+0.007845737342753334592j)
-127.29995231733640537	(8.654256041959981215e-13+0.007853802925754280531j)
-127.169052623436826366	(8.846279954037714257e-13+0.007861885105070668192j)
-127.03815292953726157	(9.0391650052114352495e-13+0.007869983931976853864j)
-126.907253235637696775	(9.232768037542971917e-13+0.007878099457958550808j)
-126.77635354173810356	(9.427580044133043923e-13+0.007886231734714008873j)
-126.64545384783853876	(9.62334579719195667e-13+0.0078943808141549946106j)
-126.51455415393895976	(9.819517204453596303e-13+0.00790254674840793446j)
-126.38365446003939496	(1.0016849095946493053e-12+0.007910729589815118645j)
-126.252754766139801745	(1.0215104776066050717e-12+0.007918929390935700377j)
-126.12185507224023695	(1.041421728787841784e-12+0.00792714620454686332j)
-125.990955378340672155	(1.0614234958686384898e-12+0.007935380083644961308j)
-125.86005568444107894	(1.0815245054316219102e-12+0.007943631081446645911j)
-125.72915599054151414	(1.1017145934474487794e-12+0.007951899251390009624j)
-125.59825629664193514	(1.1220027737764557351e-12+0.007960184647135762001j)
-125.46735660274237034	(1.1423749027097309082e-12+0.007968487322568358969j)
-125.336456908842777125	(1.1628559526024768544e-12+0.007976807331797194575j)
-125.20555721494321233	(1.183425033707902866e-12+0.00798514472915774591j)
-125.074657521043647534	(1.2040926380612025442e-12+0.007993499569212803024j)
-124.94375782714405432	(1.2248578300960350356e-12+0.0080018719067536017014j)
-124.81285813324448952	(1.2457176673556729105e-12+0.008010261796801075931j)
-124.681958439344910516	(1.2666816701657272568e-12+0.0080186692946070114996j)
-124.55105874544534572	(1.2877442960084920388e-12+0.008027094455655293254j)
-124.420159051545752504	(1.308906063431933134e-12+0.008035537335663117675j)
-124.28925935764618771	(1.3301677855486251073e-12+0.008043997990582208921j)
-124.158359663746622914	(1.351530337338398666e-12+0.008052476476600060884j)
-124.02745996984704391	(1.3730004419610883968e-12+0.008060972850141189666j)
-123.8965602759474649	(1.3945728646435210442e-12+0.008069487167868363495j)
-123.765660582047885896	(1.416246797571487305e-12+0.0080780194866838881534j)
-123.6347608881483211	(1.4380238605037597103e-12+0.008086569863730843841j)
-123.503861194248727884	(1.459911522061388628e-12+0.00809513835639439315j)
-123.37296150034916309	(1.4819018993920570482e-12+0.008103725022303030073j)
-123.242061806449598294	(1.504001062910211367e-12+0.008112329919329896652j)
-123.11116211255001929	(1.5262050614052714875e-12+0.008120953105594064941j)
-122.98026241865044028	(1.5485231505996644944e-12+0.008129594639461879685j)
-122.849362724750861275	(1.5709473984715760127e-12+0.008138254579548205581j)
-122.71846303085129648	(1.5934825848425086782e-12+0.008146932984717823734j)
-122.587563336951731685	(1.6161265101191610479e-12+0.0081556299140867326986j)
-122.45666364305213847	(1.6388859975245368193e-12+0.008164345427023482482j)
-122.32576394915257367	(1.6617572412868235548e-12+0.0081730795831505380356j)
-122.19486425525299467	(1.6847414147222780246e-12+0.008181832442345632339j)
-122.06396456135341566	(1.7078412351312534361e-12+0.008190604064743145507j)
-121.933064867453836655	(1.7310554037647647997e-12+0.0081993945107354561375j)
-121.80216517355427186	(1.754384334557705962e-12+0.008208203840974356846j)
-121.671265479654707065	(1.7778317224505599777e-12+0.0082170321163724177604j)
-121.54036578575511385	(1.8013985002086307839e-12+0.008225879398104407256j)
-121.40946609185554905	(1.8250797177097506808e-12+0.008234745747608731778j)
-121.278566397955970046	(1.8488823010314205216e-12+0.008243631226588775049j)
-121.14766670405640525	(1.872804062723736381e-12+0.008252535897014419419j)
-121.016767010156812034	(1.896851325316127486e-12+0.0082614598211234319125j)
-120.88586731625724724	(1.92101729871423567e-12+0.008270403061422928331j)
-120.754967622357682444	(1.9453037515032746918e-12+0.008279365680690840834j)
-120.62406792845808923	(1.9697208454123431286e-12+0.008288347741977364694j)
-120.49316823455852443	(1.9942603225117823667e-12+0.008297349308606451895j)
-120.362268540658945426	(2.0189235357160509826e-12+0.0083063704441772960585j)
-120.23136884675938063	(2.0437130253945515329e-12+0.008315411212565826035j)
-120.100469152859787414	(2.0686326794604343008e-12+0.008324471677926209914j)
-119.96956945896022262	(2.0936779754868305894e-12+0.008333551904692385048j)
-119.838669765060657824	(2.1188548825681003853e-12+0.008342651957579568997j)
-119.70777007116107882	(2.144158827780421976e-12+0.0083517719015857912884j)
-119.57687037726149981	(2.1695961472460917431e-12+0.0083609118019934772215j)
-119.445970683361920806	(2.1951693815222891086e-12+0.008370071724370950136j)
-119.31507098946235601	(2.2208712052553945748e-12+0.0083792517345740395035j)
-119.18417129556276279	(2.2467107491032835628e-12+0.008388451898747645644j)
-119.053271601663198	(2.2726855279199915104e-12+0.008397672283327320061j)
-118.9223719077636332	(2.2987961040945174049e-12+0.008406912955040870064j)
-118.7914722138640542	(2.3250423544961601115e-12+0.0084161739809099807286j)
-118.66057251996447519	(2.3514210382428262486e-12+0.008425455428251796969j)
-118.529672826064896185	(2.3779488087970069407e-12+0.0084347573646805940745j)
-118.39877313216533139	(2.4046118586753992265e-12+0.0084440798581094014125j)
-118.267873438265766595	(2.4314199679881148922e-12+0.0084534229767516469445j)
-118.13697374436617338	(2.4583743108141851314e-12+0.008462786789122819092j)
-118.00607405046660858	(2.4854533084748983158e-12+0.008472171364042189318j)
-117.87517435656702958	(2.5126883233131934555e-12+0.008481576770634388987j)
-117.74427466266745057	(2.5400735975872064014e-12+0.008491003078331241238j)
-117.613374968767871565	(2.5675971029380074304e-12+0.00850045035687334305j)
-117.48247527486830677	(2.5952731922849667382e-12+0.008509918676311878025j)
-117.351575580968741974	(2.6230943629702000531e-12+0.008519408107010292136j)
-117.22067588706914876	(2.6510686107776459204e-12+0.008528918719646063143j)
-117.08977619316958396	(2.679192860545526959e-12+0.008538450585212426641j)
-116.958876499270004956	(2.7074661454997656531e-12+0.008548003775020178441j)
-116.82797680537044016	(2.7358963535423258465e-12+0.008557578360699414494j)
