wn	g_0_wn_up
-133.97583670621472152	(-7.781977983423851345e-20+0.0074629670079992098397j)
-133.84493701231514251	(4.3304079297093986949e-19+0.007470264606256836297j)
-133.7140373184155635	(3.6447972549739194299e-19+0.0074775764878121566553j)
-133.58313762451601292	(-1.6146664933061456323e-19+0.0074849026946366692403j)
-133.45223793061640549	(7.867377695894904868e-19+0.007492243268867431784j)
-133.32133823671685491	(-1.8394225213663917047e-19+0.0074995982528076139337j)
-133.1904385428172759	(3.2465268198060258634e-19+0.0075069676889270775186j)
-133.0595388489176969	(-3.8685139848190563943e-20+0.0075143516198629941097j)
-132.92863915501811789	(3.3169618872281217978e-19+0.0075217500884205805434j)
-132.79773946111853888	(5.769150449093496138e-19+0.007529163137573860465j)
-132.6668397672189883	(-2.0249982551939114756e-19+0.007536590810466453627j)
-132.53594007331938087	(9.508636244370330766e-19+0.0075440331504124007525j)
-132.40504037941983029	(4.037715191500589826e-20+0.0075514902008969719133j)
-132.27414068552025128	(-4.131769080665139185e-19+0.007558962005577520016j)
-132.14324099162067228	(-1.1295033790477220797e-18+0.0075664486082843143352j)
-132.01234129772109327	(3.038516807229380636e-19+0.007573950053021400071j)
-131.88144160382151426	(1.417193663233614112e-18+0.0075814663839674448914j)
-131.75054190992196368	(-1.480862389029080602e-20+0.0075889976454766071637j)
-131.61964221602235625	(3.4058638312617636208e-19+0.0075965438820794215294j)
-131.48874252212280567	(2.2826169463620445393e-19+0.0076041051384836463173j)
-131.35784282822322666	(1.1284637776258494683e-19+0.0076116814595751629974j)
-131.22694313432364766	(-1.07711486234831726035e-18+0.007619272890418866094j)
-131.09604344042406865	(1.4149402070204769742e-19+0.0076268794762595340173j)
-130.96514374652448964	(1.7819923871786723616e-19+0.007634501262522758007j)
-130.83424405262493906	(-6.5868639371746429875e-19+0.007642138294815819903j)
-130.70334435872536005	(1.1028232502031237206e-19+0.0076497906189286072123j)
-130.57244466482578105	(5.0823658466063173572e-20+0.007657458280834540318j)
-130.44154497092620204	(1.5398495713381871329e-19+0.0076651413266914701986j)
-130.31064527702662303	(1.4064573159231827706e-19+0.0076728398028426238534j)
-130.17974558312704403	(2.3148625463165939142e-19+0.0076805537558175228374j)
-130.04884588922746502	(6.2804677135558468e-19+0.0076882832323329286864j)
-129.91794619532791444	(7.8159886701798143443e-19+0.0076960282792937805343j)
