tau	g_0_tau_up
0.01171875	(-0.49854471421017793054+1.5086466948577805807e-17j)
0.03515625	(-0.49568087318194747892+2.3703319070503763187e-17j)
0.05859375	(-0.49288465640837098025+2.47787876977526395e-17j)
0.08203125	(-0.49015127877897346487+2.0249268926738318536e-17j)
0.10546875	(-0.48748007590195036043+1.30846890096690328346e-17j)
0.12890625	(-0.48486854033565229827+3.7409717412000330886e-17j)
0.15234375	(-0.48231534403697057245+1.25696604592005872375e-17j)
0.17578125	(-0.47981848358584050507+3.6147488232546684755e-17j)
0.19921875	(-0.4773765351476954577+1.9010241254429758521e-17j)
0.22265625	(-0.47498774100697621625+2.82069737239917208e-17j)
0.24609375	(-0.4726506991977637573+4.7974217971238188934e-18j)
0.26953125	(-0.47036381815721123312+1.18390218752385863694e-17j)
0.29296875	(-0.46812575308817744313+4.278023522897894145e-18j)
0.31640625	(-0.4659350430107386254+2.2830572251018320183e-17j)
0.33984375	(-0.46379041171830742707+1.3269307622914037877e-17j)
0.36328125	(-0.46169050860383054058+1.4115133636106440922e-17j)
0.38671875	(-0.45963412871920861225-3.6506643536161653609e-19j)
0.41015625	(-0.4576200183177944747+3.0508638765575491886e-17j)
0.43359375	(-0.45564704272469208624+1.14279786605550451126e-17j)
0.45703125	(-0.45371403497811713112+2.1722222212143483613e-17j)
0.48046875	(-0.45181992807418291935+1.6560241924561176368e-17j)
0.50390625	(-0.44996363376667397604+2.0313407923361963565e-17j)
0.52734375	(-0.44814414941506913737+3.6393803365474574808e-17j)
0.55078125	(-0.44636045871975005284+1.8301597338332058844e-17j)
0.57421875	(-0.44461161983167540868+2.0680241475005936861e-17j)
0.59765625	(-0.44289668254578640205+1.597202712183102968e-17j)
0.62109375	(-0.44121476219304289756-2.5368633668338998081e-18j)
0.64453125	(-0.43956496950184231753+1.5044404914326620074e-17j)
0.66796875	(-0.43794647344934356514+2.0311797911080743006e-17j)
0.69140625	(-0.4363584410840729566+1.22065976103789384585e-17j)
0.71484375	(-0.43480009163420740848+4.3266237098407637504e-17j)
0.73828125	(-0.4332706443062240842+3.1553723032672549313e-17j)
0.76171875	(-0.43176936535285270757+2.078496385025778568e-17j)
0.78515625	(-0.4302955223585377964+3.008176412822359808e-17j)
0.80859375	(-0.42884842555550800602+1.6414907686802893089e-17j)
0.83203125	(-0.4274273874567632303-2.7878475767363638845e-18j)
0.85546875	(-0.4260317594130760277+1.8452516510024075429e-17j)
0.87890625	(-0.42466089570692455712+7.866430308656014007e-18j)
0.90234375	(-0.42331418612768717535+7.542619790688816303e-18j)
0.92578125	(-0.42199102382614733786+1.6440387158882070745e-17j)
0.94921875	(-0.42069083452499783649+3.8645525115753469396e-18j)
0.97265625	(-0.41941304757321368202+4.1102772986247525025e-17j)
0.99609375	(-0.4181571222879917893+6.6135962358291652995e-18j)
1.01953125	(-0.41692252175473287767+1.5151853900905528293e-17j)
1.04296875	(-0.415708736703768289-6.480387173381202292e-18j)
1.06640625	(-0.41451526168396246597+3.7535046155242934355e-17j)
1.08984375	(-0.4133416168054874218+1.2339955565337161011e-17j)
