wn	g_0_wn_up
-133.97583670621472152	(-7.222859051531796908e-20+0.0074629670054499192j)
-133.84493701231514251	(4.36310668521686246e-19+0.007470264603703867176j)
-133.7140373184155635	(3.7201055616280544075e-19+0.0074775764852558612023j)
-133.58313762451601292	(-1.6418756019494710226e-19+0.0074849026920769138813j)
-133.45223793061640549	(7.973327426484374596e-19+0.0074922432663039693207j)
-133.32133823671685491	(-1.6905346655763442202e-19+0.0074995982502402119135j)
-133.1904385428172759	(3.588077411774213713e-19+0.007506967686355533846j)
-133.0595388489176969	(-1.5792444268035558356e-20+0.00751435161728713618j)
-132.92863915501811789	(3.4183663400275226977e-19+0.0075217500858402600375j)
-132.79773946111853888	(5.9960484981187958497e-19+0.0075291631349889472785j)
-132.6668397672189883	(-2.0179007249570147152e-19+0.0075365908078768358708j)
-132.53594007331938087	(9.558505875675598163e-19+0.00754403314781797521j)
-132.40504037941983029	(5.5197246472809309966e-20+0.00755149019829764144j)
-132.27414068552025128	(-3.874289873742775559e-19+0.0075589620029731987433j)
-132.14324099162067228	(-1.0871135631820833059e-18+0.007566448605674917262j)
-132.01234129772109327	(3.069918836710005206e-19+0.0075739500504068500014j)
-131.88144160382151426	(1.387119107555454869e-18+0.007581466381347665498j)
-131.75054190992196368	(-2.7299331247116703696e-20+0.0075889976428515273227j)
-131.61964221602235625	(3.3796292272017512052e-19+0.0075965438794489709845j)
-131.48874252212280567	(2.398535291343309797e-19+0.0076041051358477548122j)
-131.35784282822322666	(9.651893927404284058e-20+0.0076116814569337637453j)
-131.22694313432364766	(-1.0579015346466049517e-18+0.00761927288777189491j)
-131.09604344042406865	(1.6165519034320101809e-19+0.007626879473606929319j)
-130.96514374652448964	(1.6910625238242826679e-19+0.007634501259864454742j)
-130.83424405262493906	(-6.530853237966311257e-19+0.0076421382921517530193j)
-130.70334435872536005	(1.00412583641058514767e-19+0.007649790616258719464j)
-130.57244466482578105	(5.871724214292044656e-20+0.00765745827815876752j)
-130.44154497092620204	(1.3808485729807588329e-19+0.0076651413240097533708j)
-130.31064527702662303	(1.3969804049315526988e-19+0.0076728398001548979435j)
-130.17974558312704403	(2.2902605769863534961e-19+0.0076805537531237332016j)
-130.04884588922746502	(6.3143625551096224416e-19+0.007688283229633016344j)
-129.91794619532791444	(7.647165300894115349e-19+0.0076960282765876856376j)
-129.78704650142833543	(3.3498755437540352989e-19+0.007703788941081803239j)
-129.65614680752875643	(2.3836522760864883327e-19+0.007711565270399524906j)
-129.52524711362917742	(1.4929996171076752129e-19+0.0077193573120160306755j)
-129.39434741972959841	(5.0753601903982234032e-19+0.007727165113598517994j)
-129.26344772583004783	(-2.7273021134721826566e-19+0.007734988723007155814j)
-129.1325480319304404	(-1.1489295674487155303e-18+0.0077428281882960803273j)
-129.00164833803088982	(-6.631714222471009755e-21+0.0077506835577143395194j)
-128.87074864413131081	(6.8254378618537282513e-18+0.00775855487970693921j)
-128.7398489502317318	(2.738704689535637788e-19+0.0077664422029158040883j)
-128.6089492563321528	(-8.242221793649201984e-20+0.00777434557618076217j)
-128.4780495624325738	(5.9903357249290999513e-19+0.0077822650485405960377j)
-128.34714986853302321	(-6.910541314693602516e-19+0.0077902006692340220947j)
-128.21625017463341578	(9.824044710706218921e-19+0.007798152487700737469j)
-128.0853504807338652	(-1.3316647709464106373e-19+0.007806120553582415744j)
-127.95445078683428619	(-2.0047262883280874892e-19+0.007814104916723765143j)
-127.823551092934721396	(6.4038169416827056485e-19+0.007822105627173555481j)
-127.69265139903512818	(4.0644475182382857264e-19+0.007830122735185669411j)
-127.561751705135563384	(5.731086781811420738e-19+0.007838156291220142388j)
-127.43085201123598438	(-3.224449404598564147e-19+0.007846206345944243404j)
-127.29995231733640537	(6.204327117786021325e-19+0.007854272950233510617j)
-127.169052623436826366	(1.4230542385859458069e-19+0.007862356155172844224j)
-127.03815292953726157	(3.7016379769670869113e-19+0.007870456012057580261j)
-126.907253235637696775	(-4.035973265164054684e-18+0.007878572572394564391j)
-126.77635354173810356	(2.6478421403991060804e-19+0.007886705887903276008j)
-126.64545384783853876	(-4.1676871083512424604e-18+0.00789485601051686213j)
-126.51455415393895976	(1.06879114386409856675e-18+0.007903022992383310075j)
-126.38365446003939496	(1.4035562031879559214e-19+0.0079112068858665229865j)
-126.252754766139801745	(8.197998604327116816e-19+0.0079194077435474526105j)
-126.12185507224023695	(-4.6138016357226356053e-19+0.007927625618225207782j)
-125.990955378340672155	(-9.15639719905289664e-19+0.007935860562918209751j)
-125.86005568444107894	(-2.830129910395362709e-19+0.0079441126308653145505j)
-125.72915599054151414	(1.1525242492868761336e-19+0.007952381875526957911j)
-125.59825629664193514	(5.148461510640754959e-19+0.007960668350586331404j)
-125.46735660274237034	(1.0709100656243015428e-18+0.0079689721099505256285j)
-125.336456908842777125	(8.639495554161745326e-19+0.007977293207751692469j)
-125.20555721494321233	(2.3975066080645295226e-20+0.0079856316983482368566j)
-125.074657521043647534	(2.9525843219488657998e-19+0.007993987636325998111j)
-124.94375782714405432	(9.835220383741676737e-19+0.008002361076499429557j)
-124.81285813324448952	(-1.1123735165078184577e-18+0.008010752073912804153j)
-124.681958439344910516	(1.6986796763873824964e-19+0.008019160683841420126j)
-124.55105874544534572	(-4.938341573567581281e-22+0.008027586961792810075j)
-124.420159051545752504	(8.1697416689579425887e-19+0.0080360309635079726215j)
-124.28925935764618771	(3.49188543355558672e-19+0.008044492744962586719j)
-124.158359663746622914	(-9.115869194811885657e-20+0.0080529723623682519795j)
