wn	g_0_wn_up
-133.97583670621472152	(-1.8437378316302091655e-20+0.0074633131409260105096j)
-133.84493701231514251	(3.7391580132032499994e-19+0.007470611417266559244j)
-133.7140373184155635	(3.9411020727134019972e-19+0.0074779239797106962853j)
-133.58313762451601292	(1.2913109172994322649e-19+0.007485250870243956474j)
-133.45223793061640549	(7.927924460551426538e-19+0.0074925921310169977738j)
-133.32133823671685491	(2.3121941473796531892e-19+0.0074999478043463203153j)
-133.1904385428172759	(6.129238184938985836e-19+0.0075073179327149906423j)
-133.0595388489176969	(4.5360489586964599343e-19+0.007514702558773353816j)
-132.92863915501811789	(7.6409850039215824263e-19+0.007522101725339814908j)
-132.79773946111853888	(9.801385905021114265e-19+0.007529515475401619626j)
-132.6668397672189883	(5.6426505348747318476e-19+0.0075369438521156644287j)
-132.53594007331938087	(1.367978733014937371e-18+0.007544386898809326593j)
-132.40504037941983029	(8.4748530918508212187e-19+0.0075518446589812786643j)
-132.27414068552025128	(6.173907267682516202e-19+0.007559317176302350616j)
-132.14324099162067228	(2.1780762159410487933e-19+0.007566804494616360781j)
-132.01234129772109327	(1.2296356631552001055e-18+0.0075743066579409771416j)
-131.88144160382151426	(2.0369739358452374644e-18+0.0075818237104685673455j)
-131.75054190992196368	(1.1704463415374452689e-18+0.0075893556965670773418j)
-131.61964221602235625	(1.4616835393930581885e-18+0.0075969026607808996104j)
-131.48874252212280567	(1.4506488604278983061e-18+0.0076044646478317361876j)
-131.35784282822322666	(1.4640520810578345206e-18+0.0076120417026195024562j)
-131.22694313432364766	(7.538043869494829618e-19+0.0076196338702232005793j)
-131.09604344042406865	(1.6046409171733579459e-18+0.0076272411959018033417j)
-130.96514374652448964	(1.7133718616745682591e-18+0.0076348637250951830943j)
-130.83424405262493906	(1.2446365237376260199e-18+0.0076425015034249895243j)
-130.70334435872536005	(1.8160388533929629658e-18+0.0076501545766955707933j)
-130.57244466482578105	(1.8385147775720703027e-18+0.0076578229908948755936j)
-130.44154497092620204	(1.9891868356253015921e-18+0.007665506792195400307j)
-130.31064527702662303	(2.0451887753567260575e-18+0.0076732060269550849893j)
-130.17974558312704403	(2.1793949632298098778e-18+0.007680920741718262265j)
-130.04884588922746502	(2.4997120149749417411e-18+0.00768865098321659321j)
-129.91794619532791444	(2.6881622118975140807e-18+0.007696396798370008438j)
-129.78704650142833543	(2.4411986916968685947e-18+0.007704158234287660466j)
-129.65614680752875643	(2.4886521068910979618e-18+0.0077119353382688656667j)
-129.52524711362917742	(2.4958187283848671636e-18+0.0077197281578040869918j)
-129.39434741972959841	(2.796448768526650742e-18+0.0077275367405758776593j)
-129.26344772583004783	(2.3684797945768172349e-18+0.0077353611344598682126j)
-129.1325480319304404	(1.8333946650922796447e-18+0.0077432013875257431693j)
-129.00164833803088982	(2.6925891718075004791e-18+0.0077510575480382081295j)
-128.87074864413131081	(6.949580371546994552e-18+0.0077589296644580097936j)
-128.7398489502317318	(3.0097308626031101976e-18+0.0077668177854429117438j)
-128.6089492563321528	(2.8661831546204460216e-18+0.0077747219598486927775j)
-128.4780495624325738	(3.3873270594884653842e-18+0.0077826422367301686597j)
-128.34714986853302321	(2.6524084749811029902e-18+0.00779057866534219913j)
-128.21625017463341578	(3.7860751190082904198e-18+0.0077985312951407191953j)
-128.0853504807338652	(3.1431372267102736157e-18+0.007806500175783743535j)
-127.95445078683428619	(3.1656386383589466553e-18+0.00781448535713242555j)
-127.823551092934721396	(3.8146656370358567476e-18+0.007822486889252078246j)
-127.69265139903512818	(3.733740948994005339e-18+0.007830504822413229815j)
-127.561751705135563384	(3.9636242166557773997e-18+0.007838539207092673142j)
-127.43085201123598438	(3.4304475869004182912e-18+0.0078465900939745248516j)
-127.29995231733640537	(4.101735226534076314e-18+0.007854657533951290432j)
-127.169052623436826366	(3.8960339870841501455e-18+0.0078627415781249362925j)
-127.03815292953726157	(4.119180689129884176e-18+0.0078708422778079739635j)
-126.907253235637696775	(1.8130971903568510353e-18+0.0078789596845245338935j)
-126.77635354173810356	(4.19813021082018342e-18+0.007887093850011473936j)
-126.64545384783853876	(1.6487291494942027251e-18+0.007895244826219449674j)
-126.51455415393895976	(4.9025324995829439476e-18+0.007903412665314059338j)
-126.38365446003939496	(4.3668732351251769557e-18+0.007911597419676919332j)
-126.252754766139801745	(4.841774412110475921e-18+0.00791979914190681436j)
-126.12185507224023695	(4.1584925783697992246e-18+0.007928017884820802441j)
-125.990955378340672155	(3.9424757822060972437e-18+0.007936253701455347684j)
-125.86005568444107894	(4.395288734725631157e-18+0.007944506645067489492j)
-125.72915599054151414	(4.7856086993257318587e-18+0.007952776769135940643j)
-125.59825629664193514	(5.0493820956025382454e-18+0.007961064127362301596j)
-125.46735660274237034	(5.534155777870859284e-18+0.007969368773672165507j)
-125.336456908842777125	(5.48231229426286241e-18+0.007977690762216329071j)
-125.20555721494321233	(5.0560717126209969015e-18+0.007986030147371947843j)
-125.074657521043647534	(5.3133025368574307745e-18+0.007994386983743726263j)
-124.94375782714405432	(5.8841980546692325327e-18+0.0080027613261651111415j)
-124.81285813324448952	(4.5957784842487206443e-18+0.008011153229699485151j)
-124.681958439344910516	(5.503572296349858177e-18+0.008019562749641381133j)
-124.55105874544534572	(5.5026854361099366476e-18+0.008027989941517685996j)
-124.420159051545752504	(6.113672764268453715e-18+0.0080364348610888741015j)
-124.28925935764618771	(5.888705432820737546e-18+0.008044897564350221575j)
-124.158359663746622914	(5.7363726108782021107e-18+0.008053378107533062241j)
-124.02745996984704391	(5.9138197395805557412e-18+0.008061876547106017546j)
-123.8965602759474649	(6.416338592145440242e-18+0.008070392939776259433j)
-123.765660582047885896	(5.7503243655031989807e-18+0.0080789273424907645516j)
-123.6347608881483211	(6.1136584319702258748e-18+0.008087479812437578866j)
-123.503861194248727884	(6.4822389458627589734e-18+0.008096050407047116967j)
-123.37296150034916309	(6.4447082239452080234e-18+0.008104639183993412807j)
-123.242061806449598294	(6.5041951861036972923e-18+0.008113246201195446761j)
-123.11116211255001929	(6.385589212592086056e-18+0.008121871516818422385j)
-122.98026241865044028	(7.169820498658354234e-18+0.0081305151892750934794j)
-122.849362724750861275	(6.808700497606641053e-18+0.008139177277227070337j)
-122.71846303085129648	(6.964597213054506174e-18+0.008147857839586150272j)
-122.587563336951731685	(6.5143079707595039275e-18+0.0081565569355156533615j)
-122.45666364305213847	(7.036175268675415759e-18+0.008165274624431770323j)
-122.32576394915257367	(6.980329715352825617e-18+0.00817401096600490519j)
-122.19486425525299467	(7.363646997414682514e-18+0.0081827660201610457474j)
-122.06396456135341566	(7.19652114852549936e-18+0.008191539847083123549j)
-121.933064867453836655	(8.5649558213254194854e-18+0.00820033250721240517j)
-121.80216517355427186	(7.377476604862298049e-18+0.008209144061249869576j)
-121.671265479654707065	(7.668134218523627788e-18+0.008217974570157608044j)
-121.54036578575511385	(7.8019418336989872375e-18+0.0082268240951602292915j)
-121.40946609185554905	(7.732394732983784584e-18+0.008235692697746266333j)
-121.278566397955970046	(7.417216185172461081e-18+0.008244580439669626712j)
-121.14766670405640525	(7.5424394011287570765e-18+0.008253487382950983747j)
-121.016767010156812034	(8.2207050862513061255e-18+0.008262413589879256254j)
-120.88586731625724724	(8.2075927966617614005e-18+0.0082713591230130431575j)
