wn	g_wn_up	g_wn_dn
-100.33461537402401	(7.318867136061467e-18+0.009963978391272672j)	(7.318867136061467e-18+0.009963978391272672j)
-99.94191629232529	(4.3325703035827375e-19+0.010003117976673045j)	(4.3325703035827375e-19+0.010003117976673045j)
-99.54921721062657	(1.1196947274185435e-19+0.010042566163258135j)	(1.1196947274185435e-19+0.010042566163258135j)
-99.15651812892784	(4.40145596633266e-19+0.010082326616376775j)	(4.40145596633266e-19+0.010082326616376775j)
-98.76381904722912	(-5.687841510864918e-21+0.01012240305636437j)	(-5.687841510864918e-21+0.01012240305636437j)
-98.3711199655304	(-8.026661806622785e-20+0.010162799265856875j)	(-8.026661806622785e-20+0.010162799265856875j)
-97.97842088383167	(-5.779365973422069e-21+0.010203519087911063j)	(-5.779365973422069e-21+0.010203519087911063j)
-97.58572180213295	(6.699852475571228e-20+0.01024456642618861j)	(6.699852475571228e-20+0.01024456642618861j)
-97.19302272043423	(-2.231784448765879e-19+0.010285945245734349j)	(-2.231784448765879e-19+0.010285945245734349j)
-96.8003236387355	(6.808977562426351e-20+0.010327659579631589j)	(6.808977562426351e-20+0.010327659579631589j)
-96.40762455703678	(-2.9845836528756204e-20+0.010369713526205714j)	(-2.9845836528756204e-20+0.010369713526205714j)
-96.01492547533805	(3.7312085417063805e-19+0.01041211124761509j)	(3.7312085417063805e-19+0.01041211124761509j)
-95.62222639363932	(-2.7910926801711294e-19+0.01045485697586875j)	(-2.7910926801711294e-19+0.01045485697586875j)
-95.2295273119406	(1.0094239232968227e-19+0.010497955015656616j)	(1.0094239232968227e-19+0.010497955015656616j)
-94.83682823024188	(2.9608667309270064e-19+0.010541409735774023j)	(2.9608667309270064e-19+0.010541409735774023j)
-94.44412914854315	(-1.55496450047066e-19+0.010585225586557152j)	(-1.55496450047066e-19+0.010585225586557152j)
-94.05143006684443	(-1.4080389206157473e-18+0.010629407087121782j)	(-1.4080389206157473e-18+0.010629407087121782j)
-93.65873098514571	(-7.905717548017954e-20+0.010673958831226592j)	(-7.905717548017954e-20+0.010673958831226592j)
-93.26603190344699	(-2.1525501295132446e-19+0.0107188854927406j)	(-2.1525501295132446e-19+0.0107188854927406j)
-92.87333282174826	(-2.5888624481143095e-19+0.010764191825495324j)	(-2.5888624481143095e-19+0.010764191825495324j)
-92.48063374004954	(3.567671698301867e-20+0.01080988266055315j)	(3.567671698301867e-20+0.01080988266055315j)
-92.0879346583508	(1.4065507160408035e-19+0.010855962914573136j)	(1.4065507160408035e-19+0.010855962914573136j)
