tau	g_0_tau_up
0.01171875	(-0.49806411131630756728-1.8881917492688362102e-12j)
0.03515625	(-0.4942390973373410601-1.8881574762012218109e-12j)
0.05859375	(-0.4904818065813055794-1.8880224668362153439e-12j)
0.08203125	(-0.48678751974803347036-1.8879184551086244592e-12j)
0.10546875	(-0.4831556380132580042-1.8876077400127749517e-12j)
0.12890625	(-0.4795837191761450624-1.887321973207928156e-12j)
0.15234375	(-0.47607050003084933065-1.8869849991599760368e-12j)
0.17578125	(-0.4726140415208161527-1.8865671619144822286e-12j)
0.19921875	(-0.46921298363724467384-1.88610439954182103e-12j)
0.22265625	(-0.4658656318943931729-1.8855940107007272126e-12j)
0.24609375	(-0.46257064690742111246-1.8849527411200003755e-12j)
0.26953125	(-0.45932649899807137528-1.8843926810629052597e-12j)
0.29296875	(-0.4561319045142680495-1.8836392524128392073e-12j)
0.31640625	(-0.45298546284297858122-1.8828366154207619656e-12j)
0.33984375	(-0.44988595733177594305-1.8820713403139879084e-12j)
0.36328125	(-0.4468320960842928069-1.8812176727239037006e-12j)
0.38671875	(-0.44382273199244554052-1.8802086731383914241e-12j)
0.41015625	(-0.44085666825504099542-1.8793319994171476324e-12j)
0.43359375	(-0.43793282622725654418-1.8781767819563350383e-12j)
0.45703125	(-0.4350500940440350517-1.877124856837605357e-12j)
0.48046875	(-0.43220745884956246474-1.8760496258874881112e-12j)
0.50390625	(-0.42940388558419106957-1.874862722970106762e-12j)
0.52734375	(-0.42663842382189881564-1.8735850908386498772e-12j)
0.55078125	(-0.42391010849704918728-1.872314633215489959e-12j)
0.57421875	(-0.42121804800757944864-1.8708983577122777046e-12j)
0.59765625	(-0.4185613414037293034-1.8695300221250716072e-12j)
0.62109375	(-0.41593915227707989324-1.868069035909811497e-12j)
0.64453125	(-0.41335063862052134898-1.8665704199866740237e-12j)
0.66796875	(-0.41079501567955056807-1.8650124251813865449e-12j)
0.69140625	(-0.40827149577616811404-1.863417069629185832e-12j)
0.71484375	(-0.40577934241965502027-1.8618582572498512416e-12j)
0.73828125	(-0.40331781810883182704-1.8601837886035005602e-12j)
0.76171875	(-0.40088623140463253147-1.8583811172595344789e-12j)
0.78515625	(-0.3984838912211206008-1.8566458339208530935e-12j)
0.80859375	(-0.39611014814796252637-1.8547450486229255472e-12j)
0.83203125	(-0.3937643540905935713-1.8529514222473744657e-12j)
0.85546875	(-0.3914458988350990043-1.8509718150924934698e-12j)
0.87890625	(-0.38915417415067166118-1.8490376349763876822e-12j)
0.90234375	(-0.3868886063738993797-1.8470469311649655263e-12j)
0.92578125	(-0.38464862427289014946-1.8450489795189340467e-12j)
0.94921875	(-0.3824336882678550653-1.8429604734770295554e-12j)
0.97265625	(-0.38024326149598530744-1.840844543758561862e-12j)
0.99609375	(-0.3780768361642580233-1.8386517421422000395e-12j)
1.01953125	(-0.37593390736061471635-1.8364881012969219592e-12j)
1.04296875	(-0.37381399694216982388-1.8342578959467252334e-12j)
1.06640625	(-0.3717166297205481973-1.8319359815602281412e-12j)
1.08984375	(-0.36964135521660068662-1.829627200372342902e-12j)
1.11328125	(-0.36758772591219213144-1.8272954652490405618e-12j)
1.13671875	(-0.36555531714584121872-1.8249309197593282726e-12j)
1.16015625	(-0.36354370717429451698-1.8224914637293473833e-12j)
1.18359375	(-0.36155249543842798987-1.820044528728349574e-12j)
1.20703125	(-0.3595812842188006453-1.8175268772511106898e-12j)
1.23046875	(-0.3576296954649488269-1.8150282965571388032e-12j)
1.25390625	(-0.35569735386213280348-1.8123753132602073749e-12j)
1.27734375	(-0.35378390238781476373-1.8098216413155957406e-12j)
1.30078125	(-0.3518889866337339689-1.8071556572065356889e-12j)
1.32421875	(-0.35001226922936928831-1.804499106406525679e-12j)
1.34765625	(-0.34815341528562016027-1.8018431132552887055e-12j)
1.37109375	(-0.3463121058052917589-1.7991769503946696301e-12j)
1.39453125	(-0.34448802413298873493-1.7964272528092671997e-12j)
1.41796875	(-0.3426808684562745455-1.7935695565901755496e-12j)
1.44140625	(-0.34089033916167343907-1.79082027817851399725e-12j)
1.46484375	(-0.33911615051645827013-1.7879607471092832716e-12j)
1.48828125	(-0.33735801884349458923-1.7850788356791683116e-12j)
1.51171875	(-0.33561567346211140794-1.7822227843632497792e-12j)
1.53515625	(-0.33388884560535125878-1.7792556867125145332e-12j)
1.55859375	(-0.3321772786886523221-1.7762842710557663823e-12j)
1.58203125	(-0.33048071790228350508-1.7733384787150487968e-12j)
1.60546875	(-0.32879891986829296036-1.7703738972089428562e-12j)
1.62890625	(-0.3271316428487605621-1.7672712581367383114e-12j)
