wn	g_0_wn_up
-133.97583670621472152	(5.0362754745533654215e-20+0.007462966992448613439j)
-133.84493701231514251	(4.5289950712211442103e-19+0.00747026459069468924j)
-133.7140373184155635	(5.8756759737771798164e-19+0.0074775764722344985683j)
-133.58313762451601292	(-2.0163329890136843167e-20+0.007484902679040198077j)
-133.45223793061640549	(9.78967844515300814e-19+0.007492243253249673829j)
-133.32133823671685491	(-5.8311594296024377716e-20+0.0074995982371667199717j)
-133.1904385428172759	(9.405484558632914166e-19+0.007506967673261605127j)
-133.0595388489176969	(5.849449882726885796e-19+0.0075143516041717853607j)
-132.92863915501811789	(8.1865235252307122685e-19+0.0075217500727026683285j)
-132.79773946111853888	(8.679140578653006173e-19+0.0075291631218284095148j)
-132.6668397672189883	(-1.9063383042321455815e-19+0.007536590794692727552j)
-132.53594007331938087	(1.06453339247445453555e-18+0.0075440331346097412243j)
-132.40504037941983029	(1.3963121395500216486e-19+0.007551490185064776116j)
-132.27414068552025128	(-5.2134531160624091254e-19+0.0075589619897152302355j)
-132.14324099162067228	(-1.4773574962007770076e-18+0.0075664485923914092877j)
-132.01234129772109327	(5.5962386991218861716e-20+0.0075739500370973792884j)
-131.88144160382151426	(1.6699409775765227303e-18+0.007581466368011836529j)
-131.75054190992196368	(-1.5208843649670512101e-19+0.007588997629488959326j)
-131.61964221602235625	(2.1418236006037987328e-19+0.007596543866059294464j)
-131.48874252212280567	(3.2149851090418340134e-19+0.0076041051224306106804j)
-131.35784282822322666	(-1.7074337692244889355e-19+0.007611681443488806792j)
-131.22694313432364766	(-1.4007634988695176372e-18+0.00761927287429878166j)
-131.09604344042406865	(2.7105512305308651544e-19+0.007626879460105326705j)
-130.96514374652448964	(-8.369025954112026273e-21+0.0076345012463340340345j)
-130.83424405262493906	(-5.558019789121067711e-19+0.0076421382785921915595j)
-130.70334435872536005	(3.9389720574819779576e-20+0.007649790602669696328j)
-130.57244466482578105	(2.713806484114448684e-19+0.007657458264539966121j)
-130.44154497092620204	(-1.244627024535322048e-19+0.007665141310360857989j)
-130.31064527702662303	(-7.939864081591640156e-20+0.0076728397864756024j)
-130.17974558312704403	(1.8973524756835081895e-19+0.0076805537394137209095j)
-130.04884588922746502	(8.115473173829930455e-19+0.0076882832158919828594j)
-129.91794619532791444	(7.3911591186485381604e-19+0.007696028262815323047j)
-129.78704650142833543	(1.505916323012759519e-19+0.0077037889272778070984j)
-129.65614680752875643	(4.5612253241357084743e-19+0.0077115652565635890367j)
-129.52524711362917742	(2.403450985642614525e-19+0.0077193572981478532358j)
-129.39434741972959841	(3.7653696197741991268e-19+0.007727165099697792805j)
-129.26344772583004783	(4.774748829741649742e-20+0.0077349887090735801667j)
-129.1325480319304404	(-1.8870486767496305257e-18+0.00774282817432934891j)
-129.00164833803088982	(6.3278158639232813386e-20+0.007750683543714149623j)
-128.87074864413131081	(2.0449477846079210878e-18+0.0077585548656729837885j)
-128.7398489502317318	(3.4205845055804804103e-19+0.007766442188847786504j)
-128.6089492563321528	(1.1121472963052747126e-19+0.0077743455620783727747j)
-128.4780495624325738	(7.7823483287990734714e-19+0.007782265034403526051j)
-128.34714986853302321	(3.2361344804365297614e-21+0.0077902006550619696743j)
-128.21625017463341578	(8.3184079323250850255e-19+0.0077981524734933947013j)
-128.0853504807338652	(-2.582514411547477712e-19+0.007806120539339476451j)
-127.95445078683428619	(-1.6646878729930088066e-19+0.007814104902444917941j)
