wn	g_wn_up	g_wn_dn
-100.33461537402401	(9.302144321123274e-18+0.009963575094768607j)	(9.302144321123274e-18+0.009963575094768607j)
-99.94191629232529	(4.776548266156801e-19+0.010002711490898056j)	(4.776548266156801e-19+0.010002711490898056j)
-99.54921721062657	(1.9033257188987027e-19+0.010042156434924357j)	(1.9033257188987027e-19+0.010042156434924357j)
-99.15651812892784	(6.883764535731623e-19+0.010081913589833826j)	(6.883764535731623e-19+0.010081913589833826j)
-98.76381904722912	(3.981161513534682e-20+0.010121986679319588j)	(3.981161513534682e-20+0.010121986679319588j)
-98.3711199655304	(-9.172569966952403e-20+0.010162379480859372j)	(-9.172569966952403e-20+0.010162379480859372j)
-97.97842088383167	(-5.778886516788461e-21+0.01020309583677913j)	(-5.778886516788461e-21+0.01020309583677913j)
-97.58572180213295	(5.242925950196588e-20+0.01024413964841177j)	(5.242925950196588e-20+0.01024413964841177j)
-97.19302272043423	(-3.4061228030745255e-19+0.010285514885509214j)	(-3.4061228030745255e-19+0.010285514885509214j)
-96.8003236387355	(8.28849341007359e-20+0.010327225575849806j)	(8.28849341007359e-20+0.010327225575849806j)
-96.40762455703678	(5.3717970540367495e-20+0.010369275815465576j)	(5.3717970540367495e-20+0.010369275815465576j)
-96.01492547533805	(6.679500437621509e-19+0.010411669766283313j)	(6.679500437621509e-19+0.010411669766283313j)
-95.62222639363932	(-4.459300794697806e-19+0.010454411664498259j)	(-4.459300794697806e-19+0.010454411664498259j)
-95.2295273119406	(1.468127327307407e-19+0.010497505802327587j)	(1.468127327307407e-19+0.010497505802327587j)
-94.83682823024188	(2.7138944796458635e-19+0.010540956557963435j)	(2.7138944796458635e-19+0.010540956557963435j)
-94.44412914854315	(-2.3944384702365227e-19+0.010584768376423399j)	(-2.3944384702365227e-19+0.010584768376423399j)
-94.05143006684443	(-1.9723376567935853e-18+0.01062894577173867j)	(-1.9723376567935853e-18+0.01062894577173867j)
-93.65873098514571	(-1.2015642607426384e-19+0.010673493343144628j)	(-1.2015642607426384e-19+0.010673493343144628j)
-93.26603190344699	(-2.885758713896591e-19+0.010718415760147985j)	(-2.885758713896591e-19+0.010718415760147985j)
-92.87333282174826	(-3.489029011556737e-19+0.01076371777422576j)	(-3.489029011556737e-19+0.01076371777422576j)
-92.48063374004954	(1.0539915143908013e-19+0.010809404214948365j)	(1.0539915143908013e-19+0.010809404214948365j)
-92.0879346583508	(1.095703649968489e-19+0.010855479996902126j)	(1.095703649968489e-19+0.010855479996902126j)
-91.69523557665208	(5.739946808106572e-19+0.010901950116834834j)	(5.739946808106572e-19+0.010901950116834834j)
-91.30253649495336	(2.5952514726613384e-19+0.010948819660167721j)	(2.5952514726613384e-19+0.010948819660167721j)
-90.90983741325464	(-9.933877974732482e-19+0.010996093796035663j)	(-9.933877974732482e-19+0.010996093796035663j)
-90.51713833155591	(-2.911280214773973e-19+0.011043777787420711j)	(-2.911280214773973e-19+0.011043777787420711j)
-90.12443924985719	(6.488046117043003e-20+0.011091876985116527j)	(6.488046117043003e-20+0.011091876985116527j)
-89.73174016815847	(-3.96140642169919e-20+0.011140396834592193j)	(-3.96140642169919e-20+0.011140396834592193j)
-89.33904108645974	(1.7653186737473766e-18+0.011189342877751472j)	(1.7653186737473766e-18+0.011189342877751472j)
-88.94634200476102	(-1.1218478966634844e-18+0.011238720756140401j)	(-1.1218478966634844e-18+0.011238720756140401j)
-88.5536429230623	(3.554606745108824e-19+0.011288536205084276j)	(3.554606745108824e-19+0.011288536205084276j)
-88.16094384136358	(-2.9083164493000555e-19+0.011338795070140071j)	(-2.9083164493000555e-19+0.011338795070140071j)
-87.76824475966484	(4.1225439492807153e-19+0.011389503294006549j)	(4.1225439492807153e-19+0.011389503294006549j)
