wn	g_0_wn_up
-133.97583670621472152	(-7.9188394820313735535e-20+0.0074629670107584185j)
-133.84493701231514251	(4.354294785622129744e-19+0.0074702646090205031965j)
-133.7140373184155635	(3.6882013379097022008e-19+0.0074775764905798359702j)
-133.58313762451601292	(-1.4621934159700809932e-19+0.0074849026974083418887j)
-133.45223793061640549	(7.9183223749371086945e-19+0.007492243271643249554j)
-133.32133823671685491	(-1.8563537377356007353e-19+0.007499598255587770247j)
-133.1904385428172759	(3.1025908348420371079e-19+0.0075069676917117640624j)
-133.0595388489176969	(-4.142473251648865394e-20+0.0075143516226523843562j)
-132.92863915501811789	(3.4361356794415335224e-19+0.0075217500912148280157j)
-132.79773946111853888	(5.7909947908923076426e-19+0.007529163140373097869j)
-132.6668397672189883	(-1.8014788076952486162e-19+0.007536590813270802394j)
-132.53594007331938087	(9.70847011104591816e-19+0.0075440331532219736393j)
-132.40504037941983029	(5.534210384800329175e-20+0.0075514902037118686665j)
-132.27414068552025128	(-4.0737222902621226185e-19+0.00755896200839783778j)
-132.14324099162067228	(-1.1380304787317585719e-18+0.0075664486111101407137j)
-132.01234129772109327	(3.3087198664872683018e-19+0.0075739500558528235347j)
-131.88144160382151426	(1.4836130063300020536e-18+0.0075814663868045417683j)
-131.75054190992196368	(2.826252262749590478e-20+0.0075889976483194589857j)
-131.61964221602235625	(3.7987678861940320093e-19+0.0075965438849281020223j)
-131.48874252212280567	(2.5615833369276494204e-19+0.0076041051413382283394j)
-131.35784282822322666	(1.6867440356193452523e-19+0.007611681462435719407j)
-131.22694313432364766	(-1.0469926204590759205e-18+0.0076192728932854645457j)
-131.09604344042406865	(1.7301879069958000762e-19+0.0076268794791322499713j)
-130.96514374652448964	(2.298496293750133494e-19+0.0076345012654016547807j)
-130.83424405262493906	(-6.11561895020577674e-19+0.007642138297700963416j)
-130.70334435872536005	(1.7177193234916375033e-19+0.0076497906218200694556j)
-130.57244466482578105	(9.9697232684968404973e-20+0.0076574582837323820067j)
-130.44154497092620204	(2.2325278391287932078e-19+0.007665141329595758987j)
-130.31064527702662303	(2.0193793217371379821e-19+0.0076728398057534239265j)
-130.17974558312704403	(3.0068943034716640715e-19+0.0076805537587349001147j)
-130.04884588922746502	(6.9021141661090284774e-19+0.007688283235256946485j)
-129.91794619532791444	(8.710691892678625678e-19+0.0076960282822245056414j)
-129.78704650142833543	(3.8260717244553072572e-19+0.007703788946731636271j)
-129.65614680752875643	(3.4475589264038474272e-19+0.0077115652760624915293j)
-129.52524711362917742	(2.4110465213038442778e-19+0.007719357317692257525j)
-129.39434741972959841	(5.946832938002390202e-19+0.0077271651192881247658j)
-129.26344772583004783	(-1.9045159024938729777e-19+0.007734988728710269143j)
-129.1325480319304404	(-1.1373096120415949448e-18+0.007742828194012819909j)
-129.00164833803088982	(8.4648327563914595464e-20+0.007750683563444830254j)
-128.87074864413131081	(6.6421180252375608236e-18+0.0077585548854513033956j)
-128.7398489502317318	(3.5002210740442866766e-19+0.0077664422086741657578j)
-128.6089492563321528	(9.9260530115405050854e-21+0.0077743455819532453557j)
-128.4780495624325738	(7.0851684115220644383e-19+0.007782265054327323038j)
-128.34714986853302321	(-5.6087590933807911865e-19+0.007790200675035118677j)
-128.21625017463341578	(1.0922699908417269911e-18+0.007798152493516328533j)
-128.0853504807338652	(-3.2223118589730228142e-20+0.007806120559412627058j)
-127.95445078683428619	(-1.1573420211201015197e-19+0.007814104922568718137j)
-127.823551092934721396	(7.775943111438557465e-19+0.0078221056330333785245j)
-127.69265139903512818	(5.348015803122165861e-19+0.0078301227410604908735j)
-127.561751705135563384	(7.714442783896994562e-19+0.007838156297110088905j)
-127.43085201123598438	(-1.8334693799845787187e-19+0.00784620635184943814j)
-127.29995231733640537	(7.4078622935086179114e-19+0.007854272956154083676j)
-127.169052623436826366	(2.9080074071079387608e-19+0.0078623561611089274465j)
-127.03815292953726157	(5.151184611470469424e-19+0.007870456018009298546j)
-126.907253235637696775	(-3.243720968733759638e-18+0.007878572578362047843j)
-126.77635354173810356	(3.9382040691792457135e-19+0.007886705893886654731j)
-126.64545384783853876	(-3.7286505986781610634e-18+0.007894856016516269698j)
-126.51455415393895976	(1.246071224651339009e-18+0.007903022998398873122j)
-126.38365446003939496	(2.8537631078482740797e-19+0.007911206891898376822j)
-126.252754766139801745	(9.044250266263563677e-19+0.0079194077495957290735j)
-126.12185507224023695	(-2.9299604850821958112e-19+0.0079276256242900421806j)
-125.990955378340672155	(-7.5300861117867737103e-19+0.00793586056899973219j)
-125.86005568444107894	(-1.7264293714475182889e-19+0.007944112636963663807j)
-125.72915599054151414	(3.0402424322602558619e-19+0.0079523818816422658234j)
-125.59825629664193514	(5.9236864615091377384e-19+0.007960668356718736752j)
-125.46735660274237034	(1.2168868738812304786e-18+0.007968972116100163719j)
-125.336456908842777125	(9.999098824922370355e-19+0.007977293213918702081j)
-125.20555721494321233	(2.0175497821670934275e-19+0.007985631704532756767j)
-125.074657521043647534	(4.7568377179253031384e-19+0.007993987642528167098j)
-124.94375782714405432	(1.2308170363167348093e-18+0.008002361082719386398j)
-124.81285813324448952	(-9.166483706368192644e-19+0.008010752080150689361j)
-124.681958439344910516	(3.6438745745356669287e-19+0.008019160690097377683j)
-124.55105874544534572	(2.2526254972403950998e-19+0.008027586968066980494j)
-124.420159051545752504	(1.04524519352832349015e-18+0.008036030969800503354j)
-124.28925935764618771	(5.5756019155265503985e-19+0.008044492751273618278j)
-124.158359663746622914	(1.8033401669889766644e-19+0.008052972368697931815j)
-124.02745996984704391	(3.2533656505204103383e-19+0.008061469878522214971j)
-123.8965602759474649	(9.72017043017407621e-19+0.008069985337433659145j)
-123.765660582047885896	(-2.1007390478978682784e-19+0.008078518802359135539j)
-123.6347608881483211	(2.1607885122142679509e-19+0.0080870703304664563055j)
-123.503861194248727884	(6.527416470012035342e-19+0.00809563997916567385j)
-123.37296150034916309	(4.5102982955421725347e-19+0.008104227806110324631j)
