tau	g_0_tau_up
0.01171875	(-0.5029234665920351288+3.6461682406326001958e-05j)
0.03515625	(-0.5008066074834790493+3.6631505635450117625e-05j)
0.05859375	(-0.49875666752429465012+3.679983993312793705e-05j)
0.08203125	(-0.49676853124735403933+3.6966660163400668682e-05j)
0.10546875	(-0.49484122529894331022+3.7131944897324535484e-05j)
0.12890625	(-0.4929719538470436757+3.729567615436474499e-05j)
0.15234375	(-0.49115911970901549033+3.7457839132092693327e-05j)
0.17578125	(-0.48940046864733377507+3.761842197021177472e-05j)
0.19921875	(-0.48769434323852034474+3.777741551860629935e-05j)
0.22265625	(-0.4860387685230016519+3.7934813128570050555e-05j)
0.24609375	(-0.4844321406847494349+3.8090610451627021974e-05j)
0.26953125	(-0.4828726808923422542+3.8244805256098226762e-05j)
0.29296875	(-0.48135887082131567638+3.8397397252213022814e-05j)
0.31640625	(-0.4798890889675113125+3.8548387931736360088e-05j)
0.33984375	(-0.47846191085576622593+3.869778041567599041e-05j)
0.36328125	(-0.47707584919882639607+3.8845579314234670166e-05j)
0.38671875	(-0.47572957328974851965+3.8991790594576330032e-05j)
0.41015625	(-0.4744217139428080765+3.913642145888684596e-05j)
0.43359375	(-0.47315103076747611066+3.9279480229267479377e-05j)
0.45703125	(-0.47191626026827993012+3.942097624208934335e-05j)
0.48046875	(-0.47071624755592539335+3.956091974796848126e-05j)
0.50390625	(-0.46954982466016637055+3.969932182016773064e-05j)
0.52734375	(-0.46841591689995565329+3.983619426806375599e-05j)
0.55078125	(-0.46731344318117312708+3.9971549557921170516e-05j)
0.57421875	(-0.46624140367824518094+4.0105400738124544863e-05j)
0.59765625	(-0.46519879663471591646+4.0237761370732500344e-05j)
0.62109375	(-0.46418469187178951207+4.0368645467219323002e-05j)
0.64453125	(-0.46319816029719529382+4.0498067429440995574e-05j)
0.66796875	(-0.46223833641292955132+4.062604199448571578e-05j)
0.69140625	(-0.46130435782160839064+4.075258418408683899e-05j)
0.71484375	(-0.460395419026953856+4.0877709257333977452e-05j)
0.73828125	(-0.45951071894888639857+4.1001432667408231093e-05j)
0.76171875	(-0.45864950771578205657+4.112377002145024081e-05j)
0.78515625	(-0.45781104069581762817+4.1244737043583656335e-05j)
0.80859375	(-0.45699461956615344826+4.1364349540756913115e-05j)
0.83203125	(-0.45619955171830312013+4.1482623371634016086e-05j)
0.85546875	(-0.45542518659411324045+4.1599574417715839026e-05j)
0.87890625	(-0.4546708795759237809+4.1715218557005646612e-05j)
0.90234375	(-0.45393602436396973676+4.1829571639926273988e-05j)
0.92578125	(-0.45322002064856548031+4.1942649467228545275e-05j)
0.94921875	(-0.45252230314367719588+4.2054467769965273396e-05j)
0.97265625	(-0.45184231247827466582+4.2165042191143469342e-05j)
0.99609375	(-0.45117952138007882956+4.2274388269187209723e-05j)
1.01953125	(-0.45053340832987437414+4.2382521422967562707e-05j)
1.04296875	(-0.44990348129688317869+4.2489456938113132902e-05j)
1.06640625	(-0.44928925378230166743+4.2595209955136082455e-05j)
1.08984375	(-0.44869026643584186687+4.2699795458184726133e-05j)
1.11328125	(-0.44810606517935491766+4.2803228265664105103e-05j)
1.13671875	(-0.44753622097754375275+4.2905523021467698377e-05j)
1.16015625	(-0.44698030978370750788+4.300669418742787914e-05j)
1.18359375	(-0.44643793069269765983+4.3106756036688254627e-05j)
1.20703125	(-0.44590868749179618513+4.3205722648007559294e-05j)
1.23046875	(-0.44539220538790241788+4.330360790075058657e-05j)
1.25390625	(-0.44488811397969652006+4.340042547084682525e-05j)
1.27734375	(-0.44439606272180753876+4.3496188827198660346e-05j)
1.30078125	(-0.44391570516144018832+4.359091122892327794e-05j)
1.32421875	(-0.4434467132783899146+4.3684605723129054625e-05j)
1.34765625	(-0.44298876285153759857+4.377728514322273167e-05j)
1.37109375	(-0.44254154679390511617+4.386896210777517692e-05j)
1.39453125	(-0.44210476153284178347+4.3959649019850148435e-05j)
1.41796875	(-0.4416781194430045021+4.4049358066643804074e-05j)
1.44140625	(-0.4412613361394185918+4.4138101219708419812e-05j)
1.46484375	(-0.4408541420976510583+4.4225890235415323752e-05j)
1.48828125	(-0.4404562707718334691+4.4312736655755145744e-05j)
1.51171875	(-0.4400674694798556441+4.439865180949163889e-05j)
1.53515625	(-0.43968748826933590212+4.4483646813520103555e-05j)
1.55859375	(-0.43931609013599898228+4.4567732574553450484e-05j)
1.58203125	(-0.43895304056984141283+4.4650919790934336323e-05j)
1.60546875	(-0.43859811716664010017+4.4733218954757082795e-05j)
1.62890625	(-0.43825109979447318675+4.4814640354066641987e-05j)
1.65234375	(-0.43791177965129607363+4.489519407537555137e-05j)
1.67578125	(-0.43757994999876259623+4.4974890006077855727e-05j)
1.69921875	(-0.43725541471278928096+4.5053737837283652085e-05j)
1.72265625	(-0.43693797953747326446+4.513174706653722522e-05j)
1.74609375	(-0.43662746017038672752+4.5208927000738681132e-05j)
1.76953125	(-0.43632367399445132206+4.528528675917505784e-05j)
1.79296875	(-0.4360264477352161494+4.5360835276518049518e-05j)
1.81640625	(-0.43573560963295898674+4.5435581306027979763e-05j)
1.83984375	(-0.43545099670529929803+4.5509533422660901412e-05j)
1.86328125	(-0.43517244732564308585+4.5582700026369944724e-05j)
1.88671875	(-0.4348998081210824762+4.565508934530105071e-05j)
1.91015625	(-0.4346329269266679951+4.5726709439078666152e-05j)
1.93359375	(-0.4343716593455709818+4.5797568202169819656e-05j)
1.95703125	(-0.43411586205162783214+4.5867673367130582093e-05j)
1.98046875	(-0.43386539903612519886+4.5937032507895359814e-05j)
2.00390625	(-0.43362013523367182177+4.6005653043220198772e-05j)
2.02734375	(-0.43337994247766403744+4.6073542239857226844e-05j)
2.05078125	(-0.43314469342685157915+4.6140707215912421177e-05j)
2.07421875	(-0.43291426724949788607+4.62071549440686702e-05j)
2.09765625	(-0.43268854383006050135+4.6272892254950662833e-05j)
2.12109375	(-0.4324674092002550041+4.6337925840242450836e-05j)
2.14453125	(-0.43225075000708984563+4.640226225594267775e-05j)
2.16796875	(-0.432038458707439621+4.646590792552048136e-05j)
2.19140625	(-0.4318304282802993832+4.6528869143121743776e-05j)
2.21484375	(-0.43162655720004095006+4.6591152076510863986e-05j)
2.23828125	(-0.4314267443772083488+4.6652762770354487738e-05j)
2.26171875	(-0.43123089392434632572+4.6713707149017231264e-05j)
2.28515625	(-0.43103891031096663866+4.6773991019733582503e-05j)
2.30859375	(-0.43085070293469096558+4.6833620075400507737e-05j)
2.33203125	(-0.43066618147718616072+4.6892599897591452315e-05j)
2.35546875	(-0.4304852602923347482+4.6950935959257643923e-05j)
2.37890625	(-0.4303078539509945788+4.7008633627687557936e-05j)
2.40234375	(-0.43013388145698139287+4.7065698167115589158e-05j)
2.42578125	(-0.42996326196945855447+4.7122134741479733606e-05j)
2.44921875	(-0.4297959188566803368+4.7177948417068708766e-05j)
2.47265625	(-0.42963177558568044212+4.7233144165170788252e-05j)
2.49609375	(-0.4294707596229662694+4.7287726864473717198e-05j)
2.51953125	(-0.42931279848195491589+4.7341701303723440254e-05j)
2.54296875	(-0.42915782347912279082+4.739507218412052043e-05j)
2.56640625	(-0.42900576593034883688+4.744784412169250219e-05j)
2.58984375	(-0.42885656077039813194+4.7500021649585623482e-05j)
2.61328125	(-0.42871014288997688624+4.7551609220539039612e-05j)
2.63671875	(-0.42856645062586462558+4.7602611208938397044e-05j)
2.66015625	(-0.42842542223107038524+4.7653031913098424554e-05j)
2.68359375	(-0.42828699924241192543+4.7702875557436514643e-05j)
2.70703125	(-0.42815112307670061265+4.7752146294512012956e-05j)
2.73046875	(-0.42801773828209349615+4.7800848207077820172e-05j)
2.75390625	(-0.427886789253722144+4.7848985310139380018e-05j)
2.77734375	(-0.42775822337471680612+4.7896561552798256646e-05j)
2.80078125	(-0.42763198784514078188+4.7943580820301751077e-05j)
2.82421875	(-0.42750803271818910156+4.7990046935745268018e-05j)
2.84765625	(-0.42738630783670472635+4.8035963662008870348e-05j)
2.87109375	(-0.42726676576969102594+4.8081334703428285388e-05j)
2.89453125	(-0.4271493588510631989+4.812616370758758576e-05j)
2.91796875	(-0.42703404202128214528+4.8170454266995738643e-05j)
2.94140625	(-0.4269207699633413844+4.8214209920627833033e-05j)
2.96484375	(-0.42680949985402150126+4.8257434155609807956e-05j)
2.98828125	(-0.42670018859243374898+4.830013040875497023e-05j)
3.01171875	(-0.4265927954651175802+4.8342302068006152765e-05j)
3.03515625	(-0.42648727946275183376+4.8383952473991924143e-05j)
3.05859375	(-0.4263836018630544622+4.842508492139561071e-05j)
3.08203125	(-0.42628172363154942515+4.8465702660354561117e-05j)
3.10546875	(-0.42618160792598913655+4.850580889778031155e-05j)
3.12890625	(-0.4260832175773116015+4.8545406798783999867e-05j)
3.15234375	(-0.42598651751908472862+4.8584499487779270275e-05j)
3.17578125	(-0.42589147234502311434+4.8623090049871990105e-05j)
3.19921875	(-0.42579804866674708652+4.866118153195728624e-05j)
3.22265625	(-0.42570621274444281346+4.8698776943984558316e-05j)
3.24609375	(-0.42561593277603848584+4.8735879259992871486e-05j)
3.26953125	(-0.42552717659779137893+4.8772491419268823338e-05j)
3.29296875	(-0.42543991390780666606+4.8808616327460731038e-05j)
3.31640625	(-0.42535411403352080262+4.8844256857487626435e-05j)
3.33984375	(-0.42526974809232298558+4.8879415850681435943e-05j)
3.36328125	(-0.4251867868230765346+4.8914096117630266212e-05j)
3.38671875	(-0.4251052026864505784+4.8948300439287739465e-05j)
3.41015625	(-0.4250249677577826457+4.8982031567748170946e-05j)
3.43359375	(-0.4249460557695833307+4.9015292227197678496e-05j)
3.45703125	(-0.424868440063191799+4.904808511474470175e-05j)
3.48046875	(-0.42479209557578717638+4.908041290130930542e-05j)
3.50390625	(-0.4247169968484248992+4.911227823238996094e-05j)
3.52734375	(-0.4246431199597643924+4.9143683728851476856e-05j)
3.55078125	(-0.42457044058820558874+4.9174631987708151927e-05j)
3.57421875	(-0.42449893589442533326+4.9205125582788370733e-05j)
3.59765625	(-0.42442858263545568676+4.923516706556451978e-05j)
3.62109375	(-0.42435935899801180415+4.9264758965705530806e-05j)
