tau	g_0_tau_up
0.01171875	(-0.49844039748440033266-1.9077973471720134206e-16j)
0.03515625	(-0.49536792733581180848-1.7282812520454520585e-16j)
0.05859375	(-0.49236309442782977275-1.8012796696846182568e-16j)
0.08203125	(-0.48942112228235234994-1.7035178025940852424e-16j)
0.10546875	(-0.48654135510413082377-2.0330204940670387206e-16j)
0.12890625	(-0.48372129399998459176-2.1909320097218519529e-16j)
0.15234375	(-0.48095961941602666245-1.8064453332200601552e-16j)
0.17578125	(-0.47825433635203679072-2.0269904134898115881e-16j)
0.19921875	(-0.47560402931474687893-2.1536218257057269406e-16j)
0.22265625	(-0.4730069488430768132-2.014592673551190462e-16j)
0.24609375	(-0.47046170113132701474-1.8170677436621611991e-16j)
0.26953125	(-0.46796670267594320247-1.9271468317349551955e-16j)
0.29296875	(-0.46552061663220561938-2.117974859735705113e-16j)
0.31640625	(-0.46312198986046465565-2.1151407544785888292e-16j)
0.33984375	(-0.46076955387760709648-2.1213721210999100505e-16j)
0.36328125	(-0.45846196567917490983-1.8226321543401693785e-16j)
0.38671875	(-0.45619802779524554204-1.7867018954247134193e-16j)
0.41015625	(-0.45397649382988464195-1.7726605815578203185e-16j)
0.43359375	(-0.45179623632885829165-2.0142088653658810371e-16j)
0.45703125	(-0.44965609541883383438-1.9764070265624868317e-16j)
0.48046875	(-0.44755501105039735554-2.1300132114978278396e-16j)
0.50390625	(-0.44549190179642322862-1.9993264841610783568e-16j)
0.52734375	(-0.44346577169902590132-1.8225157101435533224e-16j)
0.55078125	(-0.44147561100400745104-1.9108566347517679232e-16j)
0.57421875	(-0.4395204842700546899-2.1293911935630081722e-16j)
0.59765625	(-0.43759944756192731274-1.8558066364018156794e-16j)
0.62109375	(-0.4357116223425155921-1.6191124566881685956e-16j)
0.64453125	(-0.43385612533450335082-1.7265377836612757805e-16j)
0.66796875	(-0.43203213137213503092-1.9029592004040508663e-16j)
0.69140625	(-0.4302388132244452379-2.0007380146266481654e-16j)
0.71484375	(-0.42847539570433729184-1.983724304949057563e-16j)
0.73828125	(-0.42674110346817739625-1.9832218837167989795e-16j)
0.76171875	(-0.42503520808482830873-1.9266461412488814085e-16j)
0.78515625	(-0.42335698232232021887-1.9307827413836419992e-16j)
0.80859375	(-0.42170574146523631676-1.8490042690716006345e-16j)
0.83203125	(-0.42008080294912331087-1.8865076161320398999e-16j)
0.85546875	(-0.41848152291899864963-1.8794794455551980124e-16j)
0.87890625	(-0.4169072603248755171-1.9621951279769224306e-16j)
0.90234375	(-0.41535740949861632565-1.8927991160266249356e-16j)
0.92578125	(-0.41383136801016207063-2.0155376871621419991e-16j)
0.94921875	(-0.41232856587981281393-1.7866170189390472359e-16j)
0.97265625	(-0.41084843663442405237-1.6843352862687859657e-16j)
0.99609375	(-0.40939044365121324276-1.9631241634742021754e-16j)
1.01953125	(-0.40795405395963846296-2.1703711909054360934e-16j)
1.04296875	(-0.40653876212005091162-1.744549440908319414e-16j)
1.06640625	(-0.40514406639924882558-1.6383355075345869498e-16j)
1.08984375	(-0.4037694905152161562-2.0134788613285380448e-16j)
1.11328125	(-0.40241456187875912498-2.357420154881915931e-16j)
1.13671875	(-0.40107883147885531328-1.8182003534349869132e-16j)
1.16015625	(-0.39976185393381402644-1.727838058334457207e-16j)
1.18359375	(-0.3984632057466720445-1.9256259597538802113e-16j)
1.20703125	(-0.39718246695015657632-2.0588186929672341629e-16j)
1.23046875	(-0.39591923792533811888-2.081452789539613203e-16j)
1.25390625	(-0.39467312245769192725-1.948481855846391961e-16j)
1.27734375	(-0.39344374328286468856-1.9113594047785182976e-16j)
1.30078125	(-0.39223072639803491235-1.7282925771927843382e-16j)
1.32421875	(-0.3910337154746608146-1.9437258657985498303e-16j)
1.34765625	(-0.38985235729146372474-1.7652033448147583093e-16j)
1.37109375	(-0.38868631513424939383-2.0291662508280682102e-16j)
1.39453125	(-0.3875352552351725155-1.9277616787462634466e-16j)
1.41796875	(-0.3863988592633206265-1.7455841399400587997e-16j)
1.44140625	(-0.38527681167019667274-1.7594748933214531655e-16j)
1.46484375	(-0.3841688113610567945-1.896528585101717286e-16j)
1.48828125	(-0.3830745598593776613-2.0610492361537959209e-16j)
1.51171875	(-0.3819937722374315836-2.0643273742901761427e-16j)
1.53515625	(-0.38092616602332990405-1.7571876524184382323e-16j)
1.55859375	(-0.37987147145959165861-1.9251298240603012652e-16j)
1.58203125	(-0.3788294210855602251-1.7985644981038739705e-16j)
1.60546875	(-0.37779975938444010364-1.8657812884270689244e-16j)
1.62890625	(-0.37678223298174617906-2.0782993550844301908e-16j)
1.65234375	(-0.3757765997342231712-1.6410560456326552134e-16j)
1.67578125	(-0.37478261949171304268-1.9461920627465287953e-16j)
1.69921875	(-0.37380006267531451503-2.0681708090358093757e-16j)
1.72265625	(-0.37282870155586556038-1.7029302831745232998e-16j)
1.74609375	(-0.3718683183634697853-1.8531775450160875544e-16j)
1.76953125	(-0.37091869704082197634-1.8682959074941312245e-16j)
1.79296875	(-0.369979630921698055-1.7769300124232962058e-16j)
1.81640625	(-0.36905091492172126255-2.0462999623543906711e-16j)
1.83984375	(-0.36813235281948358812-2.0153283763459658153e-16j)
1.86328125	(-0.36722374985116112978-1.6871551151640114085e-16j)
1.88671875	(-0.36632491962450536294-1.9053496832702821914e-16j)
1.91015625	(-0.36543567708705115837-1.9011990998195957682e-16j)
1.93359375	(-0.36455584510021249445-1.7428260209588107207e-16j)
1.95703125	(-0.36368524775376298575-2.016546683107309948e-16j)
1.98046875	(-0.36282371662462531425-1.8159332592051079683e-16j)
2.00390625	(-0.36197108441290226644-2.054414537299769609e-16j)
2.02734375	(-0.36112719090761313812-1.9188899109399593461e-16j)
2.05078125	(-0.36029187692183772818-1.858918782998369743e-16j)
2.07421875	(-0.35946498998560494353-1.8447340923649391774e-16j)
2.09765625	(-0.35864637855973879876-1.8213105494362590002e-16j)
2.12109375	(-0.35783589747427796413-1.8756875417491167952e-16j)
2.14453125	(-0.3570334024024163222-1.9368956896901165183e-16j)
2.16796875	(-0.35623875506121288614-2.0318048818465399794e-16j)
2.19140625	(-0.35545181792863433934-1.708651518895618437e-16j)
2.21484375	(-0.3546724592218579719-1.8702486875669007386e-16j)
2.23828125	(-0.35390054784186686376-1.8439983293410754726e-16j)
2.26171875	(-0.35313595814335985157-1.941294898817518005e-16j)
2.28515625	(-0.35237856509263898452-1.791531625177578849e-16j)
2.30859375	(-0.35162824884197890762-1.9978235202525242336e-16j)
2.33203125	(-0.35088489008770540334-1.8622394602763847763e-16j)
2.35546875	(-0.35014837446083635353-1.7445417693251258676e-16j)
