wn	g_wn_up	g_wn_dn
-100.33461537402401	(5.059655236438392e-18+0.009964350712941036j)	(5.059655236438392e-18+0.009964350712941036j)
-99.94191629232529	(3.1107966848231923e-19+0.010003493243646407j)	(3.1107966848231923e-19+0.010003493243646407j)
-99.54921721062657	(1.1197790774241384e-19+0.010042944424644226j)	(1.1197790774241384e-19+0.010042944424644226j)
-99.15651812892784	(3.1602586908233635e-19+0.010082707920843795j)	(3.1602586908233635e-19+0.010082707920843795j)
-98.76381904722912	(-2.84413675639005e-20+0.010122787456533486j)	(-2.84413675639005e-20+0.010122787456533486j)
-98.3711199655304	(-4.587013711602153e-20+0.010163186813769294j)	(-4.587013711602153e-20+0.010163186813769294j)
-97.97842088383167	(-9.825674667327801e-20+0.010203909835472378j)	(-9.825674667327801e-20+0.010203909835472378j)
-97.58572180213295	(6.991688171473111e-20+0.010244960426755685j)	(6.991688171473111e-20+0.010244960426755685j)
-97.19302272043423	(-1.1159784320845976e-19+0.010286342555866267j)	(-1.1159784320845976e-19+0.010286342555866267j)
-96.8003236387355	(3.2567202125027833e-20+0.010328060254551893j)	(3.2567202125027833e-20+0.010328060254551893j)
-96.40762455703678	(-9.551412061364255e-20+0.010370117622334633j)	(-9.551412061364255e-20+0.010370117622334633j)
-96.01492547533805	(-3.0092747251554027e-21+0.010412518823364622j)	(-3.0092747251554027e-21+0.010412518823364622j)
-95.62222639363932	(-9.405508475825821e-20+0.010455268092329119j)	(-9.405508475825821e-20+0.010455268092329119j)
-95.2295273119406	(9.483216369997621e-20+0.010498369730298692j)	(9.483216369997621e-20+0.010498369730298692j)
-94.83682823024188	(3.3775066981580315e-19+0.010541828112891982j)	(3.3775066981580315e-19+0.010541828112891982j)
-94.44412914854315	(-7.15340717288479e-20+0.010585647687683936j)	(-7.15340717288479e-20+0.010585647687683936j)
-94.05143006684443	(-8.279555973081127e-19+0.010629832974992901j)	(-8.279555973081127e-19+0.010629832974992901j)
-93.65873098514571	(-2.688160408049204e-20+0.010674388572985458j)	(-2.688160408049204e-20+0.010674388572985458j)
-93.26603190344699	(-1.3075806908572693e-19+0.010719319155756073j)	(-1.3075806908572693e-19+0.010719319155756073j)
-92.87333282174826	(-1.47947026761663e-19+0.010764629475999049j)	(-1.47947026761663e-19+0.010764629475999049j)
-92.48063374004954	(-1.7839816326496874e-20+0.010810324368886317j)	(-1.7839816326496874e-20+0.010810324368886317j)
-92.0879346583508	(1.6356584273163833e-19+0.010856408749686961j)	(1.6356584273163833e-19+0.010856408749686961j)
-91.69523557665208	(3.084927206437145e-19+0.010902887619224408j)	(3.084927206437145e-19+0.010902887619224408j)
-91.30253649495336	(1.3810455946665588e-19+0.010949766064968334j)	(1.3810455946665588e-19+0.010949766064968334j)
-90.90983741325464	(-2.483901095749037e-19+0.010997049259879757j)	(-2.483901095749037e-19+0.010997049259879757j)
-90.51713833155591	(-3.3858009793147503e-21+0.011044742470077813j)	(-3.3858009793147503e-21+0.011044742470077813j)
-90.12443924985719	(2.305368603491928e-19+0.011092851049151939j)	(2.305368603491928e-19+0.011092851049151939j)
-89.73174016815847	(3.9621059770713e-20+0.011141380447429764j)	(3.9621059770713e-20+0.011141380447429764j)
-89.33904108645974	(7.00344236349364e-19+0.011190336209894864j)	(7.00344236349364e-19+0.011190336209894864j)
-88.94634200476102	(-5.145642866377878e-19+0.011239723979611744j)	(-5.145642866377878e-19+0.011239723979611744j)
-88.5536429230623	(-2.0606270304731642e-19+0.011289549500259618j)	(-2.0606270304731642e-19+0.011289549500259618j)
-88.16094384136358	(-6.513663564013513e-20+0.011339818616066815j)	(-6.513663564013513e-20+0.011339818616066815j)
-87.76824475966484	(1.7915615898910878e-19+0.01139053727598019j)	(1.7915615898910878e-19+0.01139053727598019j)
-87.37554567796612	(-1.7077727720665959e-19+0.011441711536834398j)	(-1.7077727720665959e-19+0.011441711536834398j)
-86.9828465962674	(-1.8607128869613539e-19+0.011493347565264121j)	(-1.8607128869613539e-19+0.011493347565264121j)
-86.59014751456867	(-5.5588706956031e-19+0.011545451638710276j)	(-5.5588706956031e-19+0.011545451638710276j)
-86.19744843286995	(3.9015304033992915e-19+0.011598030148179311j)	(3.9015304033992915e-19+0.011598030148179311j)
-85.80474935117122	(1.3940714943071805e-19+0.0116510896020231j)	(1.3940714943071805e-19+0.0116510896020231j)
-85.4120502694725	(1.140741822717194e-19+0.011704636628521874j)	(1.140741822717194e-19+0.011704636628521874j)
-85.01935118777378	(6.715916397896089e-21+0.01175867797953324j)	(6.715916397896089e-21+0.01175867797953324j)
-84.62665210607506	(-1.1716886969297275e-19+0.01181322052940471j)	(-1.1716886969297275e-19+0.01181322052940471j)
-84.23395302437633	(-2.1111492040726065e-19+0.011868271282763044j)	(-2.1111492040726065e-19+0.011868271282763044j)
