wn	g_wn_up	g_wn_dn
-100.33461537402401	(2.147172036147064e-18+0.009965281544995977j)	(2.147172036147064e-18+0.009965281544995977j)
-99.94191629232529	(1.7779315513279476e-19+0.010004431438149542j)	(1.7779315513279476e-19+0.010004431438149542j)
-99.54921721062657	(5.039954875227859e-20+0.010043890104722107j)	(5.039954875227859e-20+0.010043890104722107j)
-99.15651812892784	(1.4675404277272503e-19+0.010083661211975603j)	(1.4675404277272503e-19+0.010083661211975603j)
-98.76381904722912	(2.844676810737136e-21+0.010123748485546352j)	(2.844676810737136e-21+0.010123748485546352j)
-98.3711199655304	(1.7204581311395265e-20+0.01016415571067039j)	(1.7204581311395265e-20+0.01016415571067039j)
-97.97842088383167	(-5.202823833031194e-20+0.01020488673260972j)	(-5.202823833031194e-20+0.01020488673260972j)
-97.58572180213295	(2.9137636289517786e-20+0.010245945458997109j)	(2.9137636289517786e-20+0.010245945458997109j)
-97.19302272043423	(-3.084220186682844e-20+0.010287335860764848j)	(-3.084220186682844e-20+0.010287335860764848j)
-96.8003236387355	(2.368983259311683e-20+0.010329061972842954j)	(2.368983259311683e-20+0.010329061972842954j)
-96.40762455703678	(-5.970795737328955e-20+0.010371127895796103j)	(-5.970795737328955e-20+0.010371127895796103j)
-96.01492547533805	(-1.1286988995301717e-19+0.010413537797399506j)	(-1.1286988995301717e-19+0.010413537797399506j)
-95.62222639363932	0.010456295914386455j	0.010456295914386455j
-95.2295273119406	(4.742544796695142e-20+0.010499406552614264j)	(4.742544796695142e-20+0.010499406552614264j)
-94.83682823024188	(2.1132887920649328e-19+0.010542874089211255j)	(2.1132887920649328e-19+0.010542874089211255j)
-94.44412914854315	(-3.110797171864941e-20+0.01058670297459455j)	(-3.110797171864941e-20+0.01058670297459455j)
-94.05143006684443	(-2.92508815822058e-19+0.010630897733087834j)	(-2.92508815822058e-19+0.010630897733087834j)
-93.65873098514571	(3.163178317080891e-21+0.010675462965178394j)	(3.163178317080891e-21+0.010675462965178394j)
-93.26603190344699	(-5.502519487705521e-20+0.0107204033483343j)	(-5.502519487705521e-20+0.0107204033483343j)
-92.87333282174826	(-7.238010533274828e-20+0.010765723639289071j)	(-7.238010533274828e-20+0.010765723639289071j)
-92.48063374004954	(-1.1354929913608268e-20+0.010811428675539263j)	(-1.1354929913608268e-20+0.010811428675539263j)
-92.0879346583508	(1.13701604589733e-19+0.01085752337712055j)	(1.13701604589733e-19+0.01085752337712055j)
-91.69523557665208	(1.7325359024302765e-19+0.01090401274819574j)	(1.7325359024302765e-19+0.01090401274819574j)
-91.30253649495336	(8.071639495973782e-20+0.010950901878985675j)	(8.071639495973782e-20+0.010950901878985675j)
-90.90983741325464	(-7.386110917936878e-20+0.010998195947557231j)	(-7.386110917936878e-20+0.010998195947557231j)
-90.51713833155591	(3.5558363836939666e-20+0.011045900222028374j)	(3.5558363836939666e-20+0.011045900222028374j)
-90.12443924985719	(1.4689147368292993e-19+0.011094020062302127j)	(1.4689147368292993e-19+0.011094020062302127j)
-89.73174016815847	(3.359888680895033e-20+0.011142560921416068j)	(3.359888680895033e-20+0.011142560921416068j)
-89.33904108645974	(2.520385911654448e-19+0.011191528349016227j)	(2.520385911654448e-19+0.011191528349016227j)
-88.94634200476102	(-2.012228374040123e-19+0.011240927992153416j)	(-2.012228374040123e-19+0.011240927992153416j)
-88.5536429230623	(-2.149528973871155e-19+0.011290765598304718j)	(-2.149528973871155e-19+0.011290765598304718j)
-88.16094384136358	(-4.373132428899944e-20+0.011341047017060258j)	(-4.373132428899944e-20+0.011341047017060258j)
-87.76824475966484	(6.708563906794924e-20+0.011391778202884362j)	(6.708563906794924e-20+0.011391778202884362j)
