tau	g_0_tau_up
0.03125	(-0.49903594714616877903-6.086443810921159641e-17j)
0.09375	(-0.49739133782063571498-5.6164250294494134874e-17j)
0.15625	(-0.49609708307394301263-5.7609060698261743856e-17j)
0.21875	(-0.4950590265906709142-6.0246434858875144484e-17j)
0.28125	(-0.49422815194224534174-5.8536714416177612903e-17j)
0.34375	(-0.49355487742548292962-6.178521758788328327e-17j)
0.40625	(-0.49300741759660388075-5.617436988639878937e-17j)
0.46875	(-0.4925565352787873996-5.846897875424005635e-17j)
0.53125	(-0.49218264151889562497-5.91624044168396243e-17j)
0.59375	(-0.49186806117928599802-5.4454907866874191492e-17j)
0.65625	(-0.49160085401953429463-5.865246266524686183e-17j)
0.71875	(-0.49137019909991036526-5.655466573358034342e-17j)
0.78125	(-0.49116884925968873343-5.3666542859661579494e-17j)
0.84375	(-0.4909901139627000366-5.7135527469351564825e-17j)
0.90625	(-0.49082960886194570982-5.1030264429016476063e-17j)
0.96875	(-0.49068315705408538374-6.0026411317058665906e-17j)
1.03125	(-0.49054811780539470112-5.738713290912698578e-17j)
1.09375	(-0.4904218558668274608-5.84167618923980925e-17j)
1.15625	(-0.49030279208390048495-5.6519886149243727105e-17j)
1.21875	(-0.49018924355946869031-5.3527279093623669747e-17j)
1.28125	(-0.49008027723757263683-5.2619599021615783094e-17j)
1.34375	(-0.48997480284216476942-5.0248707169943963768e-17j)
1.40625	(-0.48987228011866201793-5.783833196423020043e-17j)
1.46875	(-0.48977199045891683937-5.553033489383142713e-17j)
1.53125	(-0.4896736318235636598-5.3754280821560525164e-17j)
1.59375	(-0.48957672073865732276-5.5456832761973307353e-17j)
1.65625	(-0.48948109895303310024-5.3554103009925115897e-17j)
1.71875	(-0.48938643323749853042-5.3943226657850806575e-17j)
1.78125	(-0.48929265142876415817-5.078333705749656047e-17j)
1.84375	(-0.48919951741805034473-5.577204017074671889e-17j)
1.90625	(-0.4891070098902150498-5.4941868059508393193e-17j)
1.96875	(-0.48901495637580455478-5.3993296107123794478e-17j)
2.03125	(-0.4889233649253352798-5.2573585445681295823e-17j)
2.09375	(-0.48883210544167599032-5.473068016372717342e-17j)
2.15625	(-0.48874120229442657992-5.578134409148156221e-17j)
2.21875	(-0.4886505541300911748-5.579886894673426379e-17j)
2.28125	(-0.48856019376623094352-5.2272294006545593576e-17j)
2.34375	(-0.48847003977030051258-5.1791267283842811312e-17j)
2.40625	(-0.48838012871055241915-5.29729264285332415e-17j)
2.46875	(-0.48829039329668838532-5.2927193163428833135e-17j)
2.53125	(-0.48820087109349719068-5.0628470131865274677e-17j)
2.59375	(-0.4881115051162919216-5.411170928655744491e-17j)
2.65625	(-0.48802233235777420228-5.1756432640296671934e-17j)
2.71875	(-0.48793330355141684151-5.181460721880176068e-17j)
2.78125	(-0.4878444542682139895-5.1644765945939003995e-17j)
2.84375	(-0.48775574118329700912-5.5355403048081442546e-17j)
2.90625	(-0.48766719802818386809-5.4838222638948228532e-17j)
2.96875	(-0.48757878617519229136-5.683676027525264471e-17j)
3.03125	(-0.48749053735400593723-5.129122254148409268e-17j)
3.09375	(-0.4874024167429304999-5.3586498814832719242e-17j)
3.15625	(-0.48731445405482465283-5.429227950555532064e-17j)
3.21875	(-0.48722661762061814095-5.4965677522862542972e-17j)
3.28125	(-0.4871389352029420472-5.128854020155273635e-17j)
3.34375	(-0.48705137779462576164-5.1005744314118566664e-17j)
3.40625	(-0.48696397131657853663-5.039465016093429779e-17j)
3.46875	(-0.48687668904598646602-5.337270075062858839e-17j)
3.53125	(-0.48678955518885763665-4.6779313777935012388e-17j)
3.59375	(-0.48670254500948240128-5.514571979383445673e-17j)
3.65625	(-0.48661568113038811134-5.665745833092896591e-17j)
3.71875	(-0.48652894056385997956-5.3388440136529094264e-17j)
3.78125	(-0.48644234447728168513-5.61879435842086607e-17j)
3.84375	(-0.48635587143484121375-5.3005088244725068906e-17j)
3.90625	(-0.48626954126999927253-5.9071807667044907083e-17j)
3.96875	(-0.48618333393527879416-5.683144812135882917e-17j)
4.03125	(-0.48609726804246444765-5.680502693861811977e-17j)
4.09375	(-0.48601132479396680353-5.912396347261790686e-17j)
4.15625	(-0.48592552168258151823-5.2653736662098269977e-17j)
4.21875	(-0.48583984104195654385-5.5830515326006894094e-17j)
4.28125	(-0.48575429933915598157-5.385101504470523271e-17j)
4.34375	(-0.4856688799363110265-5.4738063267682092038e-17j)
4.40625	(-0.4855835983590923166-5.922705974864891288e-17j)
4.46875	(-0.48549843890834110116-5.5303361807023281363e-17j)
4.53125	(-0.48541341624444256375-5.4600593501296444954e-17j)
4.59375	(-0.4853285155279330465-6.0166310099313074956e-17j)
4.65625	(-0.48524375062254249125-5.7852152601302312985e-17j)
4.71875	(-0.48515910747851931362-5.466638207054493118e-17j)
4.78125	(-0.48507459922483692205-5.729813908026303148e-17j)
4.84375	(-0.48499021253914098573-5.380796711806190118e-17j)
4.90625	(-0.48490595987152262936-5.6567336176010700993e-17j)
4.96875	(-0.48482182857128114373-5.6190601729107099857e-17j)
5.03125	(-0.4847378304601263621-5.6503189767073285665e-17j)
5.09375	(-0.48465395350894402426-5.5735699748293003296e-17j)
5.15625	(-0.48457020895677788141-5.7083895372503887683e-17j)
5.21875	(-0.48448658535097210986-5.1770732731931335538e-17j)
5.28125	(-0.48440309338935871875-5.4796803844521320192e-17j)
5.34375	(-0.48431972215493357403-5.598054231447655555e-17j)
5.40625	(-0.4842364818419768735-5.6440717364900524526e-17j)
5.46875	(-0.48415336203213088506-5.626186850875737165e-17j)
5.53125	(-0.4840703724504009653-5.349611982033425661e-17j)
5.59375	(-0.48398750314342925405-5.639444446784400188e-17j)
