tau	g_0_tau_up
0.03125	(-0.49908297703984633165+7.880368701566084667e-19j)
0.09375	(-0.4975324160691445563-1.2730787388618330645e-18j)
0.15625	(-0.496332176529919733+1.7550929795066843969e-18j)
0.21875	(-0.49538808282421870066-1.6843503997202239453e-20j)
0.28125	(-0.49465110217316377028+1.1990612411703500717e-19j)
0.34375	(-0.49407163939374038053+6.799585935405335328e-19j)
0.40625	(-0.4936178981138027444-8.13317427378156923e-19j)
0.46875	(-0.49326063237356448932+4.8804465226665286248e-19j)
0.53125	(-0.49298024617349123222+4.8764465874169518903e-19j)
0.59375	(-0.4927590587006738243-5.5255773485997646266e-19j)
0.65625	(-0.4925851251031898026+9.455651508579684588e-20j)
0.71875	(-0.49244762064791003375+1.6109001217467535844e-18j)
0.78125	(-0.49233929500835388327-1.2180352393080621319e-18j)
0.84375	(-0.49225345496741246265-8.5209979039770562553e-19j)
0.90625	(-0.49218571387690812635+1.25636461754466148265e-18j)
0.96875	(-0.49213189283675062846+8.5043421053554181974e-19j)
1.03125	(-0.49208934936742548816-9.014286545285171464e-19j)
1.09375	(-0.49205544668770467842-1.0275945842533208307e-18j)
1.15625	(-0.492028604298228478+6.0405862018298738047e-19j)
1.21875	(-0.49200713812561575056+1.2172920175276832365e-18j)
1.28125	(-0.4919901140924339833-1.300214495791863171e-18j)
1.34375	(-0.49197644104509052898-3.0889963961481185756e-19j)
1.40625	(-0.49196557798618678614-9.719095091992869915e-19j)
1.46875	(-0.4919568056911827747-5.5481888476317844838e-19j)
1.53125	(-0.49194982162275452398-1.3758713297481070177e-18j)
1.59375	(-0.49194414191953839133+1.1008570405289533697e-18j)
1.65625	(-0.49193960804554065502-3.8593982974797407396e-19j)
1.71875	(-0.49193588658133213798+1.5462446865398884366e-18j)
1.78125	(-0.49193290525996474782-3.031782381129357034e-19j)
1.84375	(-0.491930427947630311+9.046534181465551247e-19j)
1.90625	(-0.49192843337499375655-8.474785908093132827e-20j)
1.96875	(-0.4919267491816802229+1.7668945979505257233e-18j)
2.03125	(-0.491925383583313669+8.828205028661008049e-19j)
2.09375	(-0.4919242066970205829-7.5784778117490486296e-19j)
2.15625	(-0.4919232431493631985+7.5844097307168195293e-19j)
