wn	g_0_wn_up
-133.97583670621472152	(1.0874895039112294853e-20+0.0074629669942176575514j)
-133.84493701231514251	(4.5413668064625893084e-19+0.0074702645924634549293j)
-133.7140373184155635	(5.262114967125372617e-19+0.0074775764740045080545j)
-133.58313762451601292	(-7.463337792350426461e-20+0.0074849026808120897383j)
-133.45223793061640549	(9.203713436165631069e-19+0.0074922432550238232327j)
-133.32133823671685491	(-7.926303324312046488e-20+0.0074995982389433777857j)
-133.1904385428172759	(8.006253821027709286e-19+0.007506967675040960436j)
-133.0595388489176969	(4.1160050922201127657e-19+0.0075143516059539812793j)
-132.92863915501811789	(6.713810859792650642e-19+0.0075217500744878245528j)
-132.79773946111853888	(8.1476760179763719814e-19+0.0075291631236166292607j)
-132.6668397672189883	(-1.9244744894968364447e-19+0.0075365907964840992903j)
-132.53594007331938087	(1.0353200919875722195e-18+0.0075440331364043464873j)
-132.40504037941983029	(1.2985802053730678043e-19+0.0075514901868626851597j)
-132.27414068552025128	(-4.3596703018863367675e-19+0.007558961991516512449j)
-132.14324099162067228	(-1.2748497994529630388e-18+0.0075664485941961227844j)
-132.01234129772109327	(1.4452514255623955134e-19+0.007573950038905588253j)
-131.88144160382151426	(1.5281789680876818362e-18+0.0075814663698235938705j)
-131.75054190992196368	(-1.2566292616858211041e-19+0.007588997631304317086j)
-131.61964221602235625	(2.6652354320526329303e-19+0.007596543867878303817j)
-131.48874252212280567	(3.1789443625680083805e-19+0.007604105124253323668j)
-131.35784282822322666	(-1.0127483280520130198e-19+0.007611681445315273721j)
-131.22694313432364766	(-1.2414017672450308574e-18+0.007619272876129048501j)
-131.09604344042406865	(2.7540321388903916214e-19+0.007626879461939439428j)
-130.96514374652448964	(3.9210428404991034184e-20+0.007634501248172037742j)
-130.83424405262493906	(-5.783857092288201259e-19+0.00764213828043412962j)
-130.70334435872536005	(4.7276743794860063398e-20+0.007649790604515615579j)
-130.57244466482578105	(2.078709224942540376e-19+0.007657458266389909063j)
-130.44154497092620204	(-5.3537717097548253226e-20+0.0076651413122148688573j)
-130.31064527702662303	(2.9162963365493894938e-21+0.0076728397883337228283j)
-130.17974558312704403	(2.0499388294782364362e-19+0.0076805537412759960006j)
-130.04884588922746502	(7.620355539209884351e-19+0.007688283217758453379j)
-129.91794619532791444	(7.407778182186968972e-19+0.007696028264686031496j)
-129.78704650142833543	(2.2710201322779666633e-19+0.0077037889291527968452j)
-129.65614680752875643	(3.610117560782784193e-19+0.0077115652584428999797j)
-129.52524711362917742	(2.0847695614221582204e-19+0.007719357300031526141j)
-129.39434741972959841	(4.1666348088499808356e-19+0.0077271651015858710404j)
-129.26344772583004783	(-7.039894061971804474e-20+0.007734988710966106233j)
-129.1325480319304404	(-1.5474069022680507602e-18+0.0077428281762263635735j)
-129.00164833803088982	(3.0229706612430966327e-20+0.007750683545615692782j)
-128.87074864413131081	(3.6234507155292449665e-18+0.0077585548675790988113j)
-128.7398489502317318	(3.167271017368435958e-19+0.007766442190758512422j)
-128.6089492563321528	(5.2581340065432497578e-20+0.007774345563993753823j)
-128.4780495624325738	(7.0283216177977327075e-19+0.0077822650363236073323j)
-128.34714986853302321	(-2.1824121577901427032e-19+0.0077902006569867884855j)
-128.21625017463341578	(8.9103892410738773e-19+0.0077981524754229944105j)
-128.0853504807338652	(-2.0743429125975117926e-19+0.0078061205412738969567j)
-127.95445078683428619	(-1.6420322283003109637e-19+0.007814104904384203479j)
-127.823551092934721396	(5.0312301247836009464e-19+0.007822105614802685528j)
-127.69265139903512818	(3.112543427291179117e-19+0.007830122722783220551j)
-127.561751705135563384	(-3.551077013375685039e-19+0.00783815627878584921j)
-127.43085201123598438	(-3.027742307668508745e-19+0.007846206333477830086j)
-127.29995231733640537	(6.4513875932194225234e-19+0.0078542729377347082764j)
-127.169052623436826366	(1.5046549176100911657e-19+0.00786235614264138398j)
-127.03815292953726157	(1.8321115721316585618e-19+0.007870455999493188026j)
-126.907253235637696775	(-6.2648303864938447287e-18+0.00787857255979696261j)
-126.77635354173810356	(2.1435286015706058136e-19+0.007886705875272188859j)
-126.64545384783853876	(-3.7399337596876890848e-19+0.007894855997852018997j)
-126.51455415393895976	(6.467384680208923638e-19+0.007903022979684422994j)
-126.38365446003939496	(1.278995830937440007e-19+0.0079112068731333161364j)
