tau	g_0_tau_up
0.01171875	(-0.49806172769608331174-1.2579715264251939588e-11j)
0.03515625	(-0.49423194597811642703-1.257934392719285766e-11j)
0.05859375	(-0.49046988886956266462-1.257846420264544366e-11j)
0.08203125	(-0.4867708379919983286-1.25772796472954135356e-11j)
0.10546875	(-0.4831341954391661364-1.2575683628496948509e-11j)
0.12890625	(-0.47955751992320527766-1.2573718514419860972e-11j)
0.15234375	(-0.47603954914501189766-1.2571349479162155793e-11j)
0.17578125	(-0.47257834494744133114-1.2568498302248030366e-11j)
0.19921875	(-0.4691725482127650504-1.25654023353219469035e-11j)
0.22265625	(-0.46582046533705490088-1.25618287719514837114e-11j)
0.24609375	(-0.46252075780718437947-1.25578244234117130886e-11j)
0.26953125	(-0.45927189680574720398-1.2553573303853573638e-11j)
0.29296875	(-0.45607259952995932162-1.2548767712679013867e-11j)
0.31640625	(-0.4529214662038941741-1.25436811869633653675e-11j)
0.33984375	(-0.44981728099947843047-1.2538172835867699719e-11j)
0.36328125	(-0.44675875283143695604-1.2532348284722839473e-11j)
0.38671875	(-0.44374473538906394898-1.25261210529442566406e-11j)
0.41015625	(-0.4407740326544256071-1.251955039097039115e-11j)
0.43359375	(-0.43784556675148406102-1.25126257209266429035e-11j)
0.45703125	(-0.4349582265691805394-1.2505306050869331581e-11j)
0.48046875	(-0.43211099999064261912-1.2497635554924791741e-11j)
0.50390625	(-0.42930285267987444708-1.2489685372443629441e-11j)
0.52734375	(-0.4265328349190206092-1.2481247402909838499e-11j)
0.55078125	(-0.42379998233496363191-1.2472559646277292352e-11j)
0.57421875	(-0.4211034040023801106-1.24635019505687144086e-11j)
0.59765625	(-0.41844219963236789495-1.2454100741543196267e-11j)
0.62109375	(-0.41581553346140920357-1.24443720631671221676e-11j)
0.64453125	(-0.4132225641112887149-1.2434318770061688498e-11j)
0.66796875	(-0.41066250744036442155-1.2424023194772871261e-11j)
0.69140625	(-0.40813457636745897883-1.2413286095196674547e-11j)
0.71484375	(-0.40563803498265393888-1.2402250015013591851e-11j)
0.73828125	(-0.403172146349579541-1.2390893076533364737e-11j)
0.76171875	(-0.40073621957804278493-1.2379201240514939146e-11j)
0.78515625	(-0.39832956411510872519-1.2367328809159780561e-11j)
0.80859375	(-0.39595153106765845763-1.23550347239087795545e-11j)
0.83203125	(-0.3936014728426464604-1.23425103999619136554e-11j)
0.85546875	(-0.39127877971209457098-1.2329737315562711334e-11j)
0.87890625	(-0.3889828439156652884-1.2316655317035257085e-11j)
0.90234375	(-0.38671309224508138014-1.23031675671879990446e-11j)
0.92578125	(-0.38446895390839064266-1.228950362316355621e-11j)
0.94921875	(-0.3822498897506984572-1.2275496216074983512e-11j)
0.97265625	(-0.3800553633191991465-1.22612461052791105465e-11j)
0.99609375	(-0.37788486721614855668-1.2246841629032905825e-11j)
1.01953125	(-0.3757378969102109778-1.2232025620285828049e-11j)
1.04296875	(-0.37361397462484585708-1.22169955569023504615e-11j)
1.06640625	(-0.37151262552382757764-1.2201708968979667149e-11j)
1.08984375	(-0.36943339946614645042-1.2186154391509160897e-11j)
1.11328125	(-0.3673758492579885515-1.2170394502169901519e-11j)
1.13671875	(-0.36533955054857059075-1.2154259416654265035e-11j)
1.16015625	(-0.3633240818919123427-1.213810969299961298e-11j)
1.18359375	(-0.36132904301293850002-1.21216088055914087345e-11j)
1.20703125	(-0.3593540364632359374-1.2104826013173871844e-11j)
1.23046875	(-0.35739868445055505974-1.2087939410876967788e-11j)
1.25390625	(-0.35546261190576111666-1.2070672471737224562e-11j)
1.27734375	(-0.35354546203952208483-1.2053181821070627524e-11j)
1.30078125	(-0.35164688066459542926-1.20355777671939387916e-11j)
1.32421875	(-0.34976653061949741774-1.201771939002681691e-11j)
1.34765625	(-0.34790407721239857697-1.1999670005702932818e-11j)
1.37109375	(-0.34605920163181674853-1.1981441436720284438e-11j)
1.39453125	(-0.34423158739672643502-1.1962952431898011618e-11j)
1.41796875	(-0.34242093285792485347-1.194429165171673938e-11j)
1.44140625	(-0.3406269385542471939-1.1925379577593197063e-11j)
1.46484375	(-0.33884931889456509913-1.1906335567857514529e-11j)
1.48828125	(-0.33708779033283697846-1.1887082461731138126e-11j)
