n_up	n_dn	g_diff_up	g_diff_dn
0.5000000000000129896	0.5000000000000129896	1.6902913385796147136e-13	1.6902913385796147136e-13
0.5000000000000058842	0.5000000000000058842	5.6194408221590472835e-14	5.6194408221590472835e-14
0.5000000000000035527	0.5000000000000035527	2.8065455217298481106e-14	2.8065455217298481106e-14
0.5000000000000024425	0.5000000000000024425	1.4797350082286533566e-14	1.4797350082286533566e-14
0.50000000000000177636	0.50000000000000177636	1.0037147320405990321e-14	1.0037147320405990321e-14
0.50000000000000133227	0.50000000000000133227	5.4402285910124768486e-15	5.4402285910124768486e-15
0.5000000000000011102	0.5000000000000011102	2.4097766517267215564e-15	2.4097766517267215564e-15
0.5000000000000009992	0.5000000000000009992	9.102808501504646835e-16	9.102808501504646835e-16
0.5000000000000009992	0.5000000000000009992	2.13262779469305985e-15	2.13262779469305985e-15
0.5000000000000008882	0.5000000000000008882	7.684526434463642924e-16	7.684526434463642924e-16
