tau	g_0_tau_up
0.01171875	(-0.5002712392626228466+1.2060151839558963454e-05j)
0.03515625	(-0.49814315402215042505+1.21013470265534417875e-05j)
0.05859375	(-0.4960820985342113687+1.2142027409901825569e-05j)
0.08203125	(-0.4940829585726708162+1.2182190260091359116e-05j)
0.10546875	(-0.49214476178541538554+1.2221833805419415292e-05j)
0.12890625	(-0.49026471312020097892+1.2260957157154280618e-05j)
0.15234375	(-0.48844121597009287905+1.2299560235956948822e-05j)
0.17578125	(-0.48667201648502367295+1.2337643705317417845e-05j)
0.19921875	(-0.48495545745603296783+1.2375208907814352644e-05j)
0.22265625	(-0.4832895639790663611+1.241225780682997898e-05j)
0.24609375	(-0.48167273214791267444+1.2448792931305230878e-05j)
0.26953125	(-0.4801031829074757229+1.2484817324715277015e-05j)
0.29296875	(-0.47857939758769157956+1.2520334497001105691e-05j)
0.31640625	(-0.47709975422753669871+1.2555348380419457114e-05j)
0.33984375	(-0.47566282779377683232+1.2589863287736467051e-05j)
0.36328125	(-0.47426713034916406775+1.2623883873658331588e-05j)
0.38671875	(-0.47291133045357658382+1.2657415098835498541e-05j)
0.41015625	(-0.47159405811299576206+1.2690462196524519609e-05j)
0.43359375	(-0.4703140720610598513+1.2723030641266748958e-05j)
0.45703125	(-0.4690701078659230694+1.2755126120180932967e-05j)
0.48046875	(-0.467861009647935977+1.27867545059862442385e-05j)
0.50390625	(-0.46668560839856942923+1.2817921832140002816e-05j)
0.52734375	(-0.46554282835622784464+1.284863426973307378e-05j)
0.55078125	(-0.46443158730920303112+1.2878898106154028878e-05j)
0.57421875	(-0.46335088428217025003+1.2908719725270950641e-05j)
0.59765625	(-0.4622997163412544408+1.293810558911692157e-05j)
0.62109375	(-0.46127715210676073498+1.296706222098247571e-05j)
0.64453125	(-0.4602822612658922785+1.29955961898963812725e-05j)
0.66796875	(-0.45931417708407790146+1.3023714096108188787e-05j)
0.69140625	(-0.45837203591461406216+1.3051422558028001191e-05j)
0.71484375	(-0.45745503100220658022+1.3078728199930979143e-05j)
0.73828125	(-0.4565623600008620886+1.3105637640904704556e-05j)
0.76171875	(-0.45569327176873469787+1.3132157484590854357e-05j)
0.78515625	(-0.45484702040183921934+1.31582943098231943476e-05j)
0.80859375	(-0.45402290630541902727+1.3184054662120334346e-05j)
0.83203125	(-0.4532202356013069755+1.3209445045885029077e-05j)
0.85546875	(-0.4524383564657355472+1.3234471917434814802e-05j)
0.87890625	(-0.45167662302115918482+1.3259141678446175898e-05j)
0.90234375	(-0.45093442771517822099+1.3283460670403361974e-05j)
0.92578125	(-0.4502111689940973549+1.3307435169204139862e-05j)
0.94921875	(-0.44950628033775402725+1.3331071380576267943e-05j)
0.97265625	(-0.44881920115199164245+1.33543754358766379454e-05j)
0.99609375	(-0.4481494029534314194+1.3377353388473426119e-05j)
1.01953125	(-0.44749636302468986937+1.3400011210424167242e-05j)
1.04296875	(-0.4468595881505716405+1.34223547896065575625e-05j)
1.06640625	(-0.44623859066232773873+1.3444389927178397809e-05j)
1.08984375	(-0.4456329100548379607+1.3466122335563252281e-05j)
1.11328125	(-0.44504209111079207073+1.3487557636505647648e-05j)
1.13671875	(-0.44446570367189608408+1.3508701359564457141e-05j)
1.16015625	(-0.44390332258503112373+1.3529558940903613635e-05j)
1.18359375	(-0.44335454585557465546+1.35501357222112312384e-05j)
1.20703125	(-0.4428189761985726336+1.35704369500619097564e-05j)
1.23046875	(-0.44229623776617899011+1.35904677751754605875e-05j)
1.25390625	(-0.44178595912001139556+1.3610233252227615187e-05j)
1.27734375	(-0.44128778869547446995+1.36297383396347228455e-05j)
1.30078125	(-0.44080137903849431202+1.3648987899488739214e-05j)
1.32421875	(-0.44032640114560372968+1.36679866978206569414e-05j)
1.34765625	(-0.43986252983047247067+1.3686739404791557341e-05j)
1.37109375	(-0.43940945705896522488+1.3705250595209717232e-05j)
1.39453125	(-0.43896687832929781603+1.3723524748952881965e-05j)
1.41796875	(-0.43853450510496394532+1.3741566251787264968e-05j)
1.44140625	(-0.43811205210771264618+1.37593793959224559745e-05j)
1.46484375	(-0.43769924893762024443+1.3776968381032893624e-05j)
1.48828125	(-0.43729582819098500313+1.3794337314998035042e-05j)
1.51171875	(-0.4369015363453798706+1.3811490215024918441e-05j)
1.53515625	(-0.4365161226254603566+1.3828431008606462314e-05j)
