wn	g_0_wn_up
-133.97583670621472152	(-5.979633819468635026e-20+0.0074629670110387714976j)
-133.84493701231514251	(4.9243808029165356118e-19+0.007470264609301325437j)
-133.7140373184155635	(4.596760509046207827e-19+0.0074775764908610892895j)
-133.58313762451601292	(-2.0035981323122539433e-20+0.0074849026976900158784j)
-133.45223793061640549	(9.557731906152003937e-19+0.0074922432719253554897j)
-133.32133823671685491	(1.7171755836987911376e-20+0.0074995982558703254764j)
-133.1904385428172759	(5.509918707285556793e-19+0.0075069676919947815955j)
-133.0595388489176969	(2.3727760620994272138e-19+0.0075143516229358815403j)
-132.92863915501811789	(6.6024695638341874367e-19+0.007521750091498819596j)
-132.79773946111853888	(9.366118631314941466e-19+0.0075291631406575977234j)
-132.6668397672189883	(2.2073168043501757904e-19+0.0075365908135558226655j)
-132.53594007331938087	(1.4084819636444515345e-18+0.0075440331535075264707j)
-132.40504037941983029	(5.294486636485694029e-19+0.0075514902039979627316j)
-132.27414068552025128	(1.02396729412522141283e-19+0.0075589620086844843544j)
-132.14324099162067228	(-5.8922824209637215173e-19+0.0075664486113973484713j)
-132.01234129772109327	(9.250489576917676805e-19+0.0075739500561405976795j)
-131.88144160382151426	(2.1225153565836616781e-18+0.0075814663870928953107j)
-131.75054190992196368	(7.03002449423547456e-19+0.0075889976486083979973j)
-131.61964221602235625	(1.0917413972819322453e-18+0.007596543885217633442j)
-131.48874252212280567	(1.0057108387234347642e-18+0.007604105141628359106j)
-131.35784282822322666	(9.592438436078632794e-19+0.007611681462726459929j)
-131.22694313432364766	(-2.1697514316142711552e-19+0.0076192728935768208945j)
-131.09604344042406865	(1.043398393353995268e-18+0.0076268794794242256163j)
-130.96514374652448964	(1.1434991827354835427e-18+0.0076345012656942609977j)
-130.83424405262493906	(3.4247115279213340685e-19+0.0076421382979942062766j)
-130.70334435872536005	(1.1696099465997173704e-18+0.0076497906221139532965j)
-130.57244466482578105	(1.1389472501089019096e-18+0.0076574582840269128994j)
-130.44154497092620204	(1.3065248033311194469e-18+0.0076651413298909464727j)
-130.31064527702662303	(1.3251372472924977335e-18+0.007672839806049273209j)
-130.17974558312704403	(1.46420960422042595965e-18+0.0076805537590314190005j)
-130.04884588922746502	(1.8940766884277800775e-18+0.0076882832355541410457j)
-129.91794619532791444	(2.1179007901799608821e-18+0.0076960282825223819483j)
-129.78704650142833543	(1.665551179886019185e-18+0.0077037889470302021305j)
-129.65614680752875643	(1.6730918370654463956e-18+0.0077115652763617512783j)
-129.52524711362917742	(1.6115599917537036153e-18+0.007719357317992219837j)
-129.39434741972959841	(2.0075173470874927887e-18+0.0077271651195887965796j)
-129.26344772583004783	(1.2665813396063198099e-18+0.0077349887290116521935j)
-129.1325480319304404	(3.5633120201274472821e-19+0.0077428281943149228697j)
-129.00164833803088982	(1.625423157100896404e-18+0.0077506835637476609313j)
-128.87074864413131081	(8.204686924356526217e-18+0.0077585548857548669935j)
-128.7398489502317318	(1.975800404235150793e-18+0.0077664422089784718173j)
-128.6089492563321528	(1.6772422243014756994e-18+0.0077743455822582982137j)
-128.4780495624325738	(2.4213813497207001093e-18+0.0077822650546331296334j)
-128.34714986853302321	(1.1982775941815576824e-18+0.0077902006753416850812j)
-128.21625017463341578	(2.8918467739009772249e-18+0.0077981524938236608177j)
-128.0853504807338652	(1.8116010408478578001e-18+0.0078061205597207312945j)
-127.95445078683428619	(1.772102789688836868e-18+0.007814104922877604734j)
-127.823551092934721396	(2.7103991813745603128e-18+0.007822105633343050951j)
-127.69265139903512818	(2.5127172682090199131e-18+0.007830122741370956069j)
-127.561751705135563384	(2.8007560472187463449e-18+0.007838156297421352073j)
-127.43085201123598438	(1.8899883098515709007e-18+0.007846206352161511424j)
-127.29995231733640537	(2.8590973979452558718e-18+0.007854272956466968811j)
-127.169052623436826366	(2.458420064368851814e-18+0.00786235616142263137j)
-127.03815292953726157	(2.7276668927731751782e-18+0.007870456018323829933j)
