n_up	n_dn	g_diff_up	g_diff_dn
0.5	0.5	9.452309814609665e-16	9.452309814609665e-16
0.5	0.5	2.7372648121256584e-16	2.7372648121256584e-16
0.5	0.5	1.6988283593914134e-16	1.6988283593914134e-16
0.5	0.5	1.2253593348817187e-16	1.2253593348817187e-16
0.5	0.5	4.037058180697664e-18	4.037058180697664e-18
0.5	0.5	1.5238370374312444e-19	1.5238370374312444e-19
0.5	0.5	6.395198061803132e-17	6.395198061803132e-17
0.5	0.5	3.374480606969919e-17	3.374480606969919e-17
0.5	0.5	8.631273966602937e-17	8.631273966602937e-17
0.5	0.5	4.859062471869312e-17	4.859062471869312e-17
0.5	0.5	1.1180431361481822e-18	1.1180431361481822e-18
0.5	0.5	6.679073515567308e-17	6.679073515567308e-17
0.5	0.5	5.307401498482839e-17	5.307401498482839e-17
