n_up	n_dn	g_diff_up	g_diff_dn
0.5000000000000001	0.5000000000000001	1.9156644942615874e-16	1.9156644942615874e-16
0.5000000000000002	0.5000000000000002	1.605894392354713e-16	1.605894392354713e-16
0.5000000000000001	0.5000000000000001	3.662887301115805e-17	3.662887301115805e-17
0.5000000000000001	0.5000000000000001	1.17358240226512e-16	1.17358240226512e-16
0.5000000000000002	0.5000000000000002	1.499695203506143e-16	1.499695203506143e-16
0.5000000000000002	0.5000000000000002	2.0993067694208864e-16	2.0993067694208864e-16
0.5000000000000002	0.5000000000000002	3.6115869468616e-17	3.6115869468616e-17
0.5000000000000001	0.5000000000000001	5.169988303058934e-17	5.169988303058934e-17
0.5000000000000001	0.5000000000000001	2.250334014987092e-17	2.250334014987092e-17
0.5000000000000001	0.5000000000000001	1.4070696769208815e-16	1.4070696769208815e-16
