n_up	n_dn	g_diff_up	g_diff_dn
0.5	0.5	1.0859714901820088e-15	1.0859714901820088e-15
0.5	0.5	1.1205351060611805e-16	1.1205351060611805e-16
0.5	0.5	1.1905040616628468e-16	1.1905040616628468e-16
0.5	0.5	1.4132697044185716e-16	1.4132697044185716e-16
0.5	0.5	6.004855503876623e-17	6.004855503876623e-17
0.5	0.5	2.0668259839605173e-16	2.0668259839605173e-16
0.5	0.5	1.8738842792539547e-16	1.8738842792539547e-16
0.5	0.5	2.4005030792002965e-16	2.4005030792002965e-16
0.5	0.5	3.8866792292504914e-16	3.8866792292504914e-16
0.5	0.5	8.021188623724532e-17	8.021188623724532e-17
0.5	0.5	7.053143200533325e-17	7.053143200533325e-17
0.5	0.5	1.7356696600571116e-16	1.7356696600571116e-16
0.5	0.5	1.3129314694796065e-16	1.3129314694796065e-16
0.5	0.5	2.088832947307851e-16	2.088832947307851e-16
