n_up	n_dn	g_diff_up	g_diff_dn
0.5	0.5	6.82416425614704e-16	6.82416425614704e-16
0.5	0.5	9.016904399444072e-17	9.016904399444072e-17
0.5	0.5	3.157234971617312e-16	3.157234971617312e-16
0.5	0.5	4.391582431115351e-16	4.391582431115351e-16
0.5	0.5	2.9635051598052056e-16	2.9635051598052056e-16
0.5	0.5	2.367873901983437e-16	2.367873901983437e-16
0.5	0.5	1.7288446668731396e-16	1.7288446668731396e-16
0.5	0.5	7.256611191715549e-17	7.256611191715549e-17
0.5	0.5	3.4363461387811306e-16	3.4363461387811306e-16
0.5	0.5	4.561504080473013e-16	4.561504080473013e-16
0.5	0.5	3.9732200936706016e-16	3.9732200936706016e-16
0.5	0.5	2.4841947166848075e-16	2.4841947166848075e-16
0.5	0.5	4.102485553007464e-17	4.102485553007464e-17
0.5	0.5	8.341042289049744e-17	8.341042289049744e-17
