n_up	n_dn	g_diff_up	g_diff_dn
0.5000000000000003	0.5000000000000003	8.51962282095129e-15	8.51962282095129e-15
0.5000000000000004	0.5000000000000004	7.262574372233738e-15	7.262574372233738e-15
0.5000000000000003	0.5000000000000003	8.436501833519642e-15	8.436501833519642e-15
0.5000000000000004	0.5000000000000004	8.70553796267409e-15	8.70553796267409e-15
0.5000000000000003	0.5000000000000003	8.04838254012647e-15	8.04838254012647e-15
0.5000000000000004	0.5000000000000004	4.573560541539085e-15	4.573560541539085e-15
0.5000000000000003	0.5000000000000003	6.367394575031966e-16	6.367394575031966e-16
0.5000000000000004	0.5000000000000004	9.833962081398755e-16	9.833962081398755e-16
0.5000000000000004	0.5000000000000004	2.5358319183576883e-15	2.5358319183576883e-15
0.5000000000000003	0.5000000000000003	1.6579224063792672e-15	1.6579224063792672e-15
0.5000000000000004	0.5000000000000004	1.092621988689694e-15	1.092621988689694e-15
0.5000000000000004	0.5000000000000004	1.8454888897777386e-15	1.8454888897777386e-15
0.5000000000000003	0.5000000000000003	3.475844567177724e-15	3.475844567177724e-15
0.5000000000000004	0.5000000000000004	3.671168607964695e-15	3.671168607964695e-15
0.5000000000000003	0.5000000000000003	7.335125183299527e-15	7.335125183299527e-15
0.5000000000000004	0.5000000000000004	1.0765356819098902e-14	1.0765356819098902e-14
0.5000000000000003	0.5000000000000003	9.126491820873252e-15	9.126491820873252e-15
