n_up	n_dn	g_diff_up	g_diff_dn
0.5000000000000024	0.5000000000000024	4.1011132166635486e-15	4.1011132166635486e-15
0.5000000000000024	0.5000000000000024	5.643019677251805e-16	5.643019677251805e-16
0.5000000000000024	0.5000000000000024	4.231080553131739e-16	4.231080553131739e-16
0.5000000000000024	0.5000000000000024	2.5788633254412977e-16	2.5788633254412977e-16
0.5000000000000024	0.5000000000000024	4.900366811539626e-16	4.900366811539626e-16
0.5000000000000024	0.5000000000000024	3.2207468196782405e-16	3.2207468196782405e-16
0.5000000000000024	0.5000000000000024	4.136696463556505e-16	4.136696463556505e-16
0.5000000000000024	0.5000000000000024	1.0367213148900213e-16	1.0367213148900213e-16
0.5000000000000024	0.5000000000000024	1.5242048451557497e-15	1.5242048451557497e-15
0.5000000000000026	0.5000000000000026	1.3066155780822093e-16	1.3066155780822093e-16
0.5000000000000026	0.5000000000000026	1.6114924210352463e-15	1.6114924210352463e-15
0.5000000000000026	0.5000000000000026	2.0672789025915904e-15	2.0672789025915904e-15
0.5000000000000026	0.5000000000000026	2.416279249406125e-15	2.416279249406125e-15
0.5000000000000026	0.5000000000000026	3.138627249727261e-15	3.138627249727261e-15
0.5000000000000027	0.5000000000000027	3.522733767829337e-15	3.522733767829337e-15
0.5000000000000027	0.5000000000000027	5.222057828245572e-15	5.222057828245572e-15
0.5000000000000028	0.5000000000000028	3.940993114747547e-15	3.940993114747547e-15
0.5000000000000028	0.5000000000000028	6.381153568775129e-17	6.381153568775129e-17
0.5000000000000028	0.5000000000000028	1.9830770727227972e-15	1.9830770727227972e-15
0.5000000000000029	0.5000000000000029	9.94414222581988e-16	9.94414222581988e-16
0.5000000000000028	0.5000000000000028	9.853442336650525e-16	9.853442336650525e-16
0.5000000000000029	0.5000000000000029	9.05080896810296e-16	9.05080896810296e-16
0.5000000000000028	0.5000000000000028	2.7201159748329766e-16	2.7201159748329766e-16
0.5000000000000028	0.5000000000000028	6.954716965829815e-16	6.954716965829815e-16
