n_up	n_dn	g_diff_up	g_diff_dn
0.5000000000000006	0.5000000000000006	6.569220954045333e-17	6.569220954045333e-17
0.5000000000000006	0.5000000000000006	2.9900149830473235e-16	2.9900149830473235e-16
0.5000000000000006	0.5000000000000006	4.961611817861264e-17	4.961611817861264e-17
0.5000000000000006	0.5000000000000006	1.2657556386042316e-16	1.2657556386042316e-16
0.5000000000000006	0.5000000000000006	6.457334589666264e-16	6.457334589666264e-16
0.5000000000000006	0.5000000000000006	3.700965073571464e-16	3.700965073571464e-16
0.5000000000000006	0.5000000000000006	1.0104903319253433e-15	1.0104903319253433e-15
0.5000000000000006	0.5000000000000006	6.910676994374986e-16	6.910676994374986e-16
0.5000000000000006	0.5000000000000006	8.309700432412687e-16	8.309700432412687e-16
0.5000000000000006	0.5000000000000006	3.4601962165073506e-17	3.4601962165073506e-17
0.5000000000000006	0.5000000000000006	3.8878317714779826e-16	3.8878317714779826e-16
0.5000000000000006	0.5000000000000006	4.009771251794787e-16	4.009771251794787e-16
0.5000000000000006	0.5000000000000006	3.0971906497983134e-16	3.0971906497983134e-16
0.5000000000000004	0.5000000000000004	4.7076872182834595e-18	4.7076872182834595e-18
0.5000000000000004	0.5000000000000004	1.6825826277394456e-16	1.6825826277394456e-16
0.5000000000000006	0.5000000000000006	5.611864166533172e-16	5.611864166533172e-16
0.5000000000000004	0.5000000000000004	3.0340633353858706e-16	3.0340633353858706e-16
0.5000000000000004	0.5000000000000004	3.1559947713356616e-16	3.1559947713356616e-16
0.5000000000000004	0.5000000000000004	7.50131673651703e-17	7.50131673651703e-17
0.5000000000000004	0.5000000000000004	4.916017188426058e-16	4.916017188426058e-16
0.5000000000000004	0.5000000000000004	3.361531987487248e-16	3.361531987487248e-16
0.5000000000000004	0.5000000000000004	5.883442987487842e-18	5.883442987487842e-18
0.5000000000000004	0.5000000000000004	2.0651621514253145e-16	2.0651621514253145e-16
0.5000000000000004	0.5000000000000004	3.0998649043063905e-16	3.0998649043063905e-16
0.5000000000000004	0.5000000000000004	4.692845078381319e-16	4.692845078381319e-16
0.5000000000000004	0.5000000000000004	4.634418900878877e-16	4.634418900878877e-16
0.5000000000000004	0.5000000000000004	3.089206491972968e-16	3.089206491972968e-16
