n_up	n_dn	g_diff_up	g_diff_dn
0.5000000000000003	0.5000000000000003	1.6667980046063235e-15	1.6667980046063235e-15
0.5000000000000003	0.5000000000000003	4.785332567127218e-16	4.785332567127218e-16
0.5000000000000003	0.5000000000000003	1.8157527589706752e-15	1.8157527589706752e-15
0.5000000000000003	0.5000000000000003	2.5506749703463533e-15	2.5506749703463533e-15
0.5000000000000003	0.5000000000000003	7.810746126386283e-16	7.810746126386283e-16
0.5000000000000003	0.5000000000000003	3.0380858051186687e-15	3.0380858051186687e-15
0.5000000000000003	0.5000000000000003	2.0555776807381985e-15	2.0555776807381985e-15
0.5000000000000003	0.5000000000000003	4.2496868473530627e-16	4.2496868473530627e-16
0.5000000000000003	0.5000000000000003	2.233621179436104e-15	2.233621179436104e-15
0.5000000000000003	0.5000000000000003	2.0200794359092722e-15	2.0200794359092722e-15
0.5000000000000003	0.5000000000000003	2.7706326697790907e-15	2.7706326697790907e-15
0.5000000000000003	0.5000000000000003	4.466521635385781e-15	4.466521635385781e-15
0.5000000000000003	0.5000000000000003	5.494280133801737e-15	5.494280133801737e-15
0.5000000000000002	0.5000000000000002	4.2621899902012076e-15	4.2621899902012076e-15
